"","model.id","drug","time","volume","volume.normal"
"53","m.5690.19.1715","Gemcitabine",75,13.5,-0.904
"54","m.5690.19.1715","Gemcitabine",81,13.5,-0.904
"55","m.5690.19.1715","Gemcitabine",84,13.5,-0.904
"56","m.5689.26.1715","Paclitaxel",0,105.625,0
"57","m.5689.26.1715","Paclitaxel",4,105.625,0
"58","m.5689.26.1715","Paclitaxel",7,122.5,0.159763313609467
"59","m.5689.26.1715","Paclitaxel",11,122.5,0.159763313609467
"60","m.5689.26.1715","Paclitaxel",14,56.25,-0.467455621301775
"61","m.5689.26.1715","Paclitaxel",17,50,-0.526627218934911
"62","m.5689.26.1715","Paclitaxel",20,75.625,-0.284023668639053
"63","m.5689.26.1715","Paclitaxel",24,28,-0.73491124260355
"64","m.5689.26.1715","Paclitaxel",46,140.625,0.331360946745562
"65","m.5689.26.1715","Paclitaxel",52,180.625,0.710059171597633
"66","m.5689.26.1715","Paclitaxel",55,202.5,0.917159763313609
"67","m.5689.26.1715","Paclitaxel",59,248.1875,1.34970414201183
"68","m.5689.26.1715","Paclitaxel",62,275,1.60355029585799
"69","m.5689.26.1715","Paclitaxel",66,300,1.84023668639053
"70","m.5689.26.1715","Paclitaxel",69,396.75,2.75621301775148
"71","m.5689.26.1715","Paclitaxel",73,462.875,3.38224852071006
"72","m.5689.26.1715","Paclitaxel",80,275,1.60355029585799
"73","m.5687.33.1715","Doxorubicin",0,126.75,0
"74","m.5687.33.1715","Doxorubicin",3,182.8125,0.442307692307692
"75","m.5687.33.1715","Doxorubicin",7,196.875,0.553254437869823
"76","m.5687.33.1715","Doxorubicin",10,192,0.514792899408284
"77","m.5687.33.1715","Doxorubicin",14,171.5,0.353057199211045
"78","m.5687.33.1715","Doxorubicin",17,122.5,-0.0335305719921105
"79","m.5687.33.1715","Doxorubicin",21,180.625,0.425049309664694
"80","m.5687.33.1715","Doxorubicin",24,202.5,0.597633136094675
"81","m.5372.5.1735","Control",0,90,0
"82","m.5372.5.1735","Control",4,222.75,1.475
"83","m.5372.5.1735","Control",7,507.8125,4.64236111111111
"84","m.5372.5.1735","Control",11,820.125,8.1125
"85","m.5372.5.1735","Control",14,1201.25,12.3472222222222
"86","m.4803.12.1735","Cisplatin",0,147,0
"87","m.4803.12.1735","Cisplatin",3,171.5,0.166666666666667
"88","m.4803.12.1735","Cisplatin",7,468.5625,2.1875
"89","m.4803.12.1735","Cisplatin",10,595.125,3.0484693877551
"90","m.4803.12.1735","Cisplatin",14,1014,5.89795918367347
"91","m.4803.12.1735","Cisplatin",17,1366.625,8.29676870748299
"92","m.4803.12.1735","Cisplatin",21,1462.5,8.94897959183673
"93","m.4803.12.1735","Cisplatin",24,2178,13.8163265306122
"94","m.4803.12.1735","Cisplatin",28,3000,19.4081632653061
"95","m.4801.19.1735","Gemcitabine",0,270.9375,0
"96","m.4801.19.1735","Gemcitabine",3,562.0625,1.07450980392157
"97","m.4801.19.1735","Gemcitabine",7,720,1.65743944636678
"98","m.4801.19.1735","Gemcitabine",10,648,1.3916955017301
"99","m.4801.19.1735","Gemcitabine",14,648,1.3916955017301
"100","m.4801.19.1735","Gemcitabine",17,544.5,1.00968858131488
"101","m.4801.19.1735","Gemcitabine",21,383.5625,0.415686274509804
"102","m.4801.19.1735","Gemcitabine",24,453.75,0.674740484429066
"103","m.4801.19.1735","Gemcitabine",28,289,0.0666666666666667
"104","m.4801.19.1735","Gemcitabine",31,364.5,0.345328719723183
"105","m.4801.19.1735","Gemcitabine",35,400,0.476355247981546
"106","m.4801.19.1735","Gemcitabine",38,500,0.845444059976932
"107","m.4801.19.1735","Gemcitabine",42,756,1.79031141868512
"108","m.4801.19.1735","Gemcitabine",45,756,1.79031141868512
"109","m.4801.19.1735","Gemcitabine",49,781.25,1.88350634371396
"110","m.5374.26.1735","Paclitaxel",0,208,0
"111","m.5374.26.1735","Paclitaxel",3,126.75,-0.390625
"112","m.5374.26.1735","Paclitaxel",7,256,0.230769230769231
"113","m.5374.26.1735","Paclitaxel",10,324,0.557692307692308
"114","m.5374.26.1735","Paclitaxel",14,240,0.153846153846154
"115","m.5374.26.1735","Paclitaxel",17,240,0.153846153846154
"116","m.5374.26.1735","Paclitaxel",22,137.3125,-0.33984375
"117","m.5374.26.1735","Paclitaxel",25,182.8125,-0.12109375
"118","m.5374.26.1735","Paclitaxel",28,196.875,-0.0534855769230769
"119","m.5374.26.1735","Paclitaxel",31,196.875,-0.0534855769230769
"120","m.5374.26.1735","Paclitaxel",36,425,1.04326923076923
"121","m.5374.26.1735","Paclitaxel",39,307.0625,0.476262019230769
"122","m.5374.26.1735","Paclitaxel",42,406.125,0.952524038461538
"123","m.5374.26.1735","Paclitaxel",45,344.25,0.655048076923077
"124","m.5374.26.1735","Paclitaxel",49,196.875,-0.0534855769230769
"125","m.5373.33.1735","Doxorubicin",0,159.25,0
"126","m.5373.33.1735","Doxorubicin",3,252.875,0.587912087912088
"127","m.5373.33.1735","Doxorubicin",7,300,0.883830455259027
"128","m.5373.33.1735","Doxorubicin",10,375,1.35478806907378
"129","m.4689.5.1738","Control",0,154.6875,0
"130","m.4689.5.1738","Control",3,134.75,-0.128888888888889
"131","m.4689.5.1738","Control",7,289,0.868282828282828
"132","m.4689.5.1738","Control",10,450,1.90909090909091
"133","m.4689.5.1738","Control",22,792,4.12
"134","m.4689.5.1738","Control",24,781.25,4.05050505050505
"135","m.4689.5.1738","Control",28,1184.625,6.65818181818182
"136","m.4928.12.1738","Cisplatin",0,90,0
"137","m.4928.12.1738","Cisplatin",8,252.875,1.80972222222222
"138","m.4928.12.1738","Cisplatin",11,210.9375,1.34375
"139","m.4928.12.1738","Cisplatin",14,137.3125,0.525694444444444
"140","m.4928.12.1738","Cisplatin",17,62.5,-0.305555555555556
"141","m.4928.12.1738","Cisplatin",21,40.5,-0.55
"142","m.4928.12.1738","Cisplatin",24,21.4375,-0.761805555555556
"143","m.4928.12.1738","Cisplatin",28,18.375,-0.795833333333333
"144","m.4928.12.1738","Cisplatin",31,0.5,-0.994444444444444
"145","m.4928.12.1738","Cisplatin",35,0.5,-0.994444444444444
"146","m.4928.12.1738","Cisplatin",38,0.0625,-0.999305555555556
"147","m.4928.12.1738","Cisplatin",42,0.0625,-0.999305555555556
"148","m.4928.12.1738","Cisplatin",45,0.0625,-0.999305555555556
"149","m.4928.12.1738","Cisplatin",50,0,-1
"150","m.4929.19.1738","Gemcitabine",0,90,0
"151","m.4929.19.1738","Gemcitabine",3,159.25,0.769444444444444
"152","m.4929.19.1738","Gemcitabine",6,240,1.66666666666667
"153","m.4929.19.1738","Gemcitabine",9,137.3125,0.525694444444444
"154","m.4929.19.1738","Gemcitabine",13,289,2.21111111111111
"155","m.4929.19.1738","Gemcitabine",16,289,2.21111111111111
"156","m.4929.19.1738","Gemcitabine",20,475,4.27777777777778
"157","m.4929.19.1738","Gemcitabine",23,523.6875,4.81875
"158","m.4929.19.1738","Gemcitabine",27,628.1875,5.97986111111111
"159","m.4925.26.1738","Paclitaxel",0,137.3125,0
"160","m.4925.26.1738","Paclitaxel",3,252.875,0.841602184797451
"161","m.4925.26.1738","Paclitaxel",6,406.125,1.95766954938553
"162","m.4925.26.1738","Paclitaxel",9,289,1.10468821119709
"163","m.4925.26.1738","Paclitaxel",13,514.25,2.74510696404188
"164","m.4925.26.1738","Paclitaxel",16,523.6875,2.81383705052344
"165","m.4925.26.1738","Paclitaxel",20,694.3125,4.0564406008193
"166","m.4925.26.1738","Paclitaxel",23,898.4375,5.54301319981793
"167","m.4925.26.1738","Paclitaxel",27,1078,6.85070550751024
"168","m.4927.33.1738","Doxorubicin",0,147,0
"169","m.4927.33.1738","Doxorubicin",3,208,0.414965986394558
"170","m.4927.33.1738","Doxorubicin",6,154.6875,0.0522959183673469
"171","m.4927.33.1738","Doxorubicin",9,192,0.306122448979592
"172","m.4927.33.1738","Doxorubicin",13,116.1875,-0.209608843537415
"173","m.4927.33.1738","Doxorubicin",16,192,0.306122448979592
"174","m.4927.33.1738","Doxorubicin",20,182.8125,0.243622448979592
"175","m.4927.33.1738","Doxorubicin",23,234.8125,0.597363945578231
"176","m.4927.33.1738","Doxorubicin",27,234.8125,0.597363945578231
"177","m.4778.5.1784","Control",0,137.3125,0
"178","m.4778.5.1784","Control",3,147,0.0705507510241238
"179","m.4778.5.1784","Control",7,208,0.514792899408284
"180","m.4778.5.1784","Control",10,289,1.10468821119709
"181","m.4778.5.1784","Control",14,224,0.631315430131998
"182","m.4778.5.1784","Control",17,283.5,1.06463359126081
"183","m.4778.5.1784","Control",21,307.0625,1.2362312243969
"184","m.4778.5.1784","Control",24,303.75,1.21210741920801
"185","m.4778.5.1784","Control",28,289,1.10468821119709
"186","m.4778.5.1784","Control",31,364.5,1.65452890304961
"187","m.4778.5.1784","Control",35,450,2.27719617660446
"188","m.4778.5.1784","Control",38,450,2.27719617660446
"189","m.4778.5.1784","Control",42,338.4375,1.46472462448794
"190","m.4778.5.1784","Control",45,406.125,1.95766954938553
"191","m.4778.5.1784","Control",49,406.125,1.95766954938553
"192","m.4778.5.1784","Control",52,500,2.64132908511607
"193","m.4778.12.1784","Cisplatin",0,137.3125,0
"194","m.4778.12.1784","Cisplatin",3,147,0.0705507510241238
"195","m.4778.12.1784","Cisplatin",7,208,0.514792899408284
"196","m.4778.12.1784","Cisplatin",10,289,1.10468821119709
"197","m.4778.12.1784","Cisplatin",14,224,0.631315430131998
"198","m.4778.12.1784","Cisplatin",17,283.5,1.06463359126081
"199","m.4778.12.1784","Cisplatin",21,307.0625,1.2362312243969
"200","m.4778.12.1784","Cisplatin",24,303.75,1.21210741920801
"201","m.4778.12.1784","Cisplatin",28,289,1.10468821119709
"202","m.5321.19.1784","Gemcitabine",0,90,0
"203","m.5321.19.1784","Gemcitabine",4,40.5,-0.55
"204","m.5321.19.1784","Gemcitabine",7,90,0
"205","m.5321.19.1784","Gemcitabine",12,56.25,-0.375
"206","m.5321.19.1784","Gemcitabine",15,147,0.633333333333333
"207","m.5321.19.1784","Gemcitabine",18,99,0.1
"208","m.5321.19.1784","Gemcitabine",21,75.625,-0.159722222222222
"209","m.5321.19.1784","Gemcitabine",26,134.75,0.497222222222222
"210","m.5321.19.1784","Gemcitabine",29,168.75,0.875
"211","m.5321.19.1784","Gemcitabine",32,159.25,0.769444444444444
"212","m.5321.19.1784","Gemcitabine",35,159.25,0.769444444444444
"213","m.5321.19.1784","Gemcitabine",39,182.8125,1.03125
"214","m.5321.19.1784","Gemcitabine",47,126.75,0.408333333333333
"215","m.5321.19.1784","Gemcitabine",50,147,0.633333333333333
"216","m.5321.19.1784","Gemcitabine",53,126.75,0.408333333333333
"217","m.5321.19.1784","Gemcitabine",56,99,0.1
"218","m.5323.26.1784","Paclitaxel",0,99,0
"219","m.5323.26.1784","Paclitaxel",3,56.25,-0.431818181818182
"220","m.5323.26.1784","Paclitaxel",7,75.625,-0.236111111111111
"221","m.5323.26.1784","Paclitaxel",10,62.5,-0.368686868686869
"222","m.5323.26.1784","Paclitaxel",14,50,-0.494949494949495
"223","m.5323.26.1784","Paclitaxel",17,18.375,-0.814393939393939
"224","m.5323.26.1784","Paclitaxel",22,13.5,-0.863636363636364
"225","m.5323.26.1784","Paclitaxel",25,4,-0.95959595959596
"226","m.5323.26.1784","Paclitaxel",28,4,-0.95959595959596
"227","m.5323.26.1784","Paclitaxel",31,4,-0.95959595959596
"228","m.5323.26.1784","Paclitaxel",36,4,-0.95959595959596
"229","m.5323.26.1784","Paclitaxel",39,4,-0.95959595959596
"230","m.5323.26.1784","Paclitaxel",42,4,-0.95959595959596
"231","m.5323.26.1784","Paclitaxel",45,4,-0.95959595959596
"232","m.5323.26.1784","Paclitaxel",49,4,-0.95959595959596
"233","m.5323.26.1784","Paclitaxel",57,0.5,-0.994949494949495
"234","m.5320.33.1784","Doxorubicin",0,147,0
"235","m.5320.33.1784","Doxorubicin",3,137.3125,-0.0659013605442177
"236","m.5320.33.1784","Doxorubicin",8,126.75,-0.137755102040816
"237","m.5320.33.1784","Doxorubicin",11,196.875,0.339285714285714
"238","m.5320.33.1784","Doxorubicin",14,159.25,0.0833333333333333
"239","m.5320.33.1784","Doxorubicin",17,270.9375,0.843112244897959
"240","m.5320.33.1784","Doxorubicin",22,234.8125,0.597363945578231
"241","m.5320.33.1784","Doxorubicin",25,324,1.20408163265306
"242","m.5320.33.1784","Doxorubicin",28,289,0.965986394557823
"243","m.5320.33.1784","Doxorubicin",31,270.9375,0.843112244897959
"244","m.5320.33.1784","Doxorubicin",35,289,0.965986394557823
"245","m.5320.33.1784","Doxorubicin",44,289,0.965986394557823
"246","m.5320.33.1784","Doxorubicin",47,425,1.89115646258503
"247","m.5320.33.1784","Doxorubicin",50,307.0625,1.08886054421769
"248","m.5320.33.1784","Doxorubicin",53,344.25,1.34183673469388
"249","m.5320.33.1784","Doxorubicin",57,496.125,2.375
"250","m.4780.5.1828","Control",0,105.625,0
"251","m.4780.5.1828","Control",3,105.625,0
"252","m.4780.5.1828","Control",9,105.625,0
"253","m.4780.5.1828","Control",13,140.625,0.331360946745562
"254","m.4780.5.1828","Control",16,140.625,0.331360946745562
"255","m.4780.5.1828","Control",20,140.625,0.331360946745562
"256","m.4780.5.1828","Control",23,248.1875,1.34970414201183
"257","m.4780.5.1828","Control",27,270.75,1.56331360946746
"258","m.4780.5.1828","Control",30,270.75,1.56331360946746
"259","m.4782.12.1828","Cisplatin",0,83.1875,0
"260","m.4782.12.1828","Cisplatin",2,62.5,-0.248685199098422
"261","m.4782.12.1828","Cisplatin",6,24,-0.711495116453794
"262","m.4782.12.1828","Cisplatin",9,32,-0.615326821938392
"263","m.4782.12.1828","Cisplatin",13,75.625,-0.0909090909090909
"264","m.4782.12.1828","Cisplatin",16,60.5,-0.272727272727273
"265","m.4782.12.1828","Cisplatin",20,62.5,-0.248685199098422
"266","m.4782.12.1828","Cisplatin",23,56.25,-0.32381667918858
"267","m.4782.12.1828","Cisplatin",28,62.5,-0.248685199098422
"268","m.4783.19.1828","Gemcitabine",0,83.1875,0
"269","m.4783.19.1828","Gemcitabine",2,99,0.190082644628099
"270","m.4783.19.1828","Gemcitabine",6,83.1875,0
"271","m.4783.19.1828","Gemcitabine",9,56.25,-0.32381667918858
"272","m.4783.19.1828","Gemcitabine",13,75.625,-0.0909090909090909
"273","m.4783.19.1828","Gemcitabine",16,75.625,-0.0909090909090909
"274","m.4783.19.1828","Gemcitabine",20,108,0.298271975957926
"275","m.4783.19.1828","Gemcitabine",23,99,0.190082644628099
"276","m.4783.19.1828","Gemcitabine",28,62.5,-0.248685199098422
"277","m.4783.19.1828","Gemcitabine",31,90,0.081893313298272
"278","m.4783.19.1828","Gemcitabine",34,116.1875,0.396694214876033
"279","m.4783.19.1828","Gemcitabine",37,147,0.767092411720511
"280","m.4783.19.1828","Gemcitabine",42,147,0.767092411720511
"281","m.4783.19.1828","Gemcitabine",45,182.8125,1.19759579263712
"282","m.4783.19.1828","Gemcitabine",48,159.25,0.91435011269722
"283","m.4783.19.1828","Gemcitabine",51,159.25,0.91435011269722
"284","m.4783.19.1828","Gemcitabine",55,182.8125,1.19759579263712
"285","m.4783.19.1828","Gemcitabine",63,182.8125,1.19759579263712
"286","m.4783.19.1828","Gemcitabine",66,196.875,1.36664162283997
"287","m.4783.19.1828","Gemcitabine",69,210.9375,1.53568745304282
"288","m.4783.19.1828","Gemcitabine",72,196.875,1.36664162283997
"289","m.4783.19.1828","Gemcitabine",76,168.75,1.02854996243426
"290","m.4781.26.1828","Paclitaxel",0,116.1875,0
"291","m.4781.26.1828","Paclitaxel",3,75.625,-0.349112426035503
"292","m.4781.26.1828","Paclitaxel",8,40.5,-0.651425497579344
"293","m.4781.26.1828","Paclitaxel",11,90,-0.225389994620764
"294","m.4781.26.1828","Paclitaxel",14,68.0625,-0.414201183431953
"295","m.4781.26.1828","Paclitaxel",17,90,-0.225389994620764
"296","m.4781.26.1828","Paclitaxel",22,147,0.265196342119419
"297","m.4781.26.1828","Paclitaxel",25,75.625,-0.349112426035503
"298","m.4781.26.1828","Paclitaxel",28,62.5,-0.462076385153308
"299","m.4781.26.1828","Paclitaxel",31,90,-0.225389994620764
"300","m.4781.26.1828","Paclitaxel",35,95.0625,-0.181818181818182
"301","m.4781.26.1828","Paclitaxel",43,75.625,-0.349112426035503
"302","m.4781.26.1828","Paclitaxel",46,56.25,-0.515868746637977
"303","m.4781.26.1828","Paclitaxel",49,56.25,-0.515868746637977
"304","m.4781.26.1828","Paclitaxel",52,56.25,-0.515868746637977
"305","m.4781.26.1828","Paclitaxel",56,75.625,-0.349112426035503
"306","m.4770.33.1828","Doxorubicin",0,324,0
"307","m.4770.33.1828","Doxorubicin",1,270.9375,-0.163773148148148
"308","m.4770.33.1828","Doxorubicin",5,325,0.00308641975308642
"309","m.4770.33.1828","Doxorubicin",8,252.875,-0.219521604938272
"310","m.4770.33.1828","Doxorubicin",12,256,-0.209876543209877
"311","m.4770.33.1828","Doxorubicin",15,307.0625,-0.0522762345679012
"312","m.4997.5.1834","Control",0,56.25,0
"313","m.4997.5.1834","Control",4,75.625,0.344444444444444
"314","m.4997.5.1834","Control",7,75.625,0.344444444444444
"315","m.4997.5.1834","Control",11,99,0.76
"316","m.4997.5.1834","Control",14,99,0.76
"317","m.4997.5.1834","Control",17,116.1875,1.06555555555556
"318","m.4997.5.1834","Control",20,116.1875,1.06555555555556
"319","m.4997.5.1834","Control",24,116.1875,1.06555555555556
"320","m.4997.5.1834","Control",27,116.1875,1.06555555555556
"321","m.4997.5.1834","Control",31,116.1875,1.06555555555556
"322","m.4997.5.1834","Control",34,134.75,1.39555555555556
"323","m.4997.5.1834","Control",38,134.75,1.39555555555556
"324","m.4997.5.1834","Control",41,147,1.61333333333333
"325","m.4997.5.1834","Control",46,147,1.61333333333333
"326","m.4997.5.1834","Control",52,192,2.41333333333333
"327","m.4997.5.1834","Control",55,216.75,2.85333333333333
"328","m.4997.5.1834","Control",59,216.75,2.85333333333333
"329","m.4997.5.1834","Control",62,216.75,2.85333333333333
"330","m.4997.5.1834","Control",66,270.75,3.81333333333333
"331","m.4997.5.1834","Control",69,270.75,3.81333333333333
"332","m.4997.5.1834","Control",73,270.75,3.81333333333333
"333","m.4997.5.1834","Control",80,270.75,3.81333333333333
"334","m.4266.12.1834","Cisplatin",0,50,0
"335","m.4266.12.1834","Cisplatin",2,154.6875,2.09375
"336","m.4266.12.1834","Cisplatin",4,45.375,-0.0925
"337","m.4266.12.1834","Cisplatin",8,27.2,-0.456
"338","m.4266.12.1834","Cisplatin",10,25.3125,-0.49375
"339","m.4266.12.1834","Cisplatin",14,43.75,-0.125
"340","m.4266.12.1834","Cisplatin",16,28,-0.44
"341","m.4266.12.1834","Cisplatin",18,43.75,-0.125
"342","m.4266.12.1834","Cisplatin",21,20,-0.6
"343","m.4266.12.1834","Cisplatin",24,24,-0.52
"344","m.4266.12.1834","Cisplatin",28,30.375,-0.3925
"345","m.4266.12.1834","Cisplatin",30,30.375,-0.3925
"346","m.4266.12.1834","Cisplatin",32,30.375,-0.3925
"347","m.4266.12.1834","Cisplatin",35,24,-0.52
"348","m.4266.12.1834","Cisplatin",37,105.625,1.1125
"349","m.4266.12.1834","Cisplatin",39,63,0.26
"350","m.4266.12.1834","Cisplatin",43,63,0.26
"351","m.4266.12.1834","Cisplatin",45,63,0.26
"352","m.4266.12.1834","Cisplatin",49,43.75,-0.125
"353","m.4266.12.1834","Cisplatin",52,37.5,-0.25
"354","m.4994.19.1834","Gemcitabine",0,108,0
"355","m.4994.19.1834","Gemcitabine",3,62.5,-0.421296296296296
"356","m.4994.19.1834","Gemcitabine",11,68.0625,-0.369791666666667
"357","m.4994.19.1834","Gemcitabine",18,83.1875,-0.22974537037037
"358","m.4994.19.1834","Gemcitabine",21,68.0625,-0.369791666666667
"359","m.4994.19.1834","Gemcitabine",25,75.625,-0.299768518518519
"360","m.4496.26.1834","Paclitaxel",0,108,0
"361","m.4496.26.1834","Paclitaxel",3,75.625,-0.299768518518519
"362","m.4496.26.1834","Paclitaxel",8,68.0625,-0.369791666666667
"363","m.4496.26.1834","Paclitaxel",11,75.625,-0.299768518518519
"364","m.4496.26.1834","Paclitaxel",14,21.4375,-0.80150462962963
"365","m.4496.26.1834","Paclitaxel",17,56.25,-0.479166666666667
"366","m.4496.26.1834","Paclitaxel",21,13.5,-0.875
"367","m.4496.26.1834","Paclitaxel",24,13.5,-0.875
"368","m.4496.26.1834","Paclitaxel",29,13.5,-0.875
"369","m.4496.26.1834","Paclitaxel",32,4,-0.962962962962963
"370","m.4496.26.1834","Paclitaxel",35,0.5,-0.99537037037037
"371","m.4496.26.1834","Paclitaxel",43,0.0625,-0.999421296296296
"372","m.4496.26.1834","Paclitaxel",50,0.0625,-0.999421296296296
"373","m.4995.33.1834","Doxorubicin",0,90,0
"374","m.4995.33.1834","Doxorubicin",3,105.625,0.173611111111111
"375","m.4995.33.1834","Doxorubicin",7,90,0
"376","m.4995.33.1834","Doxorubicin",10,134.75,0.497222222222222
"377","m.4995.33.1834","Doxorubicin",15,134.75,0.497222222222222
"378","m.4995.33.1834","Doxorubicin",18,154.6875,0.71875
"379","m.4995.33.1834","Doxorubicin",21,168.75,0.875
"380","m.4995.33.1834","Doxorubicin",29,180.625,1.00694444444444
"381","m.5216.5.1840","Control",0,116.1875,0
"382","m.5216.5.1840","Control",3,159.25,0.370629370629371
"383","m.5216.5.1840","Control",8,182.8125,0.573426573426573
"384","m.5216.5.1840","Control",11,240,1.0656266810113
"385","m.5216.5.1840","Control",14,182.8125,0.573426573426573
"386","m.5216.5.1840","Control",17,208,0.79020979020979
"387","m.5216.5.1840","Control",21,240,1.0656266810113
"388","m.5216.5.1840","Control",29,364.5,2.13717052178591
"389","m.5216.5.1840","Control",32,450,2.87305002689618
"390","m.5216.5.1840","Control",35,406.125,2.4954276492738
"391","m.5216.5.1840","Control",38,468.5625,3.03281334050565
"392","m.5216.5.1840","Control",42,500,3.30338891877353
"393","m.4706.12.1840","Cisplatin",0,105.625,0
"394","m.4706.12.1840","Cisplatin",3,116.1875,0.1
"395","m.4706.12.1840","Cisplatin",7,68.0625,-0.355621301775148
"396","m.4706.12.1840","Cisplatin",10,68.0625,-0.355621301775148
"397","m.4706.12.1840","Cisplatin",14,56.25,-0.467455621301775
"398","m.4706.12.1840","Cisplatin",17,62.5,-0.408284023668639
"399","m.4706.12.1840","Cisplatin",21,43.75,-0.585798816568047
"400","m.4706.12.1840","Cisplatin",24,56.25,-0.467455621301775
"401","m.4706.12.1840","Cisplatin",28,56.25,-0.467455621301775
"402","m.4706.12.1840","Cisplatin",31,40.5,-0.616568047337278
"403","m.4706.12.1840","Cisplatin",34,50,-0.526627218934911
"404","m.4706.12.1840","Cisplatin",38,62.5,-0.408284023668639
"405","m.5217.19.1840","Gemcitabine",0,126.75,0
"406","m.5217.19.1840","Gemcitabine",4,182.8125,0.442307692307692
"407","m.5217.19.1840","Gemcitabine",7,68.0625,-0.46301775147929
"408","m.5217.19.1840","Gemcitabine",11,13.5,-0.893491124260355
"409","m.5217.19.1840","Gemcitabine",14,0.5,-0.996055226824458
"410","m.5217.19.1840","Gemcitabine",18,0.0625,-0.999506903353057
"411","m.5217.19.1840","Gemcitabine",21,0.0625,-0.999506903353057
"412","m.5217.19.1840","Gemcitabine",26,0,-1
"413","m.5218.26.1840","Paclitaxel",0,99,0
"414","m.5218.26.1840","Paclitaxel",3,81,-0.181818181818182
"415","m.5218.26.1840","Paclitaxel",7,105.625,0.0669191919191919
"416","m.5218.26.1840","Paclitaxel",10,56.25,-0.431818181818182
"417","m.5218.26.1840","Paclitaxel",15,45.5625,-0.539772727272727
"418","m.5218.26.1840","Paclitaxel",18,75.625,-0.236111111111111
"419","m.5218.26.1840","Paclitaxel",21,56.25,-0.431818181818182
"420","m.5218.26.1840","Paclitaxel",24,56.25,-0.431818181818182
"421","m.5218.26.1840","Paclitaxel",29,35.4375,-0.642045454545455
"422","m.5218.26.1840","Paclitaxel",32,40.5,-0.590909090909091
"423","m.5218.26.1840","Paclitaxel",35,62.5,-0.368686868686869
"424","m.5218.26.1840","Paclitaxel",38,90,-0.0909090909090909
"425","m.5218.26.1840","Paclitaxel",42,83.1875,-0.159722222222222
"426","m.5218.26.1840","Paclitaxel",50,137.3125,0.38699494949495
"427","m.5218.26.1840","Paclitaxel",53,99,0
"428","m.5218.26.1840","Paclitaxel",56,99,0
"429","m.5218.26.1840","Paclitaxel",59,196.875,0.988636363636364
"430","m.5218.26.1840","Paclitaxel",63,252.875,1.55429292929293
