"","batch.name","model.id","type"
"176","X-2613.LDK378","X.2613.uned","control"
"177","X-2613.LEE011","X.2613.LE11","treatment"
"178","X-2613.LEE011","X.2613.uned","control"
"179","X-2613.LEE011 + binimetinib","X.2613.LE11.biib","treatment"
"180","X-2613.LEE011 + binimetinib","X.2613.uned","control"
"181","X-2613.LEE011 + encorafenib","X.2613.LE11.enib","treatment"
"182","X-2613.LEE011 + encorafenib","X.2613.uned","control"
"183","X-2613.LGW813","X.2613.LG13","treatment"
"184","X-2613.LGW813","X.2613.uned","control"
"185","X-2613.TAS266","X.2613.TA66","treatment"
"186","X-2613.TAS266","X.2613.uned","control"
"187","X-2613.WNT974","X.2613.WN74","treatment"
"188","X-2613.WNT974","X.2613.uned","control"
"189","X-2700.binimetinib","X.2700.biib","treatment"
"190","X-2700.binimetinib","X.2700.uned","control"
"191","X-2700.BKM120","X.2700.BK20","treatment"
"192","X-2700.BKM120","X.2700.uned","control"
"193","X-2700.BKM120 + encorafenib","X.2700.BK20.enib","treatment"
"194","X-2700.BKM120 + encorafenib","X.2700.uned","control"
"195","X-2700.CGM097","X.2700.CG97","treatment"
"196","X-2700.CGM097","X.2700.uned","control"
"197","X-2700.CLR457","X.2700.CL57","treatment"
"198","X-2700.CLR457","X.2700.uned","control"
"199","X-2700.dacarbazine","X.2700.dane","treatment"
"200","X-2700.dacarbazine","X.2700.uned","control"
"201","X-2700.encorafenib","X.2700.enib","treatment"
"202","X-2700.encorafenib","X.2700.uned","control"
"203","X-2700.encorafenib + binimetinib","X.2700.enib.biib","treatment"
"204","X-2700.encorafenib + binimetinib","X.2700.uned","control"
"205","X-2700.LDE225","X.2700.LD25","treatment"
"206","X-2700.LDE225","X.2700.uned","control"
"207","X-2700.LDK378","X.2700.LD78","treatment"
"208","X-2700.LDK378","X.2700.uned","control"
"209","X-2700.LEE011","X.2700.LE11","treatment"
"210","X-2700.LEE011","X.2700.uned","control"
"211","X-2700.LEE011 + binimetinib","X.2700.LE11.biib","treatment"
"212","X-2700.LEE011 + binimetinib","X.2700.uned","control"
"213","X-2700.LEE011 + encorafenib","X.2700.LE11.enib","treatment"
"214","X-2700.LEE011 + encorafenib","X.2700.uned","control"
"215","X-2700.LGW813","X.2700.LG13","treatment"
"216","X-2700.LGW813","X.2700.uned","control"
"217","X-2700.TAS266","X.2700.TA66","treatment"
"218","X-2700.TAS266","X.2700.uned","control"
"219","X-2700.WNT974","X.2700.WN74","treatment"
"220","X-2700.WNT974","X.2700.uned","control"
"221","X-2723.binimetinib","X.2723.biib","treatment"
"222","X-2723.binimetinib","X.2723.uned","control"
"223","X-2723.BKM120","X.2723.BK20","treatment"
"224","X-2723.BKM120","X.2723.uned","control"
"225","X-2723.BKM120 + encorafenib","X.2723.BK20.enib","treatment"
"226","X-2723.BKM120 + encorafenib","X.2723.uned","control"
"227","X-2723.CGM097","X.2723.CG97","treatment"
"228","X-2723.CGM097","X.2723.uned","control"
"229","X-2723.CLR457","X.2723.CL57","treatment"
"230","X-2723.CLR457","X.2723.uned","control"
"231","X-2723.dacarbazine","X.2723.dane","treatment"
"232","X-2723.dacarbazine","X.2723.uned","control"
"233","X-2723.encorafenib","X.2723.enib","treatment"
"234","X-2723.encorafenib","X.2723.uned","control"
"235","X-2723.encorafenib + binimetinib","X.2723.enib.biib","treatment"
"236","X-2723.encorafenib + binimetinib","X.2723.uned","control"
"237","X-2723.LDE225","X.2723.LD25","treatment"
"238","X-2723.LDE225","X.2723.uned","control"
"239","X-2723.LDK378","X.2723.LD78","treatment"
"240","X-2723.LDK378","X.2723.uned","control"
"241","X-2723.LEE011","X.2723.LE11","treatment"
"242","X-2723.LEE011","X.2723.uned","control"
"243","X-2723.LEE011 + binimetinib","X.2723.LE11.biib","treatment"
"244","X-2723.LEE011 + binimetinib","X.2723.uned","control"
"245","X-2723.LEE011 + encorafenib","X.2723.LE11.enib","treatment"
"246","X-2723.LEE011 + encorafenib","X.2723.uned","control"
"247","X-2723.LGW813","X.2723.LG13","treatment"
"248","X-2723.LGW813","X.2723.uned","control"
"249","X-2723.TAS266","X.2723.TA66","treatment"
"250","X-2723.TAS266","X.2723.uned","control"
"251","X-2723.WNT974","X.2723.WN74","treatment"
"252","X-2723.WNT974","X.2723.uned","control"
"253","X-2753.binimetinib","X.2753.biib","treatment"
"254","X-2753.binimetinib","X.2753.uned","control"
"255","X-2753.BKM120","X.2753.BK20","treatment"
"256","X-2753.BKM120","X.2753.uned","control"
"257","X-2753.BKM120 + encorafenib","X.2753.BK20.enib","treatment"
"258","X-2753.BKM120 + encorafenib","X.2753.uned","control"
"259","X-2753.CGM097","X.2753.CG97","treatment"
"260","X-2753.CGM097","X.2753.uned","control"
"261","X-2753.CLR457","X.2753.CL57","treatment"
"262","X-2753.CLR457","X.2753.uned","control"
"263","X-2753.dacarbazine","X.2753.dane","treatment"
"264","X-2753.dacarbazine","X.2753.uned","control"
"265","X-2753.encorafenib","X.2753.enib","treatment"
"266","X-2753.encorafenib","X.2753.uned","control"
"267","X-2753.encorafenib + binimetinib","X.2753.enib.biib","treatment"
"268","X-2753.encorafenib + binimetinib","X.2753.uned","control"
"269","X-2753.LDE225","X.2753.LD25","treatment"
"270","X-2753.LDE225","X.2753.uned","control"
"271","X-2753.LDK378","X.2753.LD78","treatment"
"272","X-2753.LDK378","X.2753.uned","control"
"273","X-2753.LEE011","X.2753.LE11","treatment"
"274","X-2753.LEE011","X.2753.uned","control"
"275","X-2753.LEE011 + binimetinib","X.2753.LE11.biib","treatment"
"276","X-2753.LEE011 + binimetinib","X.2753.uned","control"
"277","X-2753.LEE011 + encorafenib","X.2753.LE11.enib","treatment"
"278","X-2753.LEE011 + encorafenib","X.2753.uned","control"
"279","X-2753.LGW813","X.2753.LG13","treatment"
"280","X-2753.LGW813","X.2753.uned","control"
"281","X-2753.TAS266","X.2753.TA66","treatment"
"282","X-2753.TAS266","X.2753.uned","control"
"283","X-2753.WNT974","X.2753.WN74","treatment"
"284","X-2753.WNT974","X.2753.uned","control"
"285","X-2838.binimetinib","X.2838.biib","treatment"
"286","X-2838.binimetinib","X.2838.uned","control"
"287","X-2838.BKM120","X.2838.BK20","treatment"
"288","X-2838.BKM120","X.2838.uned","control"
"289","X-2838.BKM120 + encorafenib","X.2838.BK20.enib","treatment"
"290","X-2838.BKM120 + encorafenib","X.2838.uned","control"
"291","X-2838.CGM097","X.2838.CG97","treatment"
"292","X-2838.CGM097","X.2838.uned","control"
"293","X-2838.CLR457","X.2838.CL57","treatment"
"294","X-2838.CLR457","X.2838.uned","control"
"295","X-2838.dacarbazine","X.2838.dane","treatment"
"296","X-2838.dacarbazine","X.2838.uned","control"
"297","X-2838.encorafenib","X.2838.enib","treatment"
"298","X-2838.encorafenib","X.2838.uned","control"
"299","X-2838.encorafenib + binimetinib","X.2838.enib.biib","treatment"
"300","X-2838.encorafenib + binimetinib","X.2838.uned","control"
"301","X-2838.LDE225","X.2838.LD25","treatment"
"302","X-2838.LDE225","X.2838.uned","control"
"303","X-2838.LDK378","X.2838.LD78","treatment"
"304","X-2838.LDK378","X.2838.uned","control"
"305","X-2838.LEE011","X.2838.LE11","treatment"
"306","X-2838.LEE011","X.2838.uned","control"
"307","X-2838.LEE011 + binimetinib","X.2838.LE11.biib","treatment"
"308","X-2838.LEE011 + binimetinib","X.2838.uned","control"
"309","X-2838.LEE011 + encorafenib","X.2838.LE11.enib","treatment"
"310","X-2838.LEE011 + encorafenib","X.2838.uned","control"
"311","X-2838.LGW813","X.2838.LG13","treatment"
"312","X-2838.LGW813","X.2838.uned","control"
"313","X-2838.TAS266","X.2838.TA66","treatment"
"314","X-2838.TAS266","X.2838.uned","control"
"315","X-2838.WNT974","X.2838.WN74","treatment"
"316","X-2838.WNT974","X.2838.uned","control"
"317","X-2921.binimetinib","X.2921.biib","treatment"
"318","X-2921.binimetinib","X.2921.uned","control"
"319","X-2921.BKM120","X.2921.BK20","treatment"
"320","X-2921.BKM120","X.2921.uned","control"
"321","X-2921.BKM120 + encorafenib","X.2921.BK20.enib","treatment"
"322","X-2921.BKM120 + encorafenib","X.2921.uned","control"
"323","X-2921.CGM097","X.2921.CG97","treatment"
"324","X-2921.CGM097","X.2921.uned","control"
"325","X-2921.CLR457","X.2921.CL57","treatment"
"326","X-2921.CLR457","X.2921.uned","control"
"327","X-2921.dacarbazine","X.2921.dane","treatment"
"328","X-2921.dacarbazine","X.2921.uned","control"
"329","X-2921.encorafenib","X.2921.enib","treatment"
"330","X-2921.encorafenib","X.2921.uned","control"
"331","X-2921.encorafenib + binimetinib","X.2921.enib.biib","treatment"
"332","X-2921.encorafenib + binimetinib","X.2921.uned","control"
"333","X-2921.LDE225","X.2921.LD25","treatment"
"334","X-2921.LDE225","X.2921.uned","control"
"335","X-2921.LDK378","X.2921.LD78","treatment"
"336","X-2921.LDK378","X.2921.uned","control"
"337","X-2921.LEE011","X.2921.LE11","treatment"
"338","X-2921.LEE011","X.2921.uned","control"
"339","X-2921.LEE011 + binimetinib","X.2921.LE11.biib","treatment"
"340","X-2921.LEE011 + binimetinib","X.2921.uned","control"
"341","X-2921.LEE011 + encorafenib","X.2921.LE11.enib","treatment"
"342","X-2921.LEE011 + encorafenib","X.2921.uned","control"
"343","X-2921.LGW813","X.2921.LG13","treatment"
"344","X-2921.LGW813","X.2921.uned","control"
"345","X-2921.TAS266","X.2921.TA66","treatment"
"346","X-2921.TAS266","X.2921.uned","control"
"347","X-2921.WNT974","X.2921.WN74","treatment"
"348","X-2921.WNT974","X.2921.uned","control"
"349","X-2992.binimetinib","X.2992.biib","treatment"
"350","X-2992.binimetinib","X.2992.uned","control"
"351","X-2992.BKM120","X.2992.BK20","treatment"
"352","X-2992.BKM120","X.2992.uned","control"
"353","X-2992.BKM120 + encorafenib","X.2992.BK20.enib","treatment"
"354","X-2992.BKM120 + encorafenib","X.2992.uned","control"
"355","X-2992.CGM097","X.2992.CG97","treatment"
"356","X-2992.CGM097","X.2992.uned","control"
"357","X-2992.CLR457","X.2992.CL57","treatment"
"358","X-2992.CLR457","X.2992.uned","control"
"359","X-2992.dacarbazine","X.2992.dane","treatment"
"360","X-2992.dacarbazine","X.2992.uned","control"
"361","X-2992.encorafenib","X.2992.enib","treatment"
"362","X-2992.encorafenib","X.2992.uned","control"
"363","X-2992.encorafenib + binimetinib","X.2992.enib.biib","treatment"
"364","X-2992.encorafenib + binimetinib","X.2992.uned","control"
"365","X-2992.LDE225","X.2992.LD25","treatment"
"366","X-2992.LDE225","X.2992.uned","control"
"367","X-2992.LDK378","X.2992.LD78","treatment"
"368","X-2992.LDK378","X.2992.uned","control"
"369","X-2992.LEE011","X.2992.LE11","treatment"
"370","X-2992.LEE011","X.2992.uned","control"
"371","X-2992.LEE011 + binimetinib","X.2992.LE11.biib","treatment"
"372","X-2992.LEE011 + binimetinib","X.2992.uned","control"
"373","X-2992.LEE011 + encorafenib","X.2992.LE11.enib","treatment"
"374","X-2992.LEE011 + encorafenib","X.2992.uned","control"
"375","X-2992.LGW813","X.2992.LG13","treatment"
"376","X-2992.LGW813","X.2992.uned","control"
"377","X-2992.TAS266","X.2992.TA66","treatment"
"378","X-2992.TAS266","X.2992.uned","control"
"379","X-2992.WNT974","X.2992.WN74","treatment"
"380","X-2992.WNT974","X.2992.uned","control"
"381","X-3127.binimetinib","X.3127.biib","treatment"
"382","X-3127.binimetinib","X.3127.uned","control"
"383","X-3127.BKM120","X.3127.BK20","treatment"
"384","X-3127.BKM120","X.3127.uned","control"
"385","X-3127.BKM120 + encorafenib","X.3127.BK20.enib","treatment"
"386","X-3127.BKM120 + encorafenib","X.3127.uned","control"
"387","X-3127.CGM097","X.3127.CG97","treatment"
"388","X-3127.CGM097","X.3127.uned","control"
"389","X-3127.CLR457","X.3127.CL57","treatment"
"390","X-3127.CLR457","X.3127.uned","control"
"391","X-3127.dacarbazine","X.3127.dane","treatment"
"392","X-3127.dacarbazine","X.3127.uned","control"
"393","X-3127.encorafenib","X.3127.enib","treatment"
"394","X-3127.encorafenib","X.3127.uned","control"
"395","X-3127.encorafenib + binimetinib","X.3127.enib.biib","treatment"
"396","X-3127.encorafenib + binimetinib","X.3127.uned","control"
"397","X-3127.LDE225","X.3127.LD25","treatment"
"398","X-3127.LDE225","X.3127.uned","control"
"399","X-3127.LDK378","X.3127.LD78","treatment"
"400","X-3127.LDK378","X.3127.uned","control"
"401","X-3127.LEE011","X.3127.LE11","treatment"
"402","X-3127.LEE011","X.3127.uned","control"
"403","X-3127.LEE011 + binimetinib","X.3127.LE11.biib","treatment"
"404","X-3127.LEE011 + binimetinib","X.3127.uned","control"
"405","X-3127.LEE011 + encorafenib","X.3127.LE11.enib","treatment"
"406","X-3127.LEE011 + encorafenib","X.3127.uned","control"
"407","X-3127.LGW813","X.3127.LG13","treatment"
"408","X-3127.LGW813","X.3127.uned","control"
"409","X-3127.TAS266","X.3127.TA66","treatment"
"410","X-3127.TAS266","X.3127.uned","control"
"411","X-3127.WNT974","X.3127.WN74","treatment"
"412","X-3127.WNT974","X.3127.uned","control"
"413","X-3211.binimetinib","X.3211.biib","treatment"
"414","X-3211.binimetinib","X.3211.uned","control"
"415","X-3211.BKM120","X.3211.BK20","treatment"
"416","X-3211.BKM120","X.3211.uned","control"
"417","X-3211.BKM120 + encorafenib","X.3211.BK20.enib","treatment"
"418","X-3211.BKM120 + encorafenib","X.3211.uned","control"
"419","X-3211.CGM097","X.3211.CG97","treatment"
"420","X-3211.CGM097","X.3211.uned","control"
"421","X-3211.CLR457","X.3211.CL57","treatment"
"422","X-3211.CLR457","X.3211.uned","control"
"423","X-3211.dacarbazine","X.3211.dane","treatment"
"424","X-3211.dacarbazine","X.3211.uned","control"
"425","X-3211.encorafenib","X.3211.enib","treatment"
"426","X-3211.encorafenib","X.3211.uned","control"
"427","X-3211.encorafenib + binimetinib","X.3211.enib.biib","treatment"
"428","X-3211.encorafenib + binimetinib","X.3211.uned","control"
"429","X-3211.LDE225","X.3211.LD25","treatment"
"430","X-3211.LDE225","X.3211.uned","control"
"431","X-3211.LDK378","X.3211.LD78","treatment"
"432","X-3211.LDK378","X.3211.uned","control"
"433","X-3211.LEE011","X.3211.LE11","treatment"
"434","X-3211.LEE011","X.3211.uned","control"
"435","X-3211.LEE011 + binimetinib","X.3211.LE11.biib","treatment"
"436","X-3211.LEE011 + binimetinib","X.3211.uned","control"
"437","X-3211.LEE011 + encorafenib","X.3211.LE11.enib","treatment"
"438","X-3211.LEE011 + encorafenib","X.3211.uned","control"
"439","X-3211.LGW813","X.3211.LG13","treatment"
"440","X-3211.LGW813","X.3211.uned","control"
"441","X-3211.TAS266","X.3211.TA66","treatment"
"442","X-3211.TAS266","X.3211.uned","control"
"443","X-3211.WNT974","X.3211.WN74","treatment"
"444","X-3211.WNT974","X.3211.uned","control"
"445","X-3483.binimetinib","X.3483.biib","treatment"
"446","X-3483.binimetinib","X.3483.uned","control"
"447","X-3483.BKM120","X.3483.BK20","treatment"
"448","X-3483.BKM120","X.3483.uned","control"
"449","X-3483.BKM120 + encorafenib","X.3483.BK20.enib","treatment"
"450","X-3483.BKM120 + encorafenib","X.3483.uned","control"
"451","X-3483.CGM097","X.3483.CG97","treatment"
"452","X-3483.CGM097","X.3483.uned","control"
"453","X-3483.dacarbazine","X.3483.dane","treatment"
"454","X-3483.dacarbazine","X.3483.uned","control"
"455","X-3483.encorafenib","X.3483.enib","treatment"
"456","X-3483.encorafenib","X.3483.uned","control"
"457","X-3483.encorafenib + binimetinib","X.3483.enib.biib","treatment"
"458","X-3483.encorafenib + binimetinib","X.3483.uned","control"
"459","X-3483.LDE225","X.3483.LD25","treatment"
"460","X-3483.LDE225","X.3483.uned","control"
"461","X-3483.LDK378","X.3483.LD78","treatment"
"462","X-3483.LDK378","X.3483.uned","control"
"463","X-3483.LEE011","X.3483.LE11","treatment"
"464","X-3483.LEE011","X.3483.uned","control"
"465","X-3483.LEE011 + encorafenib","X.3483.LE11.enib","treatment"
"466","X-3483.LEE011 + encorafenib","X.3483.uned","control"
"467","X-3483.LGW813","X.3483.LG13","treatment"
"468","X-3483.LGW813","X.3483.uned","control"
"469","X-3483.TAS266","X.3483.TA66","treatment"
"470","X-3483.TAS266","X.3483.uned","control"
"471","X-3483.WNT974","X.3483.WN74","treatment"
"472","X-3483.WNT974","X.3483.uned","control"
"473","X-3486.binimetinib","X.3486.biib","treatment"
"474","X-3486.binimetinib","X.3486.uned","control"
"475","X-3486.BKM120","X.3486.BK20","treatment"
"476","X-3486.BKM120","X.3486.uned","control"
"477","X-3486.BKM120 + encorafenib","X.3486.BK20.enib","treatment"
"478","X-3486.BKM120 + encorafenib","X.3486.uned","control"
"479","X-3486.CGM097","X.3486.CG97","treatment"
"480","X-3486.CGM097","X.3486.uned","control"
"481","X-3486.dacarbazine","X.3486.dane","treatment"
"482","X-3486.dacarbazine","X.3486.uned","control"
"483","X-3486.encorafenib","X.3486.enib","treatment"
"484","X-3486.encorafenib","X.3486.uned","control"
"485","X-3486.encorafenib + binimetinib","X.3486.enib.biib","treatment"
"486","X-3486.encorafenib + binimetinib","X.3486.uned","control"
"487","X-3486.LDE225","X.3486.LD25","treatment"
"488","X-3486.LDE225","X.3486.uned","control"
"489","X-3486.LDK378","X.3486.LD78","treatment"
"490","X-3486.LDK378","X.3486.uned","control"
"491","X-3486.LEE011","X.3486.LE11","treatment"
"492","X-3486.LEE011","X.3486.uned","control"
"493","X-3486.LEE011 + encorafenib","X.3486.LE11.enib","treatment"
"494","X-3486.LEE011 + encorafenib","X.3486.uned","control"
"495","X-3486.LGW813","X.3486.LG13","treatment"
"496","X-3486.LGW813","X.3486.uned","control"
"497","X-3486.TAS266","X.3486.TA66","treatment"
"498","X-3486.TAS266","X.3486.uned","control"
"499","X-3486.WNT974","X.3486.WN74","treatment"
"500","X-3486.WNT974","X.3486.uned","control"
"501","X-3503.binimetinib","X.3503.biib","treatment"
"502","X-3503.binimetinib","X.3503.uned","control"
"503","X-3503.BKM120","X.3503.BK20","treatment"
"504","X-3503.BKM120","X.3503.uned","control"
