"","batch.name","model.id","type"
"163","X-1948.BKM120 + binimetinib","X.1948.BK20.biib","treatment"
"164","X-1948.BKM120 + binimetinib","X.1948.uned","control"
"165","X-1948.BKM120 + LDE225","X.1948.BK20.LD25","treatment"
"166","X-1948.BKM120 + LDE225","X.1948.uned","control"
"167","X-1948.BYL719","X.1948.BY19","treatment"
"168","X-1948.BYL719","X.1948.uned","control"
"169","X-1948.BYL719 + LJM716","X.1948.BY19.LJ16","treatment"
"170","X-1948.BYL719 + LJM716","X.1948.uned","control"
"171","X-1948.CLR457","X.1948.CL57","treatment"
"172","X-1948.CLR457","X.1948.uned","control"
"173","X-1948.figitumumab","X.1948.fiab","treatment"
"174","X-1948.figitumumab","X.1948.uned","control"
"175","X-1948.figitumumab + binimetinib","X.1948.fiab.biib","treatment"
"176","X-1948.figitumumab + binimetinib","X.1948.uned","control"
"177","X-1948.gemcitabine-50mpk","X.1948.gepk","treatment"
"178","X-1948.gemcitabine-50mpk","X.1948.uned","control"
"179","X-1948.HDM201","X.1948.HD01","treatment"
"180","X-1948.HDM201","X.1948.uned","control"
"181","X-1948.INC424","X.1948.IN24","treatment"
"182","X-1948.INC424","X.1948.uned","control"
"183","X-1948.INC424 + binimetinib","X.1948.IN24.biib","treatment"
"184","X-1948.INC424 + binimetinib","X.1948.uned","control"
"185","X-1948.LEE011","X.1948.LE11","treatment"
"186","X-1948.LEE011","X.1948.uned","control"
"187","X-1948.LKA136","X.1948.LK36","treatment"
"188","X-1948.LKA136","X.1948.uned","control"
"189","X-1948.trametinib","X.1948.trib","treatment"
"190","X-1948.trametinib","X.1948.uned","control"
"191","X-1948.WNT974","X.1948.WN74","treatment"
"192","X-1948.WNT974","X.1948.uned","control"
"193","X-1959.binimetinib","X.1959.biib","treatment"
"194","X-1959.BKM120 + binimetinib","X.1959.BK20.biib","treatment"
"195","X-1959.gemcitabine-50mpk","X.1959.gepk","treatment"
"196","X-1959.INC424 + binimetinib","X.1959.IN24.biib","treatment"
"197","X-1959.LEE011","X.1959.LE11","treatment"
"198","X-2026.binimetinib","X.2026.biib","treatment"
"199","X-2026.binimetinib","X.2026.uned","control"
"200","X-2026.BKM120","X.2026.BK20","treatment"
"201","X-2026.BKM120","X.2026.uned","control"
"202","X-2026.BKM120 + binimetinib","X.2026.BK20.biib","treatment"
"203","X-2026.BKM120 + binimetinib","X.2026.uned","control"
"204","X-2026.BYL719","X.2026.BY19","treatment"
"205","X-2026.BYL719","X.2026.uned","control"
"206","X-2026.BYL719 + LJM716","X.2026.BY19.LJ16","treatment"
"207","X-2026.BYL719 + LJM716","X.2026.uned","control"
"208","X-2026.CLR457","X.2026.CL57","treatment"
"209","X-2026.CLR457","X.2026.uned","control"
"210","X-2026.figitumumab + binimetinib","X.2026.fiab.biib","treatment"
"211","X-2026.figitumumab + binimetinib","X.2026.uned","control"
"212","X-2026.gemcitabine-50mpk","X.2026.gepk","treatment"
"213","X-2026.gemcitabine-50mpk","X.2026.uned","control"
"214","X-2026.HDM201","X.2026.HD01","treatment"
"215","X-2026.HDM201","X.2026.uned","control"
"216","X-2026.INC424","X.2026.IN24","treatment"
"217","X-2026.INC424","X.2026.uned","control"
"218","X-2026.INC424 + binimetinib","X.2026.IN24.biib","treatment"
"219","X-2026.INC424 + binimetinib","X.2026.uned","control"
"220","X-2026.LKA136","X.2026.LK36","treatment"
"221","X-2026.LKA136","X.2026.uned","control"
"222","X-2026.trametinib","X.2026.trib","treatment"
"223","X-2026.trametinib","X.2026.uned","control"
"224","X-2026.WNT974","X.2026.WN74","treatment"
"225","X-2026.WNT974","X.2026.uned","control"
"226","X-2043.abraxane","X.2043.abne","treatment"
"227","X-2043.abraxane","X.2043.uned","control"
"228","X-2043.binimetinib","X.2043.biib","treatment"
"229","X-2043.binimetinib","X.2043.uned","control"
"230","X-2043.binimetinib-3.5mpk","X.2043.bipk","treatment"
"231","X-2043.binimetinib-3.5mpk","X.2043.uned","control"
"232","X-2043.BKM120","X.2043.BK20","treatment"
"233","X-2043.BKM120","X.2043.uned","control"
"234","X-2043.BKM120 + binimetinib","X.2043.BK20.biib","treatment"
"235","X-2043.BKM120 + binimetinib","X.2043.uned","control"
"236","X-2043.BKM120 + LDE225","X.2043.BK20.LD25","treatment"
"237","X-2043.BKM120 + LDE225","X.2043.uned","control"
"238","X-2043.BYL719","X.2043.BY19","treatment"
"239","X-2043.BYL719","X.2043.uned","control"
"240","X-2043.BYL719 + LJM716","X.2043.BY19.LJ16","treatment"
"241","X-2043.BYL719 + LJM716","X.2043.uned","control"
"242","X-2043.CLR457","X.2043.CL57","treatment"
"243","X-2043.CLR457","X.2043.uned","control"
"244","X-2043.figitumumab","X.2043.fiab","treatment"
"245","X-2043.figitumumab","X.2043.uned","control"
"246","X-2043.figitumumab + binimetinib","X.2043.fiab.biib","treatment"
"247","X-2043.figitumumab + binimetinib","X.2043.uned","control"
"248","X-2043.gemcitabine-50mpk","X.2043.gepk","treatment"
"249","X-2043.gemcitabine-50mpk","X.2043.uned","control"
"250","X-2043.HDM201","X.2043.HD01","treatment"
"251","X-2043.HDM201","X.2043.uned","control"
"252","X-2043.INC424","X.2043.IN24","treatment"
"253","X-2043.INC424","X.2043.uned","control"
"254","X-2043.INC424 + binimetinib","X.2043.IN24.biib","treatment"
"255","X-2043.INC424 + binimetinib","X.2043.uned","control"
"256","X-2043.LEE011","X.2043.LE11","treatment"
"257","X-2043.LEE011","X.2043.uned","control"
"258","X-2043.LKA136","X.2043.LK36","treatment"
"259","X-2043.LKA136","X.2043.uned","control"
"260","X-2081.binimetinib","X.2081.biib","treatment"
"261","X-2081.binimetinib","X.2081.uned","control"
"262","X-2081.binimetinib-3.5mpk","X.2081.bipk","treatment"
"263","X-2081.binimetinib-3.5mpk","X.2081.uned","control"
"264","X-2081.BKM120","X.2081.BK20","treatment"
"265","X-2081.BKM120","X.2081.uned","control"
"266","X-2081.BKM120 + binimetinib","X.2081.BK20.biib","treatment"
"267","X-2081.BKM120 + binimetinib","X.2081.uned","control"
"268","X-2081.BKM120 + LDE225","X.2081.BK20.LD25","treatment"
"269","X-2081.BKM120 + LDE225","X.2081.uned","control"
"270","X-2081.BYL719","X.2081.BY19","treatment"
"271","X-2081.BYL719","X.2081.uned","control"
"272","X-2081.BYL719 + LJM716","X.2081.BY19.LJ16","treatment"
"273","X-2081.BYL719 + LJM716","X.2081.uned","control"
"274","X-2081.CLR457","X.2081.CL57","treatment"
"275","X-2081.CLR457","X.2081.uned","control"
"276","X-2081.figitumumab","X.2081.fiab","treatment"
"277","X-2081.figitumumab","X.2081.uned","control"
"278","X-2081.figitumumab + binimetinib","X.2081.fiab.biib","treatment"
"279","X-2081.figitumumab + binimetinib","X.2081.uned","control"
"280","X-2081.gemcitabine-50mpk","X.2081.gepk","treatment"
"281","X-2081.gemcitabine-50mpk","X.2081.uned","control"
"282","X-2081.HDM201","X.2081.HD01","treatment"
"283","X-2081.HDM201","X.2081.uned","control"
"284","X-2081.INC424 + binimetinib","X.2081.IN24.biib","treatment"
"285","X-2081.INC424 + binimetinib","X.2081.uned","control"
"286","X-2081.LEE011","X.2081.LE11","treatment"
"287","X-2081.LEE011","X.2081.uned","control"
"288","X-2081.LKA136","X.2081.LK36","treatment"
"289","X-2081.LKA136","X.2081.uned","control"
"290","X-2081.trametinib","X.2081.trib","treatment"
"291","X-2081.trametinib","X.2081.uned","control"
"292","X-2081.WNT974","X.2081.WN74","treatment"
"293","X-2081.WNT974","X.2081.uned","control"
"294","X-2283.abraxane","X.2283.abne","treatment"
"295","X-2283.binimetinib-3.5mpk","X.2283.bipk","treatment"
"296","X-2283.BKM120","X.2283.BK20","treatment"
"297","X-2283.BYL719","X.2283.BY19","treatment"
"298","X-2283.CLR457","X.2283.CL57","treatment"
"299","X-2283.gemcitabine-50mpk","X.2283.gepk","treatment"
"300","X-2283.HDM201","X.2283.HD01","treatment"
"301","X-2283.INC424","X.2283.IN24","treatment"
"302","X-2283.INC424 + binimetinib","X.2283.IN24.biib","treatment"
"303","X-2283.LEE011","X.2283.LE11","treatment"
"304","X-2283.LKA136","X.2283.LK36","treatment"
"305","X-2283.trametinib","X.2283.trib","treatment"
"306","X-2283.WNT974","X.2283.WN74","treatment"
"307","X-2339.abraxane","X.2339.abne","treatment"
"308","X-2339.abraxane","X.2339.uned","control"
"309","X-2339.binimetinib","X.2339.biib","treatment"
"310","X-2339.binimetinib","X.2339.uned","control"
"311","X-2339.binimetinib-3.5mpk","X.2339.bipk","treatment"
"312","X-2339.binimetinib-3.5mpk","X.2339.uned","control"
"313","X-2339.BKM120","X.2339.BK20","treatment"
"314","X-2339.BKM120","X.2339.uned","control"
"315","X-2339.BKM120 + binimetinib","X.2339.BK20.biib","treatment"
"316","X-2339.BKM120 + binimetinib","X.2339.uned","control"
"317","X-2339.BYL719","X.2339.BY19","treatment"
"318","X-2339.BYL719","X.2339.uned","control"
"319","X-2339.BYL719 + LJM716","X.2339.BY19.LJ16","treatment"
"320","X-2339.BYL719 + LJM716","X.2339.uned","control"
"321","X-2339.CLR457","X.2339.CL57","treatment"
"322","X-2339.CLR457","X.2339.uned","control"
"323","X-2339.figitumumab","X.2339.fiab","treatment"
"324","X-2339.figitumumab","X.2339.uned","control"
"325","X-2339.figitumumab + binimetinib","X.2339.fiab.biib","treatment"
"326","X-2339.figitumumab + binimetinib","X.2339.uned","control"
"327","X-2339.gemcitabine-50mpk","X.2339.gepk","treatment"
"328","X-2339.gemcitabine-50mpk","X.2339.uned","control"
"329","X-2339.HDM201","X.2339.HD01","treatment"
"330","X-2339.HDM201","X.2339.uned","control"
"331","X-2339.INC424","X.2339.IN24","treatment"
"332","X-2339.INC424","X.2339.uned","control"
"333","X-2339.INC424 + binimetinib","X.2339.IN24.biib","treatment"
"334","X-2339.INC424 + binimetinib","X.2339.uned","control"
"335","X-2339.LEE011","X.2339.LE11","treatment"
"336","X-2339.LEE011","X.2339.uned","control"
"337","X-2339.LKA136","X.2339.LK36","treatment"
"338","X-2339.LKA136","X.2339.uned","control"
"339","X-2339.trametinib","X.2339.trib","treatment"
"340","X-2339.trametinib","X.2339.uned","control"
"341","X-2339.WNT974","X.2339.WN74","treatment"
"342","X-2339.WNT974","X.2339.uned","control"
"343","X-2428.abraxane","X.2428.abne","treatment"
"344","X-2428.abraxane","X.2428.uned","control"
"345","X-2428.binimetinib","X.2428.biib","treatment"
"346","X-2428.binimetinib","X.2428.uned","control"
"347","X-2428.binimetinib-3.5mpk","X.2428.bipk","treatment"
"348","X-2428.binimetinib-3.5mpk","X.2428.uned","control"
"349","X-2428.BKM120","X.2428.BK20","treatment"
"350","X-2428.BKM120","X.2428.uned","control"
"351","X-2428.BKM120 + binimetinib","X.2428.BK20.biib","treatment"
"352","X-2428.BKM120 + binimetinib","X.2428.uned","control"
"353","X-2428.BKM120 + LDE225","X.2428.BK20.LD25","treatment"
"354","X-2428.BKM120 + LDE225","X.2428.uned","control"
"355","X-2428.BYL719","X.2428.BY19","treatment"
"356","X-2428.BYL719","X.2428.uned","control"
"357","X-2428.BYL719 + LJM716","X.2428.BY19.LJ16","treatment"
"358","X-2428.BYL719 + LJM716","X.2428.uned","control"
"359","X-2428.CLR457","X.2428.CL57","treatment"
"360","X-2428.CLR457","X.2428.uned","control"
"361","X-2428.figitumumab","X.2428.fiab","treatment"
"362","X-2428.figitumumab","X.2428.uned","control"
"363","X-2428.figitumumab + binimetinib","X.2428.fiab.biib","treatment"
"364","X-2428.figitumumab + binimetinib","X.2428.uned","control"
"365","X-2428.gemcitabine-50mpk","X.2428.gepk","treatment"
"366","X-2428.gemcitabine-50mpk","X.2428.uned","control"
"367","X-2428.HDM201","X.2428.HD01","treatment"
"368","X-2428.HDM201","X.2428.uned","control"
"369","X-2428.INC424","X.2428.IN24","treatment"
"370","X-2428.INC424","X.2428.uned","control"
"371","X-2428.LEE011","X.2428.LE11","treatment"
"372","X-2428.LEE011","X.2428.uned","control"
"373","X-2428.LKA136","X.2428.LK36","treatment"
"374","X-2428.LKA136","X.2428.uned","control"
"375","X-2428.trametinib","X.2428.trib","treatment"
"376","X-2428.trametinib","X.2428.uned","control"
"377","X-2428.WNT974","X.2428.WN74","treatment"
"378","X-2428.WNT974","X.2428.uned","control"
"379","X-2470.abraxane","X.2470.abne","treatment"
"380","X-2470.abraxane","X.2470.uned","control"
"381","X-2470.binimetinib-3.5mpk","X.2470.bipk","treatment"
"382","X-2470.binimetinib-3.5mpk","X.2470.uned","control"
"383","X-2470.BKM120","X.2470.BK20","treatment"
"384","X-2470.BKM120","X.2470.uned","control"
"385","X-2470.BYL719","X.2470.BY19","treatment"
"386","X-2470.BYL719","X.2470.uned","control"
"387","X-2470.CLR457","X.2470.CL57","treatment"
"388","X-2470.CLR457","X.2470.uned","control"
"389","X-2470.figitumumab","X.2470.fiab","treatment"
"390","X-2470.figitumumab","X.2470.uned","control"
"391","X-2470.figitumumab + binimetinib","X.2470.fiab.biib","treatment"
"392","X-2470.figitumumab + binimetinib","X.2470.uned","control"
"393","X-2470.INC424","X.2470.IN24","treatment"
"394","X-2470.INC424","X.2470.uned","control"
"395","X-2470.LEE011","X.2470.LE11","treatment"
"396","X-2470.LEE011","X.2470.uned","control"
"397","X-2470.LKA136","X.2470.LK36","treatment"
"398","X-2470.LKA136","X.2470.uned","control"
"399","X-2470.trametinib","X.2470.trib","treatment"
"400","X-2470.trametinib","X.2470.uned","control"
"401","X-2470.WNT974","X.2470.WN74","treatment"
"402","X-2470.WNT974","X.2470.uned","control"
"403","X-2564.abraxane","X.2564.abne","treatment"
"404","X-2564.abraxane","X.2564.uned","control"
"405","X-2564.binimetinib","X.2564.biib","treatment"
"406","X-2564.binimetinib","X.2564.uned","control"
"407","X-2564.binimetinib-3.5mpk","X.2564.bipk","treatment"
"408","X-2564.binimetinib-3.5mpk","X.2564.uned","control"
"409","X-2564.BKM120","X.2564.BK20","treatment"
"410","X-2564.BKM120","X.2564.uned","control"
"411","X-2564.BKM120 + binimetinib","X.2564.BK20.biib","treatment"
"412","X-2564.BKM120 + binimetinib","X.2564.uned","control"
"413","X-2564.BKM120 + LDE225","X.2564.BK20.LD25","treatment"
"414","X-2564.BKM120 + LDE225","X.2564.uned","control"
"415","X-2564.BYL719","X.2564.BY19","treatment"
"416","X-2564.BYL719","X.2564.uned","control"
"417","X-2564.BYL719 + LJM716","X.2564.BY19.LJ16","treatment"
"418","X-2564.BYL719 + LJM716","X.2564.uned","control"
"419","X-2564.CLR457","X.2564.CL57","treatment"
"420","X-2564.CLR457","X.2564.uned","control"
"421","X-2564.figitumumab","X.2564.fiab","treatment"
"422","X-2564.figitumumab","X.2564.uned","control"
"423","X-2564.figitumumab + binimetinib","X.2564.fiab.biib","treatment"
"424","X-2564.figitumumab + binimetinib","X.2564.uned","control"
"425","X-2564.gemcitabine-50mpk","X.2564.gepk","treatment"
"426","X-2564.gemcitabine-50mpk","X.2564.uned","control"
"427","X-2564.HDM201","X.2564.HD01","treatment"
"428","X-2564.HDM201","X.2564.uned","control"
"429","X-2564.INC424","X.2564.IN24","treatment"
"430","X-2564.INC424","X.2564.uned","control"
"431","X-2564.INC424 + binimetinib","X.2564.IN24.biib","treatment"
"432","X-2564.INC424 + binimetinib","X.2564.uned","control"
"433","X-2564.LEE011","X.2564.LE11","treatment"
"434","X-2564.LEE011","X.2564.uned","control"
"435","X-2564.LKA136","X.2564.LK36","treatment"
"436","X-2564.LKA136","X.2564.uned","control"
"437","X-2564.trametinib","X.2564.trib","treatment"
"438","X-2564.trametinib","X.2564.uned","control"
"439","X-2564.WNT974","X.2564.WN74","treatment"
"440","X-2564.WNT974","X.2564.uned","control"
"441","X-2633.abraxane","X.2633.abne","treatment"
"442","X-2633.abraxane","X.2633.uned","control"
"443","X-2633.binimetinib","X.2633.biib","treatment"
"444","X-2633.binimetinib","X.2633.uned","control"
"445","X-2633.binimetinib-3.5mpk","X.2633.bipk","treatment"
"446","X-2633.binimetinib-3.5mpk","X.2633.uned","control"
"447","X-2633.BKM120","X.2633.BK20","treatment"
"448","X-2633.BKM120","X.2633.uned","control"
"449","X-2633.BKM120 + binimetinib","X.2633.BK20.biib","treatment"
"450","X-2633.BKM120 + binimetinib","X.2633.uned","control"
"451","X-2633.BKM120 + LDE225","X.2633.BK20.LD25","treatment"
"452","X-2633.BKM120 + LDE225","X.2633.uned","control"
"453","X-2633.BYL719","X.2633.BY19","treatment"
"454","X-2633.BYL719","X.2633.uned","control"
"455","X-2633.BYL719 + LJM716","X.2633.BY19.LJ16","treatment"
"456","X-2633.BYL719 + LJM716","X.2633.uned","control"
"457","X-2633.CLR457","X.2633.CL57","treatment"
"458","X-2633.CLR457","X.2633.uned","control"
"459","X-2633.figitumumab","X.2633.fiab","treatment"
"460","X-2633.figitumumab","X.2633.uned","control"
"461","X-2633.figitumumab + binimetinib","X.2633.fiab.biib","treatment"
"462","X-2633.figitumumab + binimetinib","X.2633.uned","control"
"463","X-2633.gemcitabine-50mpk","X.2633.gepk","treatment"
"464","X-2633.gemcitabine-50mpk","X.2633.uned","control"
"465","X-2633.HDM201","X.2633.HD01","treatment"
"466","X-2633.HDM201","X.2633.uned","control"
"467","X-2633.INC424 + binimetinib","X.2633.IN24.biib","treatment"
"468","X-2633.INC424 + binimetinib","X.2633.uned","control"
"469","X-2633.LEE011","X.2633.LE11","treatment"
"470","X-2633.LEE011","X.2633.uned","control"
"471","X-2633.LKA136","X.2633.LK36","treatment"
"472","X-2633.LKA136","X.2633.uned","control"
"473","X-2633.trametinib","X.2633.trib","treatment"
"474","X-2633.trametinib","X.2633.uned","control"
"475","X-2633.WNT974","X.2633.WN74","treatment"
"476","X-2633.WNT974","X.2633.uned","control"
"477","X-2684.abraxane","X.2684.abne","treatment"
"478","X-2684.abraxane","X.2684.uned","control"
"479","X-2684.binimetinib","X.2684.biib","treatment"
"480","X-2684.binimetinib","X.2684.uned","control"
"481","X-2684.binimetinib-3.5mpk","X.2684.bipk","treatment"
"482","X-2684.binimetinib-3.5mpk","X.2684.uned","control"
"483","X-2684.BKM120","X.2684.BK20","treatment"
"484","X-2684.BKM120","X.2684.uned","control"
"485","X-2684.BKM120 + binimetinib","X.2684.BK20.biib","treatment"
"486","X-2684.BKM120 + binimetinib","X.2684.uned","control"
"487","X-2684.BKM120 + LDE225","X.2684.BK20.LD25","treatment"
"488","X-2684.BKM120 + LDE225","X.2684.uned","control"
"489","X-2684.BYL719","X.2684.BY19","treatment"
"490","X-2684.BYL719","X.2684.uned","control"
