"","batch.name","model.id","type"
"39","X-010.HDM201","X.010.uned","control"
"40","X-010.HSP990","X.010.HS90","treatment"
"41","X-010.HSP990","X.010.uned","control"
"42","X-010.INC280","X.010.IN80","treatment"
"43","X-010.INC280","X.010.uned","control"
"44","X-010.INC280 + trastuzumab","X.010.IN80.trab","treatment"
"45","X-010.INC280 + trastuzumab","X.010.uned","control"
"46","X-010.LEE011","X.010.LE11","treatment"
"47","X-010.LEE011","X.010.uned","control"
"48","X-010.LEE011 + everolimus","X.010.LE11.evus","treatment"
"49","X-010.LEE011 + everolimus","X.010.uned","control"
"50","X-010.LJM716","X.010.LJ16","treatment"
"51","X-010.LJM716","X.010.uned","control"
"52","X-010.LJM716 + trastuzumab","X.010.LJ16.trab","treatment"
"53","X-010.LJM716 + trastuzumab","X.010.uned","control"
"54","X-010.LLM871","X.010.LL71","treatment"
"55","X-010.LLM871","X.010.uned","control"
"56","X-010.trastuzumab","X.010.trab","treatment"
"57","X-010.trastuzumab","X.010.uned","control"
"58","X-011.BGJ398","X.011.BG98","treatment"
"59","X-011.binimetinib","X.011.biib","treatment"
"60","X-011.BKM120","X.011.BK20","treatment"
"61","X-011.BYL719","X.011.BY19","treatment"
"62","X-011.BYL719 + HSP990","X.011.BY19.HS90","treatment"
"63","X-011.BYL719 + LJM716","X.011.BY19.LJ16","treatment"
"64","X-011.CLR457","X.011.CL57","treatment"
"65","X-011.everolimus","X.011.evus","treatment"
"66","X-011.figitumumab","X.011.fiab","treatment"
"67","X-011.HDM201","X.011.HD01","treatment"
"68","X-011.HSP990","X.011.HS90","treatment"
"69","X-011.INC280","X.011.IN80","treatment"
"70","X-011.INC280 + trastuzumab","X.011.IN80.trab","treatment"
"71","X-011.LEE011","X.011.LE11","treatment"
"72","X-011.LEE011 + everolimus","X.011.LE11.evus","treatment"
"73","X-011.LJM716","X.011.LJ16","treatment"
"74","X-011.LJM716 + trastuzumab","X.011.LJ16.trab","treatment"
"75","X-011.LLM871","X.011.LL71","treatment"
"76","X-011.trastuzumab","X.011.trab","treatment"
"77","X-015.BGJ398","X.015.BG98","treatment"
"78","X-015.BGJ398","X.015.uned","control"
"79","X-015.binimetinib","X.015.biib","treatment"
"80","X-015.binimetinib","X.015.uned","control"
"81","X-015.BKM120","X.015.BK20","treatment"
"82","X-015.BKM120","X.015.uned","control"
"83","X-015.BYL719","X.015.BY19","treatment"
"84","X-015.BYL719","X.015.uned","control"
"85","X-015.BYL719 + HSP990","X.015.BY19.HS90","treatment"
"86","X-015.BYL719 + HSP990","X.015.uned","control"
"87","X-015.BYL719 + LJM716","X.015.BY19.LJ16","treatment"
"88","X-015.BYL719 + LJM716","X.015.uned","control"
"89","X-015.CLR457","X.015.CL57","treatment"
"90","X-015.CLR457","X.015.uned","control"
"91","X-015.everolimus","X.015.evus","treatment"
"92","X-015.everolimus","X.015.uned","control"
"93","X-015.figitumumab","X.015.fiab","treatment"
"94","X-015.figitumumab","X.015.uned","control"
"95","X-015.HDM201","X.015.HD01","treatment"
"96","X-015.HDM201","X.015.uned","control"
"97","X-015.HSP990","X.015.HS90","treatment"
"98","X-015.HSP990","X.015.uned","control"
"99","X-015.INC280","X.015.IN80","treatment"
"100","X-015.INC280","X.015.uned","control"
"101","X-015.INC280 + trastuzumab","X.015.IN80.trab","treatment"
"102","X-015.INC280 + trastuzumab","X.015.uned","control"
"103","X-015.LEE011","X.015.LE11","treatment"
"104","X-015.LEE011","X.015.uned","control"
"105","X-015.LEE011 + everolimus","X.015.LE11.evus","treatment"
"106","X-015.LEE011 + everolimus","X.015.uned","control"
"107","X-015.LJM716","X.015.LJ16","treatment"
"108","X-015.LJM716","X.015.uned","control"
"109","X-015.LJM716 + trastuzumab","X.015.LJ16.trab","treatment"
"110","X-015.LJM716 + trastuzumab","X.015.uned","control"
"111","X-015.LLM871","X.015.LL71","treatment"
"112","X-015.LLM871","X.015.uned","control"
"113","X-015.trastuzumab","X.015.trab","treatment"
"114","X-015.trastuzumab","X.015.uned","control"
"115","X-017.BGJ398","X.017.BG98","treatment"
"116","X-017.BGJ398","X.017.uned","control"
"117","X-017.binimetinib","X.017.biib","treatment"
"118","X-017.binimetinib","X.017.uned","control"
"119","X-017.BKM120","X.017.BK20","treatment"
"120","X-017.BKM120","X.017.uned","control"
"121","X-017.BYL719","X.017.BY19","treatment"
"122","X-017.BYL719","X.017.uned","control"
"123","X-017.BYL719 + HSP990","X.017.BY19.HS90","treatment"
"124","X-017.BYL719 + HSP990","X.017.uned","control"
"125","X-017.BYL719 + LJM716","X.017.BY19.LJ16","treatment"
"126","X-017.BYL719 + LJM716","X.017.uned","control"
"127","X-017.CLR457","X.017.CL57","treatment"
"128","X-017.CLR457","X.017.uned","control"
"129","X-017.everolimus","X.017.evus","treatment"
"130","X-017.everolimus","X.017.uned","control"
"131","X-017.figitumumab","X.017.fiab","treatment"
"132","X-017.figitumumab","X.017.uned","control"
"133","X-017.HDM201","X.017.HD01","treatment"
"134","X-017.HDM201","X.017.uned","control"
"135","X-017.HSP990","X.017.HS90","treatment"
"136","X-017.HSP990","X.017.uned","control"
"137","X-017.INC280","X.017.IN80","treatment"
"138","X-017.INC280","X.017.uned","control"
"139","X-017.INC280 + trastuzumab","X.017.IN80.trab","treatment"
"140","X-017.INC280 + trastuzumab","X.017.uned","control"
"141","X-017.LEE011","X.017.LE11","treatment"
"142","X-017.LEE011","X.017.uned","control"
"143","X-017.LJM716","X.017.LJ16","treatment"
"144","X-017.LJM716","X.017.uned","control"
"145","X-017.LJM716 + trastuzumab","X.017.LJ16.trab","treatment"
"146","X-017.LJM716 + trastuzumab","X.017.uned","control"
"147","X-017.LLM871","X.017.LL71","treatment"
"148","X-017.LLM871","X.017.uned","control"
"149","X-017.trastuzumab","X.017.trab","treatment"
"150","X-017.trastuzumab","X.017.uned","control"
"151","X-020.BGJ398","X.020.BG98","treatment"
"152","X-020.BGJ398","X.020.uned","control"
"153","X-020.binimetinib","X.020.biib","treatment"
"154","X-020.binimetinib","X.020.uned","control"
"155","X-020.BKM120","X.020.BK20","treatment"
"156","X-020.BKM120","X.020.uned","control"
"157","X-020.BYL719","X.020.BY19","treatment"
"158","X-020.BYL719","X.020.uned","control"
"159","X-020.BYL719 + HSP990","X.020.BY19.HS90","treatment"
"160","X-020.BYL719 + HSP990","X.020.uned","control"
"161","X-020.BYL719 + LJM716","X.020.BY19.LJ16","treatment"
"162","X-020.BYL719 + LJM716","X.020.uned","control"
"163","X-020.CLR457","X.020.CL57","treatment"
"164","X-020.CLR457","X.020.uned","control"
"165","X-020.everolimus","X.020.evus","treatment"
"166","X-020.everolimus","X.020.uned","control"
"167","X-020.figitumumab","X.020.fiab","treatment"
"168","X-020.figitumumab","X.020.uned","control"
"169","X-020.HDM201","X.020.HD01","treatment"
"170","X-020.HDM201","X.020.uned","control"
"171","X-020.HSP990","X.020.HS90","treatment"
"172","X-020.HSP990","X.020.uned","control"
"173","X-020.INC280","X.020.IN80","treatment"
"174","X-020.INC280","X.020.uned","control"
"175","X-020.INC280 + trastuzumab","X.020.IN80.trab","treatment"
"176","X-020.INC280 + trastuzumab","X.020.uned","control"
"177","X-020.LEE011","X.020.LE11","treatment"
"178","X-020.LEE011","X.020.uned","control"
"179","X-020.LEE011 + everolimus","X.020.LE11.evus","treatment"
"180","X-020.LEE011 + everolimus","X.020.uned","control"
"181","X-020.LJM716","X.020.LJ16","treatment"
"182","X-020.LJM716","X.020.uned","control"
"183","X-020.LJM716 + trastuzumab","X.020.LJ16.trab","treatment"
"184","X-020.LJM716 + trastuzumab","X.020.uned","control"
"185","X-020.LLM871","X.020.LL71","treatment"
"186","X-020.LLM871","X.020.uned","control"
"187","X-020.trastuzumab","X.020.trab","treatment"
"188","X-020.trastuzumab","X.020.uned","control"
"189","X-023.BYL719","X.023.BY19","treatment"
"190","X-023.BYL719","X.023.uned","control"
"191","X-023.BYL719 + HSP990","X.023.BY19.HS90","treatment"
"192","X-023.BYL719 + HSP990","X.023.uned","control"
"193","X-023.BYL719 + LJM716","X.023.BY19.LJ16","treatment"
"194","X-023.BYL719 + LJM716","X.023.uned","control"
"195","X-023.everolimus","X.023.evus","treatment"
"196","X-023.everolimus","X.023.uned","control"
"197","X-023.HSP990","X.023.HS90","treatment"
"198","X-023.HSP990","X.023.uned","control"
"199","X-023.LEE011","X.023.LE11","treatment"
"200","X-023.LEE011","X.023.uned","control"
"201","X-023.LEE011 + everolimus","X.023.LE11.evus","treatment"
"202","X-023.LEE011 + everolimus","X.023.uned","control"
"203","X-023.LJM716","X.023.LJ16","treatment"
"204","X-023.LJM716","X.023.uned","control"
"205","X-024.BYL719","X.024.BY19","treatment"
"206","X-024.BYL719","X.024.uned","control"
"207","X-024.BYL719 + HSP990","X.024.BY19.HS90","treatment"
"208","X-024.BYL719 + HSP990","X.024.uned","control"
"209","X-024.BYL719 + LJM716","X.024.BY19.LJ16","treatment"
"210","X-024.BYL719 + LJM716","X.024.uned","control"
"211","X-024.everolimus","X.024.evus","treatment"
"212","X-024.everolimus","X.024.uned","control"
"213","X-024.HSP990","X.024.HS90","treatment"
"214","X-024.HSP990","X.024.uned","control"
"215","X-024.LEE011","X.024.LE11","treatment"
"216","X-024.LEE011","X.024.uned","control"
"217","X-024.LEE011 + everolimus","X.024.LE11.evus","treatment"
"218","X-024.LEE011 + everolimus","X.024.uned","control"
"219","X-024.LJM716","X.024.LJ16","treatment"
"220","X-024.LJM716","X.024.uned","control"
"221","X-025.BGJ398","X.025.BG98","treatment"
"222","X-025.BGJ398","X.025.uned","control"
"223","X-025.binimetinib","X.025.biib","treatment"
"224","X-025.binimetinib","X.025.uned","control"
"225","X-025.BKM120","X.025.BK20","treatment"
"226","X-025.BKM120","X.025.uned","control"
"227","X-025.BYL719","X.025.BY19","treatment"
"228","X-025.BYL719","X.025.uned","control"
"229","X-025.BYL719 + HSP990","X.025.BY19.HS90","treatment"
"230","X-025.BYL719 + HSP990","X.025.uned","control"
"231","X-025.BYL719 + LJM716","X.025.BY19.LJ16","treatment"
"232","X-025.BYL719 + LJM716","X.025.uned","control"
"233","X-025.CLR457","X.025.CL57","treatment"
"234","X-025.CLR457","X.025.uned","control"
"235","X-025.everolimus","X.025.evus","treatment"
"236","X-025.everolimus","X.025.uned","control"
"237","X-025.figitumumab","X.025.fiab","treatment"
"238","X-025.figitumumab","X.025.uned","control"
"239","X-025.HDM201","X.025.HD01","treatment"
"240","X-025.HDM201","X.025.uned","control"
"241","X-025.HSP990","X.025.HS90","treatment"
"242","X-025.HSP990","X.025.uned","control"
"243","X-025.INC280","X.025.IN80","treatment"
"244","X-025.INC280","X.025.uned","control"
"245","X-025.INC280 + trastuzumab","X.025.IN80.trab","treatment"
"246","X-025.INC280 + trastuzumab","X.025.uned","control"
"247","X-025.LEE011","X.025.LE11","treatment"
"248","X-025.LEE011","X.025.uned","control"
"249","X-025.LEE011 + everolimus","X.025.LE11.evus","treatment"
"250","X-025.LEE011 + everolimus","X.025.uned","control"
"251","X-025.LJM716","X.025.LJ16","treatment"
"252","X-025.LJM716","X.025.uned","control"
"253","X-025.LJM716 + trastuzumab","X.025.LJ16.trab","treatment"
"254","X-025.LJM716 + trastuzumab","X.025.uned","control"
"255","X-025.trastuzumab","X.025.trab","treatment"
"256","X-025.trastuzumab","X.025.uned","control"
"257","X-027.BKM120","X.027.BK20","treatment"
"258","X-027.BYL719","X.027.BY19","treatment"
"259","X-027.BYL719 + HSP990","X.027.BY19.HS90","treatment"
"260","X-027.CLR457","X.027.CL57","treatment"
"261","X-027.figitumumab","X.027.fiab","treatment"
"262","X-027.HDM201","X.027.HD01","treatment"
"263","X-027.LEE011","X.027.LE11","treatment"
"264","X-027.LJM716","X.027.LJ16","treatment"
"265","X-027.LLM871","X.027.LL71","treatment"
"266","X-027.trastuzumab","X.027.trab","treatment"
"267","X-028.BGJ398","X.028.BG98","treatment"
"268","X-028.binimetinib","X.028.biib","treatment"
"269","X-028.BKM120","X.028.BK20","treatment"
"270","X-028.BYL719","X.028.BY19","treatment"
"271","X-028.BYL719 + HSP990","X.028.BY19.HS90","treatment"
"272","X-028.BYL719 + LJM716","X.028.BY19.LJ16","treatment"
"273","X-028.CLR457","X.028.CL57","treatment"
"274","X-028.everolimus","X.028.evus","treatment"
"275","X-028.figitumumab","X.028.fiab","treatment"
"276","X-028.HDM201","X.028.HD01","treatment"
"277","X-028.HSP990","X.028.HS90","treatment"
"278","X-028.INC280","X.028.IN80","treatment"
"279","X-028.INC280 + trastuzumab","X.028.IN80.trab","treatment"
"280","X-028.LEE011","X.028.LE11","treatment"
"281","X-028.LEE011 + everolimus","X.028.LE11.evus","treatment"
"282","X-028.LJM716","X.028.LJ16","treatment"
"283","X-028.LJM716 + trastuzumab","X.028.LJ16.trab","treatment"
"284","X-028.LLM871","X.028.LL71","treatment"
"285","X-028.trastuzumab","X.028.trab","treatment"
"286","X-029.BGJ398","X.029.BG98","treatment"
"287","X-029.binimetinib","X.029.biib","treatment"
"288","X-029.BKM120","X.029.BK20","treatment"
"289","X-029.BYL719","X.029.BY19","treatment"
"290","X-029.BYL719 + HSP990","X.029.BY19.HS90","treatment"
"291","X-029.BYL719 + LJM716","X.029.BY19.LJ16","treatment"
"292","X-029.CLR457","X.029.CL57","treatment"
"293","X-029.everolimus","X.029.evus","treatment"
"294","X-029.figitumumab","X.029.fiab","treatment"
"295","X-029.HDM201","X.029.HD01","treatment"
"296","X-029.HSP990","X.029.HS90","treatment"
"297","X-029.INC280","X.029.IN80","treatment"
"298","X-029.INC280 + trastuzumab","X.029.IN80.trab","treatment"
"299","X-029.LEE011","X.029.LE11","treatment"
"300","X-029.LJM716 + trastuzumab","X.029.LJ16.trab","treatment"
"301","X-029.LLM871","X.029.LL71","treatment"
"302","X-029.trastuzumab","X.029.trab","treatment"
"303","X-031.BGJ398","X.031.BG98","treatment"
"304","X-031.BGJ398","X.031.uned","control"
"305","X-031.binimetinib","X.031.biib","treatment"
"306","X-031.binimetinib","X.031.uned","control"
"307","X-031.BKM120","X.031.BK20","treatment"
"308","X-031.BKM120","X.031.uned","control"
"309","X-031.BYL719","X.031.BY19","treatment"
"310","X-031.BYL719","X.031.uned","control"
"311","X-031.BYL719 + HSP990","X.031.BY19.HS90","treatment"
"312","X-031.BYL719 + HSP990","X.031.uned","control"
"313","X-031.CLR457","X.031.CL57","treatment"
"314","X-031.CLR457","X.031.uned","control"
"315","X-031.everolimus","X.031.evus","treatment"
"316","X-031.everolimus","X.031.uned","control"
"317","X-031.figitumumab","X.031.fiab","treatment"
"318","X-031.figitumumab","X.031.uned","control"
"319","X-031.HDM201","X.031.HD01","treatment"
"320","X-031.HDM201","X.031.uned","control"
"321","X-031.HSP990","X.031.HS90","treatment"
"322","X-031.HSP990","X.031.uned","control"
"323","X-031.INC280","X.031.IN80","treatment"
"324","X-031.INC280","X.031.uned","control"
"325","X-031.INC280 + trastuzumab","X.031.IN80.trab","treatment"
"326","X-031.INC280 + trastuzumab","X.031.uned","control"
"327","X-031.LEE011","X.031.LE11","treatment"
"328","X-031.LEE011","X.031.uned","control"
"329","X-031.LEE011 + everolimus","X.031.LE11.evus","treatment"
"330","X-031.LEE011 + everolimus","X.031.uned","control"
"331","X-031.LJM716","X.031.LJ16","treatment"
"332","X-031.LJM716","X.031.uned","control"
"333","X-031.LJM716 + trastuzumab","X.031.LJ16.trab","treatment"
"334","X-031.LJM716 + trastuzumab","X.031.uned","control"
"335","X-031.LLM871","X.031.LL71","treatment"
"336","X-031.LLM871","X.031.uned","control"
"337","X-031.trastuzumab","X.031.trab","treatment"
"338","X-031.trastuzumab","X.031.uned","control"
"339","X-034.BGJ398","X.034.BG98","treatment"
"340","X-034.binimetinib","X.034.biib","treatment"
"341","X-034.BKM120","X.034.BK20","treatment"
"342","X-034.BYL719","X.034.BY19","treatment"
"343","X-034.BYL719 + HSP990","X.034.BY19.HS90","treatment"
"344","X-034.BYL719 + LJM716","X.034.BY19.LJ16","treatment"
"345","X-034.CLR457","X.034.CL57","treatment"
"346","X-034.everolimus","X.034.evus","treatment"
"347","X-034.figitumumab","X.034.fiab","treatment"
"348","X-034.HDM201","X.034.HD01","treatment"
"349","X-034.HSP990","X.034.HS90","treatment"
"350","X-034.INC280","X.034.IN80","treatment"
"351","X-034.INC280 + trastuzumab","X.034.IN80.trab","treatment"
"352","X-034.LEE011","X.034.LE11","treatment"
"353","X-034.LEE011 + everolimus","X.034.LE11.evus","treatment"
"354","X-034.LJM716","X.034.LJ16","treatment"
"355","X-034.LJM716 + trastuzumab","X.034.LJ16.trab","treatment"
"356","X-034.LLM871","X.034.LL71","treatment"
"357","X-034.trastuzumab","X.034.trab","treatment"
"358","X-035.BGJ398","X.035.BG98","treatment"
"359","X-035.binimetinib","X.035.biib","treatment"
"360","X-035.BKM120","X.035.BK20","treatment"
"361","X-035.BYL719","X.035.BY19","treatment"
"362","X-035.BYL719 + HSP990","X.035.BY19.HS90","treatment"
"363","X-035.BYL719 + LJM716","X.035.BY19.LJ16","treatment"
"364","X-035.everolimus","X.035.evus","treatment"
"365","X-035.figitumumab","X.035.fiab","treatment"
"366","X-035.HDM201","X.035.HD01","treatment"
"367","X-035.HSP990","X.035.HS90","treatment"
"368","X-035.INC280 + trastuzumab","X.035.IN80.trab","treatment"
"369","X-035.LEE011","X.035.LE11","treatment"
"370","X-035.LEE011 + everolimus","X.035.LE11.evus","treatment"
"371","X-035.LJM716","X.035.LJ16","treatment"
"372","X-035.LJM716 + trastuzumab","X.035.LJ16.trab","treatment"
"373","X-035.LLM871","X.035.LL71","treatment"
"374","X-035.trastuzumab","X.035.trab","treatment"
"375","X-037.BGJ398","X.037.BG98","treatment"
"376","X-037.BGJ398","X.037.uned","control"
"377","X-037.binimetinib","X.037.biib","treatment"
"378","X-037.binimetinib","X.037.uned","control"
"379","X-037.BKM120","X.037.BK20","treatment"
"380","X-037.BKM120","X.037.uned","control"
"381","X-037.BYL719","X.037.BY19","treatment"
"382","X-037.BYL719","X.037.uned","control"
"383","X-037.BYL719 + HSP990","X.037.BY19.HS90","treatment"
"384","X-037.BYL719 + HSP990","X.037.uned","control"
"385","X-037.CLR457","X.037.CL57","treatment"
"386","X-037.CLR457","X.037.uned","control"
"387","X-037.everolimus","X.037.evus","treatment"
"388","X-037.everolimus","X.037.uned","control"
"389","X-037.figitumumab","X.037.fiab","treatment"
"390","X-037.figitumumab","X.037.uned","control"
"391","X-037.HDM201","X.037.HD01","treatment"
"392","X-037.HDM201","X.037.uned","control"
"393","X-037.HSP990","X.037.HS90","treatment"
"394","X-037.HSP990","X.037.uned","control"
"395","X-037.INC280","X.037.IN80","treatment"
"396","X-037.INC280","X.037.uned","control"
"397","X-037.INC280 + trastuzumab","X.037.IN80.trab","treatment"
"398","X-037.INC280 + trastuzumab","X.037.uned","control"
"399","X-037.LEE011","X.037.LE11","treatment"
"400","X-037.LEE011","X.037.uned","control"
"401","X-037.LEE011 + everolimus","X.037.LE11.evus","treatment"
"402","X-037.LEE011 + everolimus","X.037.uned","control"
"403","X-037.LJM716","X.037.LJ16","treatment"
"404","X-037.LJM716","X.037.uned","control"
"405","X-037.LJM716 + trastuzumab","X.037.LJ16.trab","treatment"
"406","X-037.LJM716 + trastuzumab","X.037.uned","control"
"407","X-037.LLM871","X.037.LL71","treatment"
"408","X-037.LLM871","X.037.uned","control"
"409","X-037.trastuzumab","X.037.trab","treatment"
"410","X-037.trastuzumab","X.037.uned","control"
"411","X-038.BGJ398","X.038.BG98","treatment"
"412","X-038.BGJ398","X.038.uned","control"
"413","X-038.binimetinib","X.038.biib","treatment"
"414","X-038.binimetinib","X.038.uned","control"
"415","X-038.BKM120","X.038.BK20","treatment"
"416","X-038.BKM120","X.038.uned","control"
"417","X-038.BYL719","X.038.BY19","treatment"
"418","X-038.BYL719","X.038.uned","control"
"419","X-038.BYL719 + HSP990","X.038.BY19.HS90","treatment"
"420","X-038.BYL719 + HSP990","X.038.uned","control"
"421","X-038.BYL719 + LJM716","X.038.BY19.LJ16","treatment"
"422","X-038.BYL719 + LJM716","X.038.uned","control"
"423","X-038.CLR457","X.038.CL57","treatment"
"424","X-038.CLR457","X.038.uned","control"
"425","X-038.everolimus","X.038.evus","treatment"
"426","X-038.everolimus","X.038.uned","control"
"427","X-038.figitumumab","X.038.fiab","treatment"
"428","X-038.figitumumab","X.038.uned","control"
"429","X-038.HDM201","X.038.HD01","treatment"
"430","X-038.HDM201","X.038.uned","control"
"431","X-038.HSP990","X.038.HS90","treatment"
"432","X-038.HSP990","X.038.uned","control"
"433","X-038.INC280","X.038.IN80","treatment"
"434","X-038.INC280","X.038.uned","control"
"435","X-038.INC280 + trastuzumab","X.038.IN80.trab","treatment"
"436","X-038.INC280 + trastuzumab","X.038.uned","control"
"437","X-038.LEE011","X.038.LE11","treatment"
"438","X-038.LEE011","X.038.uned","control"
"439","X-038.LEE011 + everolimus","X.038.LE11.evus","treatment"
"440","X-038.LEE011 + everolimus","X.038.uned","control"
"441","X-038.LJM716","X.038.LJ16","treatment"
"442","X-038.LJM716","X.038.uned","control"
"443","X-038.LJM716 + trastuzumab","X.038.LJ16.trab","treatment"
"444","X-038.LJM716 + trastuzumab","X.038.uned","control"
"445","X-038.LLM871","X.038.LL71","treatment"
"446","X-038.LLM871","X.038.uned","control"
"447","X-038.trastuzumab","X.038.trab","treatment"
"448","X-038.trastuzumab","X.038.uned","control"
"449","X-039.BYL719","X.039.BY19","treatment"
"450","X-039.BYL719","X.039.uned","control"
"451","X-039.BYL719 + HSP990","X.039.BY19.HS90","treatment"
"452","X-039.BYL719 + HSP990","X.039.uned","control"
"453","X-039.BYL719 + LJM716","X.039.BY19.LJ16","treatment"
"454","X-039.BYL719 + LJM716","X.039.uned","control"
"455","X-039.everolimus","X.039.evus","treatment"
"456","X-039.everolimus","X.039.uned","control"
"457","X-039.HSP990","X.039.HS90","treatment"
"458","X-039.HSP990","X.039.uned","control"
"459","X-039.LEE011","X.039.LE11","treatment"
"460","X-039.LEE011","X.039.uned","control"
"461","X-039.LEE011 + everolimus","X.039.LE11.evus","treatment"
"462","X-039.LEE011 + everolimus","X.039.uned","control"
"463","X-039.LJM716","X.039.LJ16","treatment"
"464","X-039.LJM716","X.039.uned","control"
"465","X-050.BYL719","X.050.BY19","treatment"
"466","X-050.BYL719","X.050.uned","control"
"467","X-050.BYL719 + HSP990","X.050.BY19.HS90","treatment"
"468","X-050.BYL719 + HSP990","X.050.uned","control"
"469","X-050.BYL719 + LJM716","X.050.BY19.LJ16","treatment"
"470","X-050.BYL719 + LJM716","X.050.uned","control"
"471","X-050.everolimus","X.050.evus","treatment"
"472","X-050.everolimus","X.050.uned","control"
"473","X-050.HSP990","X.050.HS90","treatment"
"474","X-050.HSP990","X.050.uned","control"
"475","X-050.LEE011","X.050.LE11","treatment"
"476","X-050.LEE011","X.050.uned","control"
"477","X-050.LEE011 + everolimus","X.050.LE11.evus","treatment"
"478","X-050.LEE011 + everolimus","X.050.uned","control"
"479","X-050.LJM716","X.050.LJ16","treatment"
"480","X-050.LJM716","X.050.uned","control"
"481","X-056.BGJ398","X.056.BG98","treatment"
"482","X-056.BGJ398","X.056.uned","control"
"483","X-056.binimetinib","X.056.biib","treatment"
"484","X-056.binimetinib","X.056.uned","control"
"485","X-056.BKM120","X.056.BK20","treatment"
"486","X-056.BKM120","X.056.uned","control"
"487","X-056.BYL719","X.056.BY19","treatment"
"488","X-056.BYL719","X.056.uned","control"
"489","X-056.BYL719 + HSP990","X.056.BY19.HS90","treatment"
"490","X-056.BYL719 + HSP990","X.056.uned","control"
"491","X-056.BYL719 + LJM716","X.056.BY19.LJ16","treatment"
"492","X-056.BYL719 + LJM716","X.056.uned","control"
"493","X-056.CLR457","X.056.CL57","treatment"
"494","X-056.CLR457","X.056.uned","control"
"495","X-056.everolimus","X.056.evus","treatment"
"496","X-056.everolimus","X.056.uned","control"
"497","X-056.figitumumab","X.056.fiab","treatment"
"498","X-056.figitumumab","X.056.uned","control"
"499","X-056.HDM201","X.056.HD01","treatment"
"500","X-056.HDM201","X.056.uned","control"
"501","X-056.HSP990","X.056.HS90","treatment"
"502","X-056.HSP990","X.056.uned","control"
"503","X-056.INC280","X.056.IN80","treatment"
"504","X-056.INC280","X.056.uned","control"
"505","X-056.INC280 + trastuzumab","X.056.IN80.trab","treatment"
"506","X-056.INC280 + trastuzumab","X.056.uned","control"
"507","X-056.LEE011","X.056.LE11","treatment"
"508","X-056.LEE011","X.056.uned","control"
"509","X-056.LEE011 + everolimus","X.056.LE11.evus","treatment"
"510","X-056.LEE011 + everolimus","X.056.uned","control"
"511","X-056.LJM716","X.056.LJ16","treatment"
"512","X-056.LJM716","X.056.uned","control"
"513","X-056.LJM716 + trastuzumab","X.056.LJ16.trab","treatment"
"514","X-056.LJM716 + trastuzumab","X.056.uned","control"
"515","X-056.LLM871","X.056.LL71","treatment"
"516","X-056.LLM871","X.056.uned","control"
"517","X-056.trastuzumab","X.056.trab","treatment"
"518","X-056.trastuzumab","X.056.uned","control"
"519","X-057.BGJ398","X.057.BG98","treatment"
"520","X-057.binimetinib","X.057.biib","treatment"
"521","X-057.BKM120","X.057.BK20","treatment"
"522","X-057.BYL719","X.057.BY19","treatment"
"523","X-057.BYL719 + HSP990","X.057.BY19.HS90","treatment"
"524","X-057.BYL719 + LJM716","X.057.BY19.LJ16","treatment"
"525","X-057.CLR457","X.057.CL57","treatment"
"526","X-057.everolimus","X.057.evus","treatment"
"527","X-057.figitumumab","X.057.fiab","treatment"
"528","X-057.HDM201","X.057.HD01","treatment"
"529","X-057.HSP990","X.057.HS90","treatment"
"530","X-057.INC280","X.057.IN80","treatment"
