"","batch.id","model.id","type"
"182","REF016BL.TAXOL + CFI-402257","M5.1.F2","control"
"183","REF016BL.TAXOL + CFI-402257","M5.1.F24","control"
"184","REF016BL.TAXOL + CFI-402257","M5.1.F50","control"
"185","REF016BL.TAXOL + CFI-402257","M5.1.F112","control"
"186","REF016BL.TAXOL + CFI-402257","M5.1.F283","control"
"187","REF016BL.TAXOL + CFI-402257","M5.1.F367","control"
"188","REF016BL.TAXOL + CFI-402257","M5.1.F370","control"
"189","REF016BL.TAXOL + CFI-402257","M35.1.F420","control"
"190","REF016BL.TAXOL + CFI-402257","M5.1.F531","control"
"191","REF016BL.TAXOL + CFI-402257","M45.1.F112","treatment"
"192","REF016BL.TAXOL + CFI-402257","M45.1.F370","treatment"
"193","REF016BL.TAXOL + CFI-402257","M46.2.F370","treatment"
"194","REF016BL.TAXOL + CFI-402257","M5.1.F419","treatment"
"195","REF016BL.TAXOL + CFI-402257","M15.1.F420","treatment"
"196","REF016BL.CDX-011","M5.1.F2","control"
"197","REF016BL.CDX-011","M5.1.F24","control"
"198","REF016BL.CDX-011","M5.1.F50","control"
"199","REF016BL.CDX-011","M5.1.F112","control"
"200","REF016BL.CDX-011","M5.1.F283","control"
"201","REF016BL.CDX-011","M5.1.F367","control"
"202","REF016BL.CDX-011","M5.1.F370","control"
"203","REF016BL.CDX-011","M35.1.F420","control"
"204","REF016BL.CDX-011","M5.1.F531","control"
"205","REF016BL.CDX-011","M25.1.F531","treatment"
"206","48602.CFI-400945","M5.1.F3","control"
"207","48602.CFI-400945","M5.1.F444","control"
"208","48602.CFI-400945","M15.1.F482","control"
"209","48602.CFI-400945","M5.1.F495","control"
"210","48602.CFI-400945","M5.1.F539","control"
"211","48602.CFI-400945","M5.1.F575","control"
"212","48602.CFI-400945","M15.1.F3","treatment"
"213","48602.CFI-400945","M5.1.F371","treatment"
"214","48602.CFI-400945","M15.1.F371","treatment"
"215","48602.CFI-400945","M5.1.F432","treatment"
"216","48602.CFI-400945","M5.1.F464","treatment"
"217","48602.CFI-400945","M5.1.F472","treatment"
"218","48602.CFI-400945","M15.1.F495","treatment"
"219","48602.CFI-400945","M5.1.F511","treatment"
"220","48602.CFI-400945","M5.1.F518","treatment"
"221","48602.CFI-400945","M15.1.F539","treatment"
"222","48602.TAXOL + CFI-402257","M5.1.F3","control"
"223","48602.TAXOL + CFI-402257","M5.1.F444","control"
"224","48602.TAXOL + CFI-402257","M15.1.F482","control"
"225","48602.TAXOL + CFI-402257","M5.1.F495","control"
"226","48602.TAXOL + CFI-402257","M5.1.F539","control"
"227","48602.TAXOL + CFI-402257","M5.1.F575","control"
"228","48602.TAXOL + CFI-402257","M15.1.F39","treatment"
"229","48602.TAXOL + CFI-402257","M5.1.F41","treatment"
"230","48602.TAXOL + CFI-402257","M5.1.F557","treatment"
"231","48602.TAXOL + CFI-402257","M5.1.F558","treatment"
"232","48602.BMN673","M5.1.F3","control"
"233","48602.BMN673","M5.1.F444","control"
"234","48602.BMN673","M15.1.F482","control"
"235","48602.BMN673","M5.1.F495","control"
"236","48602.BMN673","M5.1.F539","control"
"237","48602.BMN673","M5.1.F575","control"
"238","48602.BMN673","M25.1.F39","treatment"
"239","48602.BMN673","M5.1.F221","treatment"
"240","48602.BMN673","M5.1.F386","treatment"
"241","48602.BMN673","M15.1.F513","treatment"
"242","48602.BMN673","M15.1.F575","treatment"
"243","48602.CX5461","M5.1.F3","control"
"244","48602.CX5461","M5.1.F444","control"
"245","48602.CX5461","M15.1.F482","control"
"246","48602.CX5461","M5.1.F495","control"
"247","48602.CX5461","M5.1.F539","control"
"248","48602.CX5461","M5.1.F575","control"
"249","48602.CX5461","M5.1.F304","treatment"
"250","48602.CX5461","M15.1.F557","treatment"
"251","48602.CX5461","M15.1.F558","treatment"
"252","48602.CX5461","M5.1.F576","treatment"
"253","48602.ERIBULIN","M5.1.F3","control"
"254","48602.ERIBULIN","M5.1.F444","control"
"255","48602.ERIBULIN","M15.1.F482","control"
"256","48602.ERIBULIN","M5.1.F495","control"
"257","48602.ERIBULIN","M5.1.F539","control"
"258","48602.ERIBULIN","M5.1.F575","control"
"259","48602.ERIBULIN","M15.1.F444","treatment"
"260","48602.ERIBULIN","M5.1.F482","treatment"
"261","48602.ERIBULIN","M25.1.F518","treatment"
"262","48602.CARBOPLATIN","M5.1.F3","control"
"263","48602.CARBOPLATIN","M5.1.F444","control"
"264","48602.CARBOPLATIN","M15.1.F482","control"
"265","48602.CARBOPLATIN","M5.1.F495","control"
"266","48602.CARBOPLATIN","M5.1.F539","control"
"267","48602.CARBOPLATIN","M5.1.F575","control"
"268","48602.CARBOPLATIN","M25.1.F482","treatment"
"269","48602.CARBOPLATIN","M25.1.F539","treatment"
"270","48602.CFI-402257","M5.1.F3","control"
"271","48602.CFI-402257","M5.1.F444","control"
"272","48602.CFI-402257","M15.1.F482","control"
"273","48602.CFI-402257","M5.1.F495","control"
"274","48602.CFI-402257","M5.1.F539","control"
"275","48602.CFI-402257","M5.1.F575","control"
"276","48602.CFI-402257","M5.1.F513","treatment"
"277","48602.TAXOL","M5.1.F3","control"
"278","48602.TAXOL","M5.1.F444","control"
"279","48602.TAXOL","M15.1.F482","control"
"280","48602.TAXOL","M5.1.F495","control"
"281","48602.TAXOL","M5.1.F539","control"
"282","48602.TAXOL","M5.1.F575","control"
"283","48602.TAXOL","M25.1.F513","treatment"
"284","48602.TAXOL","M15.1.F518","treatment"
"285","REF010BL.CFI-402257","M5.1.F25","control"
"286","REF010BL.CFI-402257","M5.1.F71","control"
"287","REF010BL.CFI-402257","M5.1.F297","control"
"288","REF010BL.CFI-402257","M5.1.F564","control"
"289","REF010BL.CFI-402257","M5.1.F4","treatment"
"290","REF010BL.CFI-402257","M5.1.F56","treatment"
"291","REF010BL.CFI-402257","M5.1.F201","treatment"
"292","REF010BL.TAXOL + CFI-402257","M5.1.F25","control"
"293","REF010BL.TAXOL + CFI-402257","M5.1.F71","control"
"294","REF010BL.TAXOL + CFI-402257","M5.1.F297","control"
"295","REF010BL.TAXOL + CFI-402257","M5.1.F564","control"
"296","REF010BL.TAXOL + CFI-402257","M15.1.F4","treatment"
"297","REF010BL.TAXOL + CFI-402257","M25.1.F71","treatment"
"298","REF010BL.TAXOL + CFI-402257","M5.1.F131","treatment"
"299","REF010BL.TAXOL","M5.1.F25","control"
"300","REF010BL.TAXOL","M5.1.F71","control"
"301","REF010BL.TAXOL","M5.1.F297","control"
"302","REF010BL.TAXOL","M5.1.F564","control"
"303","REF010BL.TAXOL","M25.1.F4","treatment"
"304","REF010BL.CFI-400945","M5.1.F25","control"
"305","REF010BL.CFI-400945","M5.1.F71","control"
"306","REF010BL.CFI-400945","M5.1.F297","control"
"307","REF010BL.CFI-400945","M5.1.F564","control"
"308","REF010BL.CFI-400945","M5.1.F13","treatment"
"309","REF010BL.CFI-400945","M15.1.F25","treatment"
"310","REF010BL.CFI-400945","M15.1.F71","treatment"
"311","REF010BL.CFI-400945","M5.1.F125","treatment"
"312","REF010BL.CFI-400945","M5.1.F276","treatment"
"313","REF010BL.CFI-400945","M15.1.F297","treatment"
"314","REF010BL.BMN673","M5.1.F25","control"
"315","REF010BL.BMN673","M5.1.F71","control"
"316","REF010BL.BMN673","M5.1.F297","control"
"317","REF010BL.BMN673","M5.1.F564","control"
"318","REF010BL.BMN673","M25.1.F25","treatment"
"319","REF010BL.CDX-011","M5.1.F25","control"
"320","REF010BL.CDX-011","M5.1.F71","control"
"321","REF010BL.CDX-011","M5.1.F297","control"
"322","REF010BL.CDX-011","M5.1.F564","control"
"323","REF010BL.CDX-011","M35.1.F25","treatment"
"324","REF010BL.CX5461","M5.1.F25","control"
"325","REF010BL.CX5461","M5.1.F71","control"
"326","REF010BL.CX5461","M5.1.F297","control"
"327","REF010BL.CX5461","M5.1.F564","control"
"328","REF010BL.CX5461","M5.1.F174","treatment"
"329","NOTCH1.FLUVASTATIN","M5.1.F426","control"
"330","NOTCH1.FLUVASTATIN","M5.1.F506","control"
"331","NOTCH1.FLUVASTATIN","M15.1.F596","control"
"332","NOTCH1.FLUVASTATIN","M5.1.F600","control"
"333","NOTCH1.DIPYRIDAMOLE","M5.1.F426","control"
"334","NOTCH1.DIPYRIDAMOLE","M5.1.F506","control"
"335","NOTCH1.DIPYRIDAMOLE","M15.1.F596","control"
"336","NOTCH1.DIPYRIDAMOLE","M5.1.F600","control"
"337","NOTCH1.ERIBULIN","M5.1.F426","control"
"338","NOTCH1.ERIBULIN","M5.1.F506","control"
"339","NOTCH1.ERIBULIN","M15.1.F596","control"
"340","NOTCH1.ERIBULIN","M5.1.F600","control"
"341","NOTCH1.ERIBULIN","M5.1.F134","treatment"
"342","NOTCH1.ERIBULIN","M15.1.F426","treatment"
"343","NOTCH1.CFI-400945","M5.1.F426","control"
"344","NOTCH1.CFI-400945","M5.1.F506","control"
"345","NOTCH1.CFI-400945","M15.1.F596","control"
"346","NOTCH1.CFI-400945","M5.1.F600","control"
"347","NOTCH1.CFI-400945","M5.1.F164","treatment"
"348","NOTCH1.BMN673","M5.1.F426","control"
"349","NOTCH1.BMN673","M5.1.F506","control"
"350","NOTCH1.BMN673","M15.1.F596","control"
"351","NOTCH1.BMN673","M5.1.F600","control"
"352","NOTCH1.BMN673","M15.1.F164","treatment"
"353","NOTCH1.CFI-402257","M5.1.F426","control"
"354","NOTCH1.CFI-402257","M5.1.F506","control"
"355","NOTCH1.CFI-402257","M15.1.F596","control"
"356","NOTCH1.CFI-402257","M5.1.F600","control"
"357","NOTCH1.CFI-402257","M25.1.F164","treatment"
"358","NOTCH1.TAXOL","M5.1.F426","control"
"359","NOTCH1.TAXOL","M5.1.F506","control"
"360","NOTCH1.TAXOL","M15.1.F596","control"
"361","NOTCH1.TAXOL","M5.1.F600","control"
"362","NOTCH1.TAXOL","M15.1.F316","treatment"
"363","NOTCH1.TAXOL","M16.2.F316","treatment"
"364","NOTCH1.TAXOL","M25.1.F596","treatment"
"365","NOTCH1.CDX-011","M5.1.F426","control"
"366","NOTCH1.CDX-011","M5.1.F506","control"
"367","NOTCH1.CDX-011","M15.1.F596","control"
"368","NOTCH1.CDX-011","M5.1.F600","control"
"369","NOTCH1.CDX-011","M5.1.F318","treatment"
"370","NOTCH1.CARBOPLATIN","M5.1.F426","control"
"371","NOTCH1.CARBOPLATIN","M5.1.F506","control"
"372","NOTCH1.CARBOPLATIN","M15.1.F596","control"
"373","NOTCH1.CARBOPLATIN","M5.1.F600","control"
"374","NOTCH1.CARBOPLATIN","M15.1.F318","treatment"
"375","NOTCH1.CARBOPLATIN","M5.1.F587","treatment"
"376","NOTCH1.FLUVASTATIN + DIPYRIDAMOLE","M5.1.F426","control"
"377","NOTCH1.FLUVASTATIN + DIPYRIDAMOLE","M5.1.F506","control"
"378","NOTCH1.FLUVASTATIN + DIPYRIDAMOLE","M15.1.F596","control"
"379","NOTCH1.FLUVASTATIN + DIPYRIDAMOLE","M5.1.F600","control"
"380","NOTCH1.EVEROLIMUS","M5.1.F426","control"
"381","NOTCH1.EVEROLIMUS","M5.1.F506","control"
"382","NOTCH1.EVEROLIMUS","M15.1.F596","control"
"383","NOTCH1.EVEROLIMUS","M5.1.F600","control"
"384","NOTCH1.EVEROLIMUS","M5.1.F493","treatment"
"385","NOTCH1.TAXOL + CFI-402257","M5.1.F426","control"
"386","NOTCH1.TAXOL + CFI-402257","M5.1.F506","control"
"387","NOTCH1.TAXOL + CFI-402257","M15.1.F596","control"
"388","NOTCH1.TAXOL + CFI-402257","M5.1.F600","control"
"389","NOTCH1.TAXOL + CFI-402257","M15.1.F506","treatment"
"390","NOTCH1.TAXOL + CFI-402257","M5.1.F596","treatment"
"391","INSB019C2T.CFI-402257","M5.1.F7","control"
"392","INSB019C2T.CFI-402257","M5.1.F213","control"
"393","INSB019C2T.CFI-402257","M5.1.F353","control"
"394","INSB019C2T.CFI-402257","M5.1.F400","control"
"395","INSB019C2T.CFI-402257","M15.1.F7","treatment"
"396","INSB019C2T.CFI-402257","M5.1.F209","treatment"
"397","INSB019C2T.CFI-402257","M15.1.F213","treatment"
"398","INSB019C2T.CFI-402257","M5.1.F458","treatment"
"399","INSB019C2T.CFI-400945","M5.1.F7","control"
"400","INSB019C2T.CFI-400945","M5.1.F213","control"
"401","INSB019C2T.CFI-400945","M5.1.F353","control"
"402","INSB019C2T.CFI-400945","M5.1.F400","control"
"403","INSB019C2T.CFI-400945","M25.1.F7","treatment"
"404","INSB019C2T.CFI-400945","M35.1.F7","treatment"
"405","INSB019C2T.CFI-400945","M15.1.F400","treatment"
"406","INSB019C2T.CFI-400945","M5.1.F401","treatment"
"407","INSB019C2T.BMN673","M5.1.F7","control"
"408","INSB019C2T.BMN673","M5.1.F213","control"
"409","INSB019C2T.BMN673","M5.1.F353","control"
"410","INSB019C2T.BMN673","M5.1.F400","control"
"411","INSB019C2T.BMN673","M15.1.F209","treatment"
"412","INSB019C2T.CDX-011","M5.1.F7","control"
"413","INSB019C2T.CDX-011","M5.1.F213","control"
"414","INSB019C2T.CDX-011","M5.1.F353","control"
"415","INSB019C2T.CDX-011","M5.1.F400","control"
"416","INSB019C2T.CDX-011","M15.1.F353","treatment"
"417","INSB019C2T.TAXOL","M5.1.F7","control"
"418","INSB019C2T.TAXOL","M5.1.F213","control"
"419","INSB019C2T.TAXOL","M5.1.F353","control"
"420","INSB019C2T.TAXOL","M5.1.F400","control"
"421","INSB019C2T.TAXOL","M25.1.F353","treatment"
"422","INSB019C2T.TAXOL","M5.1.F391","treatment"
"423","INSB019C2T.CX5461","M5.1.F7","control"
"424","INSB019C2T.CX5461","M5.1.F213","control"
"425","INSB019C2T.CX5461","M5.1.F353","control"
"426","INSB019C2T.CX5461","M5.1.F400","control"
"427","INSB019C2T.CX5461","M35.1.F353","treatment"
"428","INSB019C2T.CX5461","M15.1.F458","treatment"
"429","NOTCH10.TAXOL","M5.1.F500","control"
"430","NOTCH10.TAXOL","M5.1.F554","control"
"431","NOTCH10.TAXOL","M6.2.F554","control"
"432","NOTCH10.TAXOL","M7.3.F554","control"
"433","NOTCH10.TAXOL","M5.1.F9","treatment"
"434","NOTCH10.TAXOL","M6.2.F9","treatment"
"435","NOTCH10.TAXOL + CFI-402257","M5.1.F500","control"
"436","NOTCH10.TAXOL + CFI-402257","M5.1.F554","control"
"437","NOTCH10.TAXOL + CFI-402257","M6.2.F554","control"
"438","NOTCH10.TAXOL + CFI-402257","M7.3.F554","control"
"439","NOTCH10.TAXOL + CFI-402257","M15.1.F9","treatment"
"440","NOTCH10.TAXOL + CFI-402257","M16.2.F9","treatment"
"441","NOTCH10.CFI-400945","M5.1.F500","control"
"442","NOTCH10.CFI-400945","M5.1.F554","control"
"443","NOTCH10.CFI-400945","M6.2.F554","control"
"444","NOTCH10.CFI-400945","M7.3.F554","control"
"445","NOTCH10.CFI-400945","M15.1.F500","treatment"
"446","NOTCH10.CFI-400945","M16.2.F500","treatment"
"447","NOTCH10.CFI-400945","M25.1.F500","treatment"
"448","NOTCH10.CFI-400945","M26.2.F500","treatment"
"449","NOTCH10.CFI-400945","M25.1.F554","treatment"
"450","NOTCH10.CFI-402257","M5.1.F500","control"
"451","NOTCH10.CFI-402257","M5.1.F554","control"
"452","NOTCH10.CFI-402257","M6.2.F554","control"
"453","NOTCH10.CFI-402257","M7.3.F554","control"
"454","NOTCH10.CFI-402257","M15.1.F554","treatment"
"455","NOTCH10.BMN673","M5.1.F500","control"
"456","NOTCH10.BMN673","M5.1.F554","control"
"457","NOTCH10.BMN673","M6.2.F554","control"
"458","NOTCH10.BMN673","M7.3.F554","control"
"459","NOTCH10.BMN673","M35.1.F554","treatment"
"460","NOTCH10.BMN673","M36.2.F554","treatment"
"461","NOTCH10.ERIBULIN","M5.1.F500","control"
"462","NOTCH10.ERIBULIN","M5.1.F554","control"
"463","NOTCH10.ERIBULIN","M6.2.F554","control"
"464","NOTCH10.ERIBULIN","M7.3.F554","control"
"465","NOTCH10.ERIBULIN","M45.1.F554","treatment"
"466","NOTCH10.ERIBULIN","M46.2.F554","treatment"
"467","68941.CFI-402257","M15.1.F11","control"
"468","68941.CFI-402257","M5.1.F179","control"
"469","68941.CFI-402257","M5.1.F11","treatment"
"470","68941.CX5461","M15.1.F11","control"
"471","68941.CX5461","M5.1.F179","control"
"472","68941.CX5461","M25.1.F11","treatment"
"473","68941.CDX-011","M15.1.F11","control"
"474","68941.CDX-011","M5.1.F179","control"
"475","68941.CDX-011","M15.2.F179","treatment"
"476","68941.TAXOL + CFI-402257","M15.1.F11","control"
"477","68941.TAXOL + CFI-402257","M5.1.F179","control"
"478","68941.TAXOL + CFI-402257","M25.1.F179","treatment"
"479","73263.TAXOL VEHICLE","M5.1.F12","control"
"480","73263.TAXOL VEHICLE","M5.1.F147","control"
"481","73263.TAXOL VEHICLE","M5.1.F165","control"
"482","73263.TAXOL VEHICLE","M5.1.F234","control"
"483","73263.TAXOL VEHICLE","M5.1.F280","control"
"484","73263.TAXOL VEHICLE","M5.1.F331","control"
"485","73263.TAXOL VEHICLE","M5.1.F504","control"
"486","73263.TAXOL VEHICLE","M5.1.F505","control"
"487","73263.TAXOL VEHICLE","M15.1.F514","control"
"488","73263.TAXOL VEHICLE","M5.1.F538","control"
"489","73263.TAXOL VEHICLE","M5.1.F613","control"
"490","73263.TAXOL VEHICLE","M5.1.F12","treatment"
"491","73263.TAXOL VEHICLE","M5.1.F505","treatment"
"492","73263.TAXOL + CFI-402257","M5.1.F12","control"
"493","73263.TAXOL + CFI-402257","M5.1.F147","control"
"494","73263.TAXOL + CFI-402257","M5.1.F165","control"
"495","73263.TAXOL + CFI-402257","M5.1.F234","control"
"496","73263.TAXOL + CFI-402257","M5.1.F280","control"
"497","73263.TAXOL + CFI-402257","M5.1.F331","control"
"498","73263.TAXOL + CFI-402257","M5.1.F504","control"
