"","model.id","biobase.id","mDataType"
"79","X.1119.CK20","X-1119","RNASeq_FPKM"
"80","X.1119.CL57","X-1119","RNASeq_FPKM"
"81","X.1119.enib","X-1119","RNASeq_FPKM"
"82","X.1119.HD01","X-1119","RNASeq_FPKM"
"83","X.1119.LE11","X-1119","RNASeq_FPKM"
"84","X.1119.LF27.biib","X-1119","RNASeq_FPKM"
"85","X.1119.LJ49","X-1119","RNASeq_FPKM"
"86","X.1119.LK36","X-1119","RNASeq_FPKM"
"87","X.1119.uned","X-1119","RNASeq_FPKM"
"110","X.1167.5FFU","X-1167","RNASeq_FPKM"
"111","X.1167.biib","X-1167","RNASeq_FPKM"
"112","X.1167.BK20","X-1167","RNASeq_FPKM"
"113","X.1167.BK20.LJ49","X-1167","RNASeq_FPKM"
"114","X.1167.BY19","X-1167","RNASeq_FPKM"
"115","X.1167.BY19.biib","X-1167","RNASeq_FPKM"
"116","X.1167.BY19.ceab","X-1167","RNASeq_FPKM"
"117","X.1167.BY19.ceab.enib","X-1167","RNASeq_FPKM"
"118","X.1167.BY19.enib","X-1167","RNASeq_FPKM"
"119","X.1167.BY19.LJ16","X-1167","RNASeq_FPKM"
"120","X.1167.ceab","X-1167","RNASeq_FPKM"
"121","X.1167.ceab.enib","X-1167","RNASeq_FPKM"
"122","X.1167.CG97","X-1167","RNASeq_FPKM"
"123","X.1167.CK20","X-1167","RNASeq_FPKM"
"124","X.1167.CL57","X-1167","RNASeq_FPKM"
"125","X.1167.enib","X-1167","RNASeq_FPKM"
"126","X.1167.HD01","X-1167","RNASeq_FPKM"
"127","X.1167.LE11","X-1167","RNASeq_FPKM"
"128","X.1167.LF27.biib","X-1167","RNASeq_FPKM"
"129","X.1167.LJ49","X-1167","RNASeq_FPKM"
"130","X.1167.LK36","X-1167","RNASeq_FPKM"
"131","X.1167.uned","X-1167","RNASeq_FPKM"
"154","X.1173.5FFU","X-1173","RNASeq_FPKM"
"155","X.1173.biib","X-1173","RNASeq_FPKM"
"156","X.1173.BK20","X-1173","RNASeq_FPKM"
"157","X.1173.BK20.LJ49","X-1173","RNASeq_FPKM"
"158","X.1173.BY19","X-1173","RNASeq_FPKM"
"159","X.1173.BY19.biib","X-1173","RNASeq_FPKM"
"160","X.1173.BY19.ceab","X-1173","RNASeq_FPKM"
"161","X.1173.BY19.ceab.enib","X-1173","RNASeq_FPKM"
"162","X.1173.BY19.enib","X-1173","RNASeq_FPKM"
"163","X.1173.BY19.LJ16","X-1173","RNASeq_FPKM"
"164","X.1173.ceab","X-1173","RNASeq_FPKM"
"165","X.1173.ceab.enib","X-1173","RNASeq_FPKM"
"166","X.1173.CG97","X-1173","RNASeq_FPKM"
"167","X.1173.CK20","X-1173","RNASeq_FPKM"
"168","X.1173.CL57","X-1173","RNASeq_FPKM"
"169","X.1173.enib","X-1173","RNASeq_FPKM"
"170","X.1173.HD01","X-1173","RNASeq_FPKM"
"171","X.1173.LE11","X-1173","RNASeq_FPKM"
"172","X.1173.LJ49","X-1173","RNASeq_FPKM"
"173","X.1173.LK36","X-1173","RNASeq_FPKM"
"174","X.1173.uned","X-1173","RNASeq_FPKM"
"194","X.1210.LF27.biib","X-1210","RNASeq_FPKM"
"195","X.1234.LF27.biib","X-1234","RNASeq_FPKM"
"196","X.1256.LF27.biib","X-1256","RNASeq_FPKM"
"197","X.1270.5FFU","X-1270","RNASeq_FPKM"
"198","X.1270.biib","X-1270","RNASeq_FPKM"
"199","X.1270.BK20","X-1270","RNASeq_FPKM"
"200","X.1270.BK20.LJ49","X-1270","RNASeq_FPKM"
"201","X.1270.BY19","X-1270","RNASeq_FPKM"
"202","X.1270.BY19.biib","X-1270","RNASeq_FPKM"
"203","X.1270.BY19.ceab","X-1270","RNASeq_FPKM"
"204","X.1270.BY19.ceab.enib","X-1270","RNASeq_FPKM"
"205","X.1270.BY19.enib","X-1270","RNASeq_FPKM"
"206","X.1270.BY19.LJ16","X-1270","RNASeq_FPKM"
"207","X.1270.ceab","X-1270","RNASeq_FPKM"
"208","X.1270.ceab.enib","X-1270","RNASeq_FPKM"
"209","X.1270.CG97","X-1270","RNASeq_FPKM"
"210","X.1270.CK20","X-1270","RNASeq_FPKM"
"211","X.1270.CL57","X-1270","RNASeq_FPKM"
"212","X.1270.enib","X-1270","RNASeq_FPKM"
"213","X.1270.HD01","X-1270","RNASeq_FPKM"
"214","X.1270.LE11","X-1270","RNASeq_FPKM"
"215","X.1270.LJ49","X-1270","RNASeq_FPKM"
"216","X.1270.LK36","X-1270","RNASeq_FPKM"
"217","X.1270.uned","X-1270","RNASeq_FPKM"
"234","X.1290.5FFU","X-1290","RNASeq_FPKM"
"235","X.1290.biib","X-1290","RNASeq_FPKM"
"236","X.1290.BK20","X-1290","RNASeq_FPKM"
"237","X.1290.BK20.LJ49","X-1290","RNASeq_FPKM"
"238","X.1290.BY19","X-1290","RNASeq_FPKM"
"239","X.1290.BY19.biib","X-1290","RNASeq_FPKM"
"240","X.1290.BY19.ceab","X-1290","RNASeq_FPKM"
"241","X.1290.BY19.ceab.enib","X-1290","RNASeq_FPKM"
"242","X.1290.BY19.enib","X-1290","RNASeq_FPKM"
"243","X.1290.BY19.LJ16","X-1290","RNASeq_FPKM"
"244","X.1290.ceab","X-1290","RNASeq_FPKM"
"245","X.1290.ceab.enib","X-1290","RNASeq_FPKM"
"246","X.1290.CG97","X-1290","RNASeq_FPKM"
"247","X.1290.CK20","X-1290","RNASeq_FPKM"
"248","X.1290.CL57","X-1290","RNASeq_FPKM"
"249","X.1290.enib","X-1290","RNASeq_FPKM"
"250","X.1290.HD01","X-1290","RNASeq_FPKM"
"251","X.1290.LE11","X-1290","RNASeq_FPKM"
"252","X.1290.LF27.biib","X-1290","RNASeq_FPKM"
"253","X.1290.LJ49","X-1290","RNASeq_FPKM"
"254","X.1290.LK36","X-1290","RNASeq_FPKM"
"255","X.1290.uned","X-1290","RNASeq_FPKM"
"278","X.1303.5FFU","X-1303","RNASeq_FPKM"
"279","X.1303.biib","X-1303","RNASeq_FPKM"
"280","X.1303.BK20","X-1303","RNASeq_FPKM"
"281","X.1303.BY19","X-1303","RNASeq_FPKM"
"282","X.1303.BY19.biib","X-1303","RNASeq_FPKM"
"283","X.1303.BY19.ceab","X-1303","RNASeq_FPKM"
"284","X.1303.BY19.ceab.enib","X-1303","RNASeq_FPKM"
"285","X.1303.BY19.LJ16","X-1303","RNASeq_FPKM"
"286","X.1303.ceab","X-1303","RNASeq_FPKM"
"287","X.1303.ceab.enib","X-1303","RNASeq_FPKM"
"288","X.1303.CG97","X-1303","RNASeq_FPKM"
"289","X.1303.CK20","X-1303","RNASeq_FPKM"
"290","X.1303.CL57","X-1303","RNASeq_FPKM"
"291","X.1303.enib","X-1303","RNASeq_FPKM"
"292","X.1303.HD01","X-1303","RNASeq_FPKM"
"293","X.1303.LE11","X-1303","RNASeq_FPKM"
"294","X.1303.LF27.biib","X-1303","RNASeq_FPKM"
"295","X.1303.LJ49","X-1303","RNASeq_FPKM"
"296","X.1303.LK36","X-1303","RNASeq_FPKM"
"297","X.1303.uned","X-1303","RNASeq_FPKM"
"329","X.1329.5FFU","X-1329","RNASeq_FPKM"
"330","X.1329.biib","X-1329","RNASeq_FPKM"
"331","X.1329.BK20","X-1329","RNASeq_FPKM"
"332","X.1329.BK20.LJ49","X-1329","RNASeq_FPKM"
"333","X.1329.BY19","X-1329","RNASeq_FPKM"
"334","X.1329.BY19.biib","X-1329","RNASeq_FPKM"
"335","X.1329.BY19.ceab","X-1329","RNASeq_FPKM"
"336","X.1329.BY19.ceab.enib","X-1329","RNASeq_FPKM"
"337","X.1329.BY19.enib","X-1329","RNASeq_FPKM"
"338","X.1329.BY19.LJ16","X-1329","RNASeq_FPKM"
"339","X.1329.ceab","X-1329","RNASeq_FPKM"
"340","X.1329.ceab.enib","X-1329","RNASeq_FPKM"
"341","X.1329.CG97","X-1329","RNASeq_FPKM"
"342","X.1329.CK20","X-1329","RNASeq_FPKM"
"343","X.1329.CL57","X-1329","RNASeq_FPKM"
"344","X.1329.enib","X-1329","RNASeq_FPKM"
"345","X.1329.HD01","X-1329","RNASeq_FPKM"
"346","X.1329.LE11","X-1329","RNASeq_FPKM"
"347","X.1329.LF27.biib","X-1329","RNASeq_FPKM"
"348","X.1329.LJ49","X-1329","RNASeq_FPKM"
"349","X.1329.LK36","X-1329","RNASeq_FPKM"
"350","X.1329.uned","X-1329","RNASeq_FPKM"
"437","X.1441.5FFU","X-1441","RNASeq_FPKM"
"438","X.1441.biib","X-1441","RNASeq_FPKM"
"439","X.1441.BK20","X-1441","RNASeq_FPKM"
"440","X.1441.BK20.LJ49","X-1441","RNASeq_FPKM"
"441","X.1441.BY19","X-1441","RNASeq_FPKM"
"442","X.1441.BY19.biib","X-1441","RNASeq_FPKM"
"443","X.1441.BY19.ceab","X-1441","RNASeq_FPKM"
"444","X.1441.BY19.ceab.enib","X-1441","RNASeq_FPKM"
"445","X.1441.BY19.enib","X-1441","RNASeq_FPKM"
"446","X.1441.BY19.LJ16","X-1441","RNASeq_FPKM"
"447","X.1441.ceab","X-1441","RNASeq_FPKM"
"448","X.1441.ceab.enib","X-1441","RNASeq_FPKM"
"449","X.1441.CG97","X-1441","RNASeq_FPKM"
"450","X.1441.CK20","X-1441","RNASeq_FPKM"
"451","X.1441.CL57","X-1441","RNASeq_FPKM"
"452","X.1441.enib","X-1441","RNASeq_FPKM"
"453","X.1441.HD01","X-1441","RNASeq_FPKM"
"454","X.1441.LE11","X-1441","RNASeq_FPKM"
"455","X.1441.LJ49","X-1441","RNASeq_FPKM"
"456","X.1441.LK36","X-1441","RNASeq_FPKM"
"457","X.1441.uned","X-1441","RNASeq_FPKM"
"479","X.1443.5FFU","X-1443","RNASeq_FPKM"
"480","X.1443.biib","X-1443","RNASeq_FPKM"
"481","X.1443.BK20","X-1443","RNASeq_FPKM"
"482","X.1443.BK20.LJ49","X-1443","RNASeq_FPKM"
"483","X.1443.BY19","X-1443","RNASeq_FPKM"
"484","X.1443.BY19.biib","X-1443","RNASeq_FPKM"
"485","X.1443.BY19.ceab","X-1443","RNASeq_FPKM"
"486","X.1443.BY19.ceab.enib","X-1443","RNASeq_FPKM"
"487","X.1443.BY19.enib","X-1443","RNASeq_FPKM"
"488","X.1443.BY19.LJ16","X-1443","RNASeq_FPKM"
"489","X.1443.ceab","X-1443","RNASeq_FPKM"
"490","X.1443.ceab.enib","X-1443","RNASeq_FPKM"
"491","X.1443.CG97","X-1443","RNASeq_FPKM"
"492","X.1443.CK20","X-1443","RNASeq_FPKM"
"493","X.1443.CL57","X-1443","RNASeq_FPKM"
"494","X.1443.enib","X-1443","RNASeq_FPKM"
"495","X.1443.HD01","X-1443","RNASeq_FPKM"
"496","X.1443.LE11","X-1443","RNASeq_FPKM"
"497","X.1443.LF27.biib","X-1443","RNASeq_FPKM"
"498","X.1443.LJ49","X-1443","RNASeq_FPKM"
"499","X.1443.LK36","X-1443","RNASeq_FPKM"
"500","X.1443.uned","X-1443","RNASeq_FPKM"
"523","X.1479.5FFU","X-1479","RNASeq_FPKM"
"524","X.1479.biib","X-1479","RNASeq_FPKM"
"525","X.1479.BK20","X-1479","RNASeq_FPKM"
"526","X.1479.BK20.LJ49","X-1479","RNASeq_FPKM"
"527","X.1479.BY19","X-1479","RNASeq_FPKM"
"528","X.1479.BY19.biib","X-1479","RNASeq_FPKM"
"529","X.1479.BY19.ceab","X-1479","RNASeq_FPKM"
"530","X.1479.BY19.ceab.enib","X-1479","RNASeq_FPKM"
"531","X.1479.BY19.enib","X-1479","RNASeq_FPKM"
"532","X.1479.BY19.LJ16","X-1479","RNASeq_FPKM"
"533","X.1479.ceab","X-1479","RNASeq_FPKM"
"534","X.1479.ceab.enib","X-1479","RNASeq_FPKM"
"535","X.1479.CG97","X-1479","RNASeq_FPKM"
"536","X.1479.CK20","X-1479","RNASeq_FPKM"
"537","X.1479.CL57","X-1479","RNASeq_FPKM"
"538","X.1479.enib","X-1479","RNASeq_FPKM"
"539","X.1479.HD01","X-1479","RNASeq_FPKM"
"540","X.1479.LE11","X-1479","RNASeq_FPKM"
"541","X.1479.LJ49","X-1479","RNASeq_FPKM"
"542","X.1479.LK36","X-1479","RNASeq_FPKM"
"543","X.1479.uned","X-1479","RNASeq_FPKM"
"566","X.1500.5FFU","X-1500","RNASeq_FPKM"
"567","X.1500.biib","X-1500","RNASeq_FPKM"
"568","X.1500.BK20","X-1500","RNASeq_FPKM"
"569","X.1500.BK20.LJ49","X-1500","RNASeq_FPKM"
"570","X.1500.BY19","X-1500","RNASeq_FPKM"
"571","X.1500.BY19.biib","X-1500","RNASeq_FPKM"
"572","X.1500.BY19.ceab","X-1500","RNASeq_FPKM"
"573","X.1500.BY19.ceab.enib","X-1500","RNASeq_FPKM"
"574","X.1500.BY19.enib","X-1500","RNASeq_FPKM"
"575","X.1500.BY19.LJ16","X-1500","RNASeq_FPKM"
"576","X.1500.ceab","X-1500","RNASeq_FPKM"
"577","X.1500.ceab.enib","X-1500","RNASeq_FPKM"
"578","X.1500.CG97","X-1500","RNASeq_FPKM"
"579","X.1500.CK20","X-1500","RNASeq_FPKM"
"580","X.1500.CL57","X-1500","RNASeq_FPKM"
"581","X.1500.enib","X-1500","RNASeq_FPKM"
"582","X.1500.HD01","X-1500","RNASeq_FPKM"
"583","X.1500.LE11","X-1500","RNASeq_FPKM"
"584","X.1500.LF27.biib","X-1500","RNASeq_FPKM"
"585","X.1500.LJ49","X-1500","RNASeq_FPKM"
"586","X.1500.LK36","X-1500","RNASeq_FPKM"
"587","X.1500.uned","X-1500","RNASeq_FPKM"
"588","X.1536.5FFU","X-1536","RNASeq_FPKM"
"589","X.1536.biib","X-1536","RNASeq_FPKM"
"590","X.1536.BK20","X-1536","RNASeq_FPKM"
"591","X.1536.BK20.LJ49","X-1536","RNASeq_FPKM"
"592","X.1536.BY19","X-1536","RNASeq_FPKM"
"593","X.1536.BY19.biib","X-1536","RNASeq_FPKM"
"594","X.1536.BY19.ceab","X-1536","RNASeq_FPKM"
"595","X.1536.BY19.ceab.enib","X-1536","RNASeq_FPKM"
"596","X.1536.BY19.enib","X-1536","RNASeq_FPKM"
"597","X.1536.BY19.LJ16","X-1536","RNASeq_FPKM"
"598","X.1536.ceab","X-1536","RNASeq_FPKM"
"599","X.1536.ceab.enib","X-1536","RNASeq_FPKM"
"600","X.1536.CK20","X-1536","RNASeq_FPKM"
"601","X.1536.CL57","X-1536","RNASeq_FPKM"
"602","X.1536.enib","X-1536","RNASeq_FPKM"
"603","X.1536.HD01","X-1536","RNASeq_FPKM"
"604","X.1536.LE11","X-1536","RNASeq_FPKM"
"605","X.1536.LJ49","X-1536","RNASeq_FPKM"
"606","X.1536.LK36","X-1536","RNASeq_FPKM"
"607","X.1536.uned","X-1536","RNASeq_FPKM"
"608","X.1538.BY19","X-1538","RNASeq_FPKM"
"609","X.1538.BY19.biib","X-1538","RNASeq_FPKM"
"610","X.1538.ceab","X-1538","RNASeq_FPKM"
"611","X.1538.CL57","X-1538","RNASeq_FPKM"
"612","X.1538.enib","X-1538","RNASeq_FPKM"
"613","X.1538.LE11","X-1538","RNASeq_FPKM"
"614","X.1538.uned","X-1538","RNASeq_FPKM"
"893","X.1855.5FFU","X-1855","RNASeq_FPKM"
"894","X.1855.biib","X-1855","RNASeq_FPKM"
"895","X.1855.BK20","X-1855","RNASeq_FPKM"
"896","X.1855.BK20.LJ49","X-1855","RNASeq_FPKM"
"897","X.1855.BY19","X-1855","RNASeq_FPKM"
"898","X.1855.BY19.biib","X-1855","RNASeq_FPKM"
"899","X.1855.BY19.ceab","X-1855","RNASeq_FPKM"
"900","X.1855.BY19.ceab.enib","X-1855","RNASeq_FPKM"
"901","X.1855.BY19.enib","X-1855","RNASeq_FPKM"
"902","X.1855.BY19.LJ16","X-1855","RNASeq_FPKM"
"903","X.1855.ceab","X-1855","RNASeq_FPKM"
"904","X.1855.ceab.enib","X-1855","RNASeq_FPKM"
"905","X.1855.CG97","X-1855","RNASeq_FPKM"
"906","X.1855.CK20","X-1855","RNASeq_FPKM"
"907","X.1855.enib","X-1855","RNASeq_FPKM"
"908","X.1855.HD01","X-1855","RNASeq_FPKM"
"909","X.1855.LE11","X-1855","RNASeq_FPKM"
"910","X.1855.LF27.biib","X-1855","RNASeq_FPKM"
"911","X.1855.LJ49","X-1855","RNASeq_FPKM"
"912","X.1855.LK36","X-1855","RNASeq_FPKM"
"913","X.1855.uned","X-1855","RNASeq_FPKM"
"1228","X.2145.5FFU","X-2145","RNASeq_FPKM"
"1229","X.2145.biib","X-2145","RNASeq_FPKM"
"1230","X.2145.BK20","X-2145","RNASeq_FPKM"
"1231","X.2145.BK20.LJ49","X-2145","RNASeq_FPKM"
"1232","X.2145.BY19","X-2145","RNASeq_FPKM"
"1233","X.2145.BY19.biib","X-2145","RNASeq_FPKM"
"1234","X.2145.BY19.ceab","X-2145","RNASeq_FPKM"
"1235","X.2145.BY19.ceab.enib","X-2145","RNASeq_FPKM"
"1236","X.2145.BY19.enib","X-2145","RNASeq_FPKM"
"1237","X.2145.BY19.LJ16","X-2145","RNASeq_FPKM"
"1238","X.2145.ceab","X-2145","RNASeq_FPKM"
"1239","X.2145.ceab.enib","X-2145","RNASeq_FPKM"
"1240","X.2145.CG97","X-2145","RNASeq_FPKM"
"1241","X.2145.CK20","X-2145","RNASeq_FPKM"
"1242","X.2145.CL57","X-2145","RNASeq_FPKM"
"1243","X.2145.enib","X-2145","RNASeq_FPKM"
"1244","X.2145.HD01","X-2145","RNASeq_FPKM"
"1245","X.2145.LE11","X-2145","RNASeq_FPKM"
"1246","X.2145.LF27.biib","X-2145","RNASeq_FPKM"
"1247","X.2145.LJ49","X-2145","RNASeq_FPKM"
"1248","X.2145.LK36","X-2145","RNASeq_FPKM"
"1249","X.2145.uned","X-2145","RNASeq_FPKM"
"1267","X.2182.5FFU","X-2182","RNASeq_FPKM"
"1268","X.2182.biib","X-2182","RNASeq_FPKM"
"1269","X.2182.BK20","X-2182","RNASeq_FPKM"
"1270","X.2182.BK20.LJ49","X-2182","RNASeq_FPKM"
"1271","X.2182.BY19","X-2182","RNASeq_FPKM"
"1272","X.2182.BY19.biib","X-2182","RNASeq_FPKM"
"1273","X.2182.BY19.ceab","X-2182","RNASeq_FPKM"
"1274","X.2182.BY19.ceab.enib","X-2182","RNASeq_FPKM"
"1275","X.2182.BY19.enib","X-2182","RNASeq_FPKM"
"1276","X.2182.BY19.LJ16","X-2182","RNASeq_FPKM"
"1277","X.2182.ceab","X-2182","RNASeq_FPKM"
"1278","X.2182.ceab.enib","X-2182","RNASeq_FPKM"
"1279","X.2182.CG97","X-2182","RNASeq_FPKM"
"1280","X.2182.CK20","X-2182","RNASeq_FPKM"
"1281","X.2182.CL57","X-2182","RNASeq_FPKM"
"1282","X.2182.enib","X-2182","RNASeq_FPKM"
"1283","X.2182.HD01","X-2182","RNASeq_FPKM"
"1284","X.2182.LE11","X-2182","RNASeq_FPKM"
"1285","X.2182.LF27.biib","X-2182","RNASeq_FPKM"
"1286","X.2182.LJ49","X-2182","RNASeq_FPKM"
"1287","X.2182.LK36","X-2182","RNASeq_FPKM"
"1288","X.2182.uned","X-2182","RNASeq_FPKM"
"1310","X.2239.5FFU","X-2239","RNASeq_FPKM"
"1311","X.2239.biib","X-2239","RNASeq_FPKM"
"1312","X.2239.BK20.LJ49","X-2239","RNASeq_FPKM"
"1313","X.2239.BY19","X-2239","RNASeq_FPKM"
"1314","X.2239.BY19.biib","X-2239","RNASeq_FPKM"
"1315","X.2239.BY19.ceab","X-2239","RNASeq_FPKM"
"1316","X.2239.BY19.ceab.enib","X-2239","RNASeq_FPKM"
"1317","X.2239.BY19.enib","X-2239","RNASeq_FPKM"
"1318","X.2239.ceab","X-2239","RNASeq_FPKM"
"1319","X.2239.ceab.enib","X-2239","RNASeq_FPKM"
"1320","X.2239.CL57","X-2239","RNASeq_FPKM"
"1321","X.2239.enib","X-2239","RNASeq_FPKM"
"1322","X.2239.LE11","X-2239","RNASeq_FPKM"
"1323","X.2239.LF27.biib","X-2239","RNASeq_FPKM"
"1324","X.2239.LJ49","X-2239","RNASeq_FPKM"
"1325","X.2239.uned","X-2239","RNASeq_FPKM"
"1419","X.2374.5FFU","X-2374","RNASeq_FPKM"
"1420","X.2374.biib","X-2374","RNASeq_FPKM"
"1421","X.2374.BK20","X-2374","RNASeq_FPKM"
"1422","X.2374.BK20.LJ49","X-2374","RNASeq_FPKM"
"1423","X.2374.BY19","X-2374","RNASeq_FPKM"
"1424","X.2374.BY19.biib","X-2374","RNASeq_FPKM"
"1425","X.2374.BY19.ceab","X-2374","RNASeq_FPKM"
"1426","X.2374.BY19.ceab.enib","X-2374","RNASeq_FPKM"
"1427","X.2374.BY19.enib","X-2374","RNASeq_FPKM"
"1428","X.2374.BY19.LJ16","X-2374","RNASeq_FPKM"
"1429","X.2374.ceab","X-2374","RNASeq_FPKM"
"1430","X.2374.ceab.enib","X-2374","RNASeq_FPKM"
"1431","X.2374.CK20","X-2374","RNASeq_FPKM"
"1432","X.2374.CL57","X-2374","RNASeq_FPKM"
"1433","X.2374.enib","X-2374","RNASeq_FPKM"
"1434","X.2374.HD01","X-2374","RNASeq_FPKM"
"1435","X.2374.LE11","X-2374","RNASeq_FPKM"
"1436","X.2374.LF27.biib","X-2374","RNASeq_FPKM"
"1437","X.2374.LJ49","X-2374","RNASeq_FPKM"
"1438","X.2374.LK36","X-2374","RNASeq_FPKM"
"1439","X.2374.uned","X-2374","RNASeq_FPKM"
"1440","X.2403.5FFU","X-2403","RNASeq_FPKM"
"1441","X.2403.biib","X-2403","RNASeq_FPKM"
"1442","X.2403.BK20","X-2403","RNASeq_FPKM"
"1443","X.2403.BK20.LJ49","X-2403","RNASeq_FPKM"
"1444","X.2403.BY19","X-2403","RNASeq_FPKM"
"1445","X.2403.BY19.biib","X-2403","RNASeq_FPKM"
"1446","X.2403.BY19.ceab","X-2403","RNASeq_FPKM"
"1447","X.2403.BY19.ceab.enib","X-2403","RNASeq_FPKM"
"1448","X.2403.BY19.enib","X-2403","RNASeq_FPKM"
"1449","X.2403.BY19.LJ16","X-2403","RNASeq_FPKM"
"1450","X.2403.ceab","X-2403","RNASeq_FPKM"
"1451","X.2403.ceab.enib","X-2403","RNASeq_FPKM"
"1452","X.2403.CG97","X-2403","RNASeq_FPKM"
"1453","X.2403.CK20","X-2403","RNASeq_FPKM"
"1454","X.2403.CL57","X-2403","RNASeq_FPKM"
"1455","X.2403.enib","X-2403","RNASeq_FPKM"
"1456","X.2403.HD01","X-2403","RNASeq_FPKM"
"1457","X.2403.LE11","X-2403","RNASeq_FPKM"
"1458","X.2403.LJ49","X-2403","RNASeq_FPKM"
"1459","X.2403.LK36","X-2403","RNASeq_FPKM"
"1460","X.2403.uned","X-2403","RNASeq_FPKM"
"1493","X.2483.5FFU","X-2483","RNASeq_FPKM"
"1494","X.2483.biib","X-2483","RNASeq_FPKM"
"1495","X.2483.BK20","X-2483","RNASeq_FPKM"
"1496","X.2483.BK20.LJ49","X-2483","RNASeq_FPKM"
"1497","X.2483.BY19","X-2483","RNASeq_FPKM"
"1498","X.2483.BY19.biib","X-2483","RNASeq_FPKM"
"1499","X.2483.BY19.ceab","X-2483","RNASeq_FPKM"
"1500","X.2483.BY19.ceab.enib","X-2483","RNASeq_FPKM"
"1501","X.2483.BY19.enib","X-2483","RNASeq_FPKM"
"1502","X.2483.BY19.LJ16","X-2483","RNASeq_FPKM"
"1503","X.2483.ceab","X-2483","RNASeq_FPKM"
"1504","X.2483.ceab.enib","X-2483","RNASeq_FPKM"
"1505","X.2483.CG97","X-2483","RNASeq_FPKM"
"1506","X.2483.CK20","X-2483","RNASeq_FPKM"
"1507","X.2483.CL57","X-2483","RNASeq_FPKM"
"1508","X.2483.enib","X-2483","RNASeq_FPKM"
"1509","X.2483.HD01","X-2483","RNASeq_FPKM"
"1510","X.2483.LE11","X-2483","RNASeq_FPKM"
"1511","X.2483.LF27.biib","X-2483","RNASeq_FPKM"
"1512","X.2483.LJ49","X-2483","RNASeq_FPKM"
"1513","X.2483.LK36","X-2483","RNASeq_FPKM"
"1514","X.2483.uned","X-2483","RNASeq_FPKM"
"1515","X.2484.5FFU","X-2484","RNASeq_FPKM"
"1516","X.2484.biib","X-2484","RNASeq_FPKM"
"1517","X.2484.BK20","X-2484","RNASeq_FPKM"
"1518","X.2484.BK20.LJ49","X-2484","RNASeq_FPKM"
"1519","X.2484.BY19","X-2484","RNASeq_FPKM"
"1520","X.2484.BY19.biib","X-2484","RNASeq_FPKM"
"1521","X.2484.BY19.ceab","X-2484","RNASeq_FPKM"
"1522","X.2484.BY19.ceab.enib","X-2484","RNASeq_FPKM"
"1523","X.2484.BY19.enib","X-2484","RNASeq_FPKM"
"1524","X.2484.BY19.LJ16","X-2484","RNASeq_FPKM"
"1525","X.2484.ceab","X-2484","RNASeq_FPKM"
"1526","X.2484.ceab.enib","X-2484","RNASeq_FPKM"
"1527","X.2484.CG97","X-2484","RNASeq_FPKM"
"1528","X.2484.CK20","X-2484","RNASeq_FPKM"
"1529","X.2484.CL57","X-2484","RNASeq_FPKM"
"1530","X.2484.enib","X-2484","RNASeq_FPKM"
"1531","X.2484.HD01","X-2484","RNASeq_FPKM"
"1532","X.2484.LE11","X-2484","RNASeq_FPKM"
"1533","X.2484.LJ49","X-2484","RNASeq_FPKM"
"1534","X.2484.LK36","X-2484","RNASeq_FPKM"
"1535","X.2484.uned","X-2484","RNASeq_FPKM"
"1558","X.2514.LF27.biib","X-2514","RNASeq_FPKM"
