"","batch.name","model.id","type"
"43","X-1172.BGJ398","X.1172.BG98","treatment"
"44","X-1172.BGJ398","X.1172.uned","control"
"45","X-1172.binimetinib","X.1172.biib","treatment"
"46","X-1172.binimetinib","X.1172.uned","control"
"47","X-1172.BKM120","X.1172.BK20","treatment"
"48","X-1172.BKM120","X.1172.uned","control"
"49","X-1172.BKM120 + binimetinib","X.1172.BK20.biib","treatment"
"50","X-1172.BKM120 + binimetinib","X.1172.uned","control"
"51","X-1172.BYL719","X.1172.BY19","treatment"
"52","X-1172.BYL719","X.1172.uned","control"
"53","X-1172.BYL719 + LGH447","X.1172.BY19.LG47","treatment"
"54","X-1172.BYL719 + LGH447","X.1172.uned","control"
"55","X-1172.BYL719 + LJM716","X.1172.BY19.LJ16","treatment"
"56","X-1172.BYL719 + LJM716","X.1172.uned","control"
"57","X-1172.cetuximab","X.1172.ceab","treatment"
"58","X-1172.cetuximab","X.1172.uned","control"
"59","X-1172.CGM097","X.1172.CG97","treatment"
"60","X-1172.CGM097","X.1172.uned","control"
"61","X-1172.CKX620","X.1172.CK20","treatment"
"62","X-1172.CKX620","X.1172.uned","control"
"63","X-1172.CLR457","X.1172.CL57","treatment"
"64","X-1172.CLR457","X.1172.uned","control"
"65","X-1172.erlotinib","X.1172.erib","treatment"
"66","X-1172.erlotinib","X.1172.uned","control"
"67","X-1172.HDM201","X.1172.HD01","treatment"
"68","X-1172.HDM201","X.1172.uned","control"
"69","X-1172.HSP990","X.1172.HS90","treatment"
"70","X-1172.HSP990","X.1172.uned","control"
"71","X-1172.INC280","X.1172.IN80","treatment"
"72","X-1172.INC280","X.1172.uned","control"
"73","X-1172.LCL161 + paclitaxel","X.1172.LC61.pael","treatment"
"74","X-1172.LCL161 + paclitaxel","X.1172.uned","control"
"75","X-1172.LEE011","X.1172.LE11","treatment"
"76","X-1172.LEE011","X.1172.uned","control"
"77","X-1172.LFW527 + binimetinib","X.1172.LF27.biib","treatment"
"78","X-1172.LFW527 + binimetinib","X.1172.uned","control"
"79","X-1172.LGH447","X.1172.LG47","treatment"
"80","X-1172.LGH447","X.1172.uned","control"
"81","X-1172.LLM871","X.1172.LL71","treatment"
"82","X-1172.LLM871","X.1172.uned","control"
"83","X-1172.paclitaxel","X.1172.pael","treatment"
"84","X-1172.paclitaxel","X.1172.uned","control"
"85","X-1189.BGJ398","X.1189.BG98","treatment"
"86","X-1189.BGJ398","X.1189.uned","control"
"87","X-1189.binimetinib","X.1189.biib","treatment"
"88","X-1189.binimetinib","X.1189.uned","control"
"89","X-1189.BKM120","X.1189.BK20","treatment"
"90","X-1189.BKM120","X.1189.uned","control"
"91","X-1189.BKM120 + binimetinib","X.1189.BK20.biib","treatment"
"92","X-1189.BKM120 + binimetinib","X.1189.uned","control"
"93","X-1189.BYL719","X.1189.BY19","treatment"
"94","X-1189.BYL719","X.1189.uned","control"
"95","X-1189.BYL719 + LGH447","X.1189.BY19.LG47","treatment"
"96","X-1189.BYL719 + LGH447","X.1189.uned","control"
"97","X-1189.BYL719 + LJM716","X.1189.BY19.LJ16","treatment"
"98","X-1189.BYL719 + LJM716","X.1189.uned","control"
"99","X-1189.cetuximab","X.1189.ceab","treatment"
"100","X-1189.cetuximab","X.1189.uned","control"
"101","X-1189.CGM097","X.1189.CG97","treatment"
"102","X-1189.CGM097","X.1189.uned","control"
"103","X-1189.CKX620","X.1189.CK20","treatment"
"104","X-1189.CKX620","X.1189.uned","control"
"105","X-1189.CLR457","X.1189.CL57","treatment"
"106","X-1189.CLR457","X.1189.uned","control"
"107","X-1189.erlotinib","X.1189.erib","treatment"
"108","X-1189.erlotinib","X.1189.uned","control"
"109","X-1189.HDM201","X.1189.HD01","treatment"
"110","X-1189.HDM201","X.1189.uned","control"
"111","X-1189.HSP990","X.1189.HS90","treatment"
"112","X-1189.HSP990","X.1189.uned","control"
"113","X-1189.INC280","X.1189.IN80","treatment"
"114","X-1189.INC280","X.1189.uned","control"
"115","X-1189.LCL161 + paclitaxel","X.1189.LC61.pael","treatment"
"116","X-1189.LCL161 + paclitaxel","X.1189.uned","control"
"117","X-1189.LEE011","X.1189.LE11","treatment"
"118","X-1189.LEE011","X.1189.uned","control"
"119","X-1189.LGH447","X.1189.LG47","treatment"
"120","X-1189.LGH447","X.1189.uned","control"
"121","X-1189.LLM871","X.1189.LL71","treatment"
"122","X-1189.LLM871","X.1189.uned","control"
"123","X-1189.paclitaxel","X.1189.pael","treatment"
"124","X-1189.paclitaxel","X.1189.uned","control"
"125","X-1228.BGJ398","X.1228.BG98","treatment"
"126","X-1228.BGJ398","X.1228.uned","control"
"127","X-1228.binimetinib","X.1228.biib","treatment"
"128","X-1228.binimetinib","X.1228.uned","control"
"129","X-1228.BKM120","X.1228.BK20","treatment"
"130","X-1228.BKM120","X.1228.uned","control"
"131","X-1228.BKM120 + binimetinib","X.1228.BK20.biib","treatment"
"132","X-1228.BKM120 + binimetinib","X.1228.uned","control"
"133","X-1228.BYL719","X.1228.BY19","treatment"
"134","X-1228.BYL719","X.1228.uned","control"
"135","X-1228.BYL719 + LGH447","X.1228.BY19.LG47","treatment"
"136","X-1228.BYL719 + LGH447","X.1228.uned","control"
"137","X-1228.BYL719 + LJM716","X.1228.BY19.LJ16","treatment"
"138","X-1228.BYL719 + LJM716","X.1228.uned","control"
"139","X-1228.cetuximab","X.1228.ceab","treatment"
"140","X-1228.cetuximab","X.1228.uned","control"
"141","X-1228.CGM097","X.1228.CG97","treatment"
"142","X-1228.CGM097","X.1228.uned","control"
"143","X-1228.CKX620","X.1228.CK20","treatment"
"144","X-1228.CKX620","X.1228.uned","control"
"145","X-1228.CLR457","X.1228.CL57","treatment"
"146","X-1228.CLR457","X.1228.uned","control"
"147","X-1228.erlotinib","X.1228.erib","treatment"
"148","X-1228.erlotinib","X.1228.uned","control"
"149","X-1228.HDM201","X.1228.HD01","treatment"
"150","X-1228.HDM201","X.1228.uned","control"
"151","X-1228.HSP990","X.1228.HS90","treatment"
"152","X-1228.HSP990","X.1228.uned","control"
"153","X-1228.INC280","X.1228.IN80","treatment"
"154","X-1228.INC280","X.1228.uned","control"
"155","X-1228.LCL161 + paclitaxel","X.1228.LC61.pael","treatment"
"156","X-1228.LCL161 + paclitaxel","X.1228.uned","control"
"157","X-1228.LEE011","X.1228.LE11","treatment"
"158","X-1228.LEE011","X.1228.uned","control"
"159","X-1228.LFW527 + binimetinib","X.1228.LF27.biib","treatment"
"160","X-1228.LFW527 + binimetinib","X.1228.uned","control"
"161","X-1228.LGH447","X.1228.LG47","treatment"
"162","X-1228.LGH447","X.1228.uned","control"
"163","X-1228.LLM871","X.1228.LL71","treatment"
"164","X-1228.LLM871","X.1228.uned","control"
"165","X-1228.paclitaxel","X.1228.pael","treatment"
"166","X-1228.paclitaxel","X.1228.uned","control"
"167","X-1323.BGJ398","X.1323.BG98","treatment"
"168","X-1323.BGJ398","X.1323.uned","control"
"169","X-1323.binimetinib","X.1323.biib","treatment"
"170","X-1323.binimetinib","X.1323.uned","control"
"171","X-1323.BKM120","X.1323.BK20","treatment"
"172","X-1323.BKM120","X.1323.uned","control"
"173","X-1323.BKM120 + binimetinib","X.1323.BK20.biib","treatment"
"174","X-1323.BKM120 + binimetinib","X.1323.uned","control"
"175","X-1323.BYL719","X.1323.BY19","treatment"
"176","X-1323.BYL719","X.1323.uned","control"
"177","X-1323.BYL719 + LGH447","X.1323.BY19.LG47","treatment"
"178","X-1323.BYL719 + LGH447","X.1323.uned","control"
"179","X-1323.BYL719 + LJM716","X.1323.BY19.LJ16","treatment"
"180","X-1323.BYL719 + LJM716","X.1323.uned","control"
"181","X-1323.cetuximab","X.1323.ceab","treatment"
"182","X-1323.cetuximab","X.1323.uned","control"
"183","X-1323.CGM097","X.1323.CG97","treatment"
"184","X-1323.CGM097","X.1323.uned","control"
"185","X-1323.CKX620","X.1323.CK20","treatment"
"186","X-1323.CKX620","X.1323.uned","control"
"187","X-1323.CLR457","X.1323.CL57","treatment"
"188","X-1323.CLR457","X.1323.uned","control"
"189","X-1323.erlotinib","X.1323.erib","treatment"
"190","X-1323.erlotinib","X.1323.uned","control"
"191","X-1323.HDM201","X.1323.HD01","treatment"
"192","X-1323.HDM201","X.1323.uned","control"
"193","X-1323.HSP990","X.1323.HS90","treatment"
"194","X-1323.HSP990","X.1323.uned","control"
"195","X-1323.INC280","X.1323.IN80","treatment"
"196","X-1323.INC280","X.1323.uned","control"
"197","X-1323.LCL161 + paclitaxel","X.1323.LC61.pael","treatment"
"198","X-1323.LCL161 + paclitaxel","X.1323.uned","control"
"199","X-1323.LEE011","X.1323.LE11","treatment"
"200","X-1323.LEE011","X.1323.uned","control"
"201","X-1323.LFW527 + binimetinib","X.1323.LF27.biib","treatment"
"202","X-1323.LFW527 + binimetinib","X.1323.uned","control"
"203","X-1323.LGH447","X.1323.LG47","treatment"
"204","X-1323.LGH447","X.1323.uned","control"
"205","X-1323.LLM871","X.1323.LL71","treatment"
"206","X-1323.LLM871","X.1323.uned","control"
"207","X-1323.paclitaxel","X.1323.pael","treatment"
"208","X-1323.paclitaxel","X.1323.uned","control"
"209","X-1442.BGJ398","X.1442.BG98","treatment"
"210","X-1442.BGJ398","X.1442.uned","control"
"211","X-1442.binimetinib","X.1442.biib","treatment"
"212","X-1442.binimetinib","X.1442.uned","control"
"213","X-1442.BKM120","X.1442.BK20","treatment"
"214","X-1442.BKM120","X.1442.uned","control"
"215","X-1442.BKM120 + binimetinib","X.1442.BK20.biib","treatment"
"216","X-1442.BKM120 + binimetinib","X.1442.uned","control"
"217","X-1442.BYL719","X.1442.BY19","treatment"
"218","X-1442.BYL719","X.1442.uned","control"
"219","X-1442.BYL719 + LGH447","X.1442.BY19.LG47","treatment"
"220","X-1442.BYL719 + LGH447","X.1442.uned","control"
"221","X-1442.BYL719 + LJM716","X.1442.BY19.LJ16","treatment"
"222","X-1442.BYL719 + LJM716","X.1442.uned","control"
"223","X-1442.cetuximab","X.1442.ceab","treatment"
"224","X-1442.cetuximab","X.1442.uned","control"
"225","X-1442.CGM097","X.1442.CG97","treatment"
"226","X-1442.CGM097","X.1442.uned","control"
"227","X-1442.CKX620","X.1442.CK20","treatment"
"228","X-1442.CKX620","X.1442.uned","control"
"229","X-1442.CLR457","X.1442.CL57","treatment"
"230","X-1442.CLR457","X.1442.uned","control"
"231","X-1442.erlotinib","X.1442.erib","treatment"
"232","X-1442.erlotinib","X.1442.uned","control"
"233","X-1442.HDM201","X.1442.HD01","treatment"
"234","X-1442.HDM201","X.1442.uned","control"
"235","X-1442.HSP990","X.1442.HS90","treatment"
"236","X-1442.HSP990","X.1442.uned","control"
"237","X-1442.INC280","X.1442.IN80","treatment"
"238","X-1442.INC280","X.1442.uned","control"
"239","X-1442.LCL161 + paclitaxel","X.1442.LC61.pael","treatment"
"240","X-1442.LCL161 + paclitaxel","X.1442.uned","control"
"241","X-1442.LEE011","X.1442.LE11","treatment"
"242","X-1442.LEE011","X.1442.uned","control"
"243","X-1442.LGH447","X.1442.LG47","treatment"
"244","X-1442.LGH447","X.1442.uned","control"
"245","X-1442.LLM871","X.1442.LL71","treatment"
"246","X-1442.LLM871","X.1442.uned","control"
"247","X-1442.paclitaxel","X.1442.pael","treatment"
"248","X-1442.paclitaxel","X.1442.uned","control"
"249","X-1499.BGJ398","X.1499.BG98","treatment"
"250","X-1499.BGJ398","X.1499.uned","control"
"251","X-1499.binimetinib","X.1499.biib","treatment"
"252","X-1499.binimetinib","X.1499.uned","control"
"253","X-1499.BKM120","X.1499.BK20","treatment"
"254","X-1499.BKM120","X.1499.uned","control"
"255","X-1499.BKM120 + binimetinib","X.1499.BK20.biib","treatment"
"256","X-1499.BKM120 + binimetinib","X.1499.uned","control"
"257","X-1499.BYL719","X.1499.BY19","treatment"
"258","X-1499.BYL719","X.1499.uned","control"
"259","X-1499.BYL719 + LGH447","X.1499.BY19.LG47","treatment"
"260","X-1499.BYL719 + LGH447","X.1499.uned","control"
"261","X-1499.BYL719 + LJM716","X.1499.BY19.LJ16","treatment"
"262","X-1499.BYL719 + LJM716","X.1499.uned","control"
"263","X-1499.cetuximab","X.1499.ceab","treatment"
"264","X-1499.cetuximab","X.1499.uned","control"
"265","X-1499.CGM097","X.1499.CG97","treatment"
"266","X-1499.CGM097","X.1499.uned","control"
"267","X-1499.CKX620","X.1499.CK20","treatment"
"268","X-1499.CKX620","X.1499.uned","control"
"269","X-1499.CLR457","X.1499.CL57","treatment"
"270","X-1499.CLR457","X.1499.uned","control"
"271","X-1499.erlotinib","X.1499.erib","treatment"
"272","X-1499.erlotinib","X.1499.uned","control"
"273","X-1499.HDM201","X.1499.HD01","treatment"
"274","X-1499.HDM201","X.1499.uned","control"
"275","X-1499.HSP990","X.1499.HS90","treatment"
"276","X-1499.HSP990","X.1499.uned","control"
"277","X-1499.INC280","X.1499.IN80","treatment"
"278","X-1499.INC280","X.1499.uned","control"
"279","X-1499.LCL161 + paclitaxel","X.1499.LC61.pael","treatment"
"280","X-1499.LCL161 + paclitaxel","X.1499.uned","control"
"281","X-1499.LEE011","X.1499.LE11","treatment"
"282","X-1499.LEE011","X.1499.uned","control"
"283","X-1499.LFW527 + binimetinib","X.1499.LF27.biib","treatment"
"284","X-1499.LFW527 + binimetinib","X.1499.uned","control"
"285","X-1499.LGH447","X.1499.LG47","treatment"
"286","X-1499.LGH447","X.1499.uned","control"
"287","X-1499.LLM871","X.1499.LL71","treatment"
"288","X-1499.LLM871","X.1499.uned","control"
"289","X-1499.paclitaxel","X.1499.pael","treatment"
"290","X-1499.paclitaxel","X.1499.uned","control"
"291","X-1586.BGJ398","X.1586.BG98","treatment"
"292","X-1586.BGJ398","X.1586.uned","control"
"293","X-1586.binimetinib","X.1586.biib","treatment"
"294","X-1586.binimetinib","X.1586.uned","control"
"295","X-1586.BKM120","X.1586.BK20","treatment"
"296","X-1586.BKM120","X.1586.uned","control"
"297","X-1586.BKM120 + binimetinib","X.1586.BK20.biib","treatment"
"298","X-1586.BKM120 + binimetinib","X.1586.uned","control"
"299","X-1586.BYL719","X.1586.BY19","treatment"
"300","X-1586.BYL719","X.1586.uned","control"
"301","X-1586.BYL719 + LGH447","X.1586.BY19.LG47","treatment"
"302","X-1586.BYL719 + LGH447","X.1586.uned","control"
"303","X-1586.BYL719 + LJM716","X.1586.BY19.LJ16","treatment"
"304","X-1586.BYL719 + LJM716","X.1586.uned","control"
"305","X-1586.cetuximab","X.1586.ceab","treatment"
"306","X-1586.cetuximab","X.1586.uned","control"
"307","X-1586.CGM097","X.1586.CG97","treatment"
"308","X-1586.CGM097","X.1586.uned","control"
"309","X-1586.CKX620","X.1586.CK20","treatment"
"310","X-1586.CKX620","X.1586.uned","control"
"311","X-1586.CLR457","X.1586.CL57","treatment"
"312","X-1586.CLR457","X.1586.uned","control"
"313","X-1586.erlotinib","X.1586.erib","treatment"
"314","X-1586.erlotinib","X.1586.uned","control"
"315","X-1586.HDM201","X.1586.HD01","treatment"
"316","X-1586.HDM201","X.1586.uned","control"
"317","X-1586.HSP990","X.1586.HS90","treatment"
"318","X-1586.HSP990","X.1586.uned","control"
"319","X-1586.INC280","X.1586.IN80","treatment"
"320","X-1586.INC280","X.1586.uned","control"
"321","X-1586.LCL161 + paclitaxel","X.1586.LC61.pael","treatment"
"322","X-1586.LCL161 + paclitaxel","X.1586.uned","control"
"323","X-1586.LEE011","X.1586.LE11","treatment"
"324","X-1586.LEE011","X.1586.uned","control"
"325","X-1586.LFW527 + binimetinib","X.1586.LF27.biib","treatment"
"326","X-1586.LFW527 + binimetinib","X.1586.uned","control"
"327","X-1586.LGH447","X.1586.LG47","treatment"
"328","X-1586.LGH447","X.1586.uned","control"
"329","X-1586.LLM871","X.1586.LL71","treatment"
"330","X-1586.LLM871","X.1586.uned","control"
"331","X-1586.paclitaxel","X.1586.pael","treatment"
"332","X-1586.paclitaxel","X.1586.uned","control"
"333","X-1658.BGJ398","X.1658.BG98","treatment"
"334","X-1658.BGJ398","X.1658.uned","control"
"335","X-1658.binimetinib","X.1658.biib","treatment"
"336","X-1658.binimetinib","X.1658.uned","control"
"337","X-1658.BKM120","X.1658.BK20","treatment"
"338","X-1658.BKM120","X.1658.uned","control"
"339","X-1658.BKM120 + binimetinib","X.1658.BK20.biib","treatment"
"340","X-1658.BKM120 + binimetinib","X.1658.uned","control"
"341","X-1658.BYL719","X.1658.BY19","treatment"
"342","X-1658.BYL719","X.1658.uned","control"
"343","X-1658.BYL719 + LGH447","X.1658.BY19.LG47","treatment"
"344","X-1658.BYL719 + LGH447","X.1658.uned","control"
"345","X-1658.BYL719 + LJM716","X.1658.BY19.LJ16","treatment"
"346","X-1658.BYL719 + LJM716","X.1658.uned","control"
"347","X-1658.cetuximab","X.1658.ceab","treatment"
"348","X-1658.cetuximab","X.1658.uned","control"
"349","X-1658.CGM097","X.1658.CG97","treatment"
"350","X-1658.CGM097","X.1658.uned","control"
"351","X-1658.CKX620","X.1658.CK20","treatment"
"352","X-1658.CKX620","X.1658.uned","control"
"353","X-1658.CLR457","X.1658.CL57","treatment"
"354","X-1658.CLR457","X.1658.uned","control"
"355","X-1658.erlotinib","X.1658.erib","treatment"
"356","X-1658.erlotinib","X.1658.uned","control"
"357","X-1658.HDM201","X.1658.HD01","treatment"
"358","X-1658.HDM201","X.1658.uned","control"
"359","X-1658.HSP990","X.1658.HS90","treatment"
"360","X-1658.HSP990","X.1658.uned","control"
"361","X-1658.INC280","X.1658.IN80","treatment"
"362","X-1658.INC280","X.1658.uned","control"
"363","X-1658.LCL161 + paclitaxel","X.1658.LC61.pael","treatment"
"364","X-1658.LCL161 + paclitaxel","X.1658.uned","control"
"365","X-1658.LEE011","X.1658.LE11","treatment"
"366","X-1658.LEE011","X.1658.uned","control"
"367","X-1658.LFW527 + binimetinib","X.1658.LF27.biib","treatment"
"368","X-1658.LFW527 + binimetinib","X.1658.uned","control"
"369","X-1658.LGH447","X.1658.LG47","treatment"
"370","X-1658.LGH447","X.1658.uned","control"
"371","X-1658.LLM871","X.1658.LL71","treatment"
"372","X-1658.LLM871","X.1658.uned","control"
"373","X-1658.paclitaxel","X.1658.pael","treatment"
"374","X-1658.paclitaxel","X.1658.uned","control"
"375","X-1683.BGJ398","X.1683.BG98","treatment"
"376","X-1683.BGJ398","X.1683.uned","control"
"377","X-1683.binimetinib","X.1683.biib","treatment"
"378","X-1683.binimetinib","X.1683.uned","control"
"379","X-1683.BKM120","X.1683.BK20","treatment"
"380","X-1683.BKM120","X.1683.uned","control"
"381","X-1683.BKM120 + binimetinib","X.1683.BK20.biib","treatment"
"382","X-1683.BKM120 + binimetinib","X.1683.uned","control"
"383","X-1683.BYL719","X.1683.BY19","treatment"
"384","X-1683.BYL719","X.1683.uned","control"
"385","X-1683.BYL719 + LGH447","X.1683.BY19.LG47","treatment"
"386","X-1683.BYL719 + LGH447","X.1683.uned","control"
"387","X-1683.BYL719 + LJM716","X.1683.BY19.LJ16","treatment"
"388","X-1683.BYL719 + LJM716","X.1683.uned","control"
"389","X-1683.cetuximab","X.1683.ceab","treatment"
"390","X-1683.cetuximab","X.1683.uned","control"
"391","X-1683.CGM097","X.1683.CG97","treatment"
"392","X-1683.CGM097","X.1683.uned","control"
"393","X-1683.CKX620","X.1683.CK20","treatment"
"394","X-1683.CKX620","X.1683.uned","control"
"395","X-1683.CLR457","X.1683.CL57","treatment"
"396","X-1683.CLR457","X.1683.uned","control"
"397","X-1683.erlotinib","X.1683.erib","treatment"
"398","X-1683.erlotinib","X.1683.uned","control"
"399","X-1683.HDM201","X.1683.HD01","treatment"
"400","X-1683.HDM201","X.1683.uned","control"
"401","X-1683.HSP990","X.1683.HS90","treatment"
"402","X-1683.HSP990","X.1683.uned","control"
"403","X-1683.INC280","X.1683.IN80","treatment"
"404","X-1683.INC280","X.1683.uned","control"
"405","X-1683.LCL161 + paclitaxel","X.1683.LC61.pael","treatment"
"406","X-1683.LCL161 + paclitaxel","X.1683.uned","control"
"407","X-1683.LEE011","X.1683.LE11","treatment"
"408","X-1683.LEE011","X.1683.uned","control"
"409","X-1683.LGH447","X.1683.LG47","treatment"
"410","X-1683.LGH447","X.1683.uned","control"
"411","X-1683.LLM871","X.1683.LL71","treatment"
"412","X-1683.LLM871","X.1683.uned","control"
"413","X-1683.paclitaxel","X.1683.pael","treatment"
"414","X-1683.paclitaxel","X.1683.uned","control"
"415","X-1725.BGJ398","X.1725.BG98","treatment"
"416","X-1725.BGJ398","X.1725.uned","control"
"417","X-1725.binimetinib","X.1725.biib","treatment"
"418","X-1725.binimetinib","X.1725.uned","control"
"419","X-1725.BKM120","X.1725.BK20","treatment"
"420","X-1725.BKM120","X.1725.uned","control"
"421","X-1725.BKM120 + binimetinib","X.1725.BK20.biib","treatment"
"422","X-1725.BKM120 + binimetinib","X.1725.uned","control"
"423","X-1725.BYL719","X.1725.BY19","treatment"
"424","X-1725.BYL719","X.1725.uned","control"
"425","X-1725.BYL719 + LGH447","X.1725.BY19.LG47","treatment"
"426","X-1725.BYL719 + LGH447","X.1725.uned","control"
"427","X-1725.BYL719 + LJM716","X.1725.BY19.LJ16","treatment"
"428","X-1725.BYL719 + LJM716","X.1725.uned","control"
"429","X-1725.cetuximab","X.1725.ceab","treatment"
"430","X-1725.cetuximab","X.1725.uned","control"
"431","X-1725.CGM097","X.1725.CG97","treatment"
"432","X-1725.CGM097","X.1725.uned","control"
"433","X-1725.CKX620","X.1725.CK20","treatment"
"434","X-1725.CKX620","X.1725.uned","control"
"435","X-1725.CLR457","X.1725.CL57","treatment"
"436","X-1725.CLR457","X.1725.uned","control"
"437","X-1725.erlotinib","X.1725.erib","treatment"
"438","X-1725.erlotinib","X.1725.uned","control"
"439","X-1725.HDM201","X.1725.HD01","treatment"
"440","X-1725.HDM201","X.1725.uned","control"
"441","X-1725.HSP990","X.1725.HS90","treatment"
"442","X-1725.HSP990","X.1725.uned","control"
"443","X-1725.INC280","X.1725.IN80","treatment"
"444","X-1725.INC280","X.1725.uned","control"
"445","X-1725.LCL161 + paclitaxel","X.1725.LC61.pael","treatment"
"446","X-1725.LCL161 + paclitaxel","X.1725.uned","control"
"447","X-1725.LEE011","X.1725.LE11","treatment"
"448","X-1725.LEE011","X.1725.uned","control"
"449","X-1725.LFW527 + binimetinib","X.1725.LF27.biib","treatment"
"450","X-1725.LFW527 + binimetinib","X.1725.uned","control"
"451","X-1725.LGH447","X.1725.LG47","treatment"
"452","X-1725.LGH447","X.1725.uned","control"
"453","X-1725.LLM871","X.1725.LL71","treatment"
"454","X-1725.LLM871","X.1725.uned","control"
"455","X-1725.paclitaxel","X.1725.pael","treatment"
"456","X-1725.paclitaxel","X.1725.uned","control"
"457","X-1787.BGJ398","X.1787.BG98","treatment"
"458","X-1787.BGJ398","X.1787.uned","control"
"459","X-1787.binimetinib","X.1787.biib","treatment"
"460","X-1787.binimetinib","X.1787.uned","control"
"461","X-1787.BKM120","X.1787.BK20","treatment"
"462","X-1787.BKM120","X.1787.uned","control"
"463","X-1787.BKM120 + binimetinib","X.1787.BK20.biib","treatment"
"464","X-1787.BKM120 + binimetinib","X.1787.uned","control"
"465","X-1787.BYL719","X.1787.BY19","treatment"
"466","X-1787.BYL719","X.1787.uned","control"
"467","X-1787.BYL719 + LGH447","X.1787.BY19.LG47","treatment"
"468","X-1787.BYL719 + LGH447","X.1787.uned","control"
"469","X-1787.BYL719 + LJM716","X.1787.BY19.LJ16","treatment"
"470","X-1787.BYL719 + LJM716","X.1787.uned","control"
"471","X-1787.cetuximab","X.1787.ceab","treatment"
"472","X-1787.cetuximab","X.1787.uned","control"
"473","X-1787.CGM097","X.1787.CG97","treatment"
"474","X-1787.CGM097","X.1787.uned","control"
"475","X-1787.CKX620","X.1787.CK20","treatment"
"476","X-1787.CKX620","X.1787.uned","control"
"477","X-1787.CLR457","X.1787.CL57","treatment"
"478","X-1787.CLR457","X.1787.uned","control"
"479","X-1787.erlotinib","X.1787.erib","treatment"
"480","X-1787.erlotinib","X.1787.uned","control"
"481","X-1787.HDM201","X.1787.HD01","treatment"
"482","X-1787.HDM201","X.1787.uned","control"
"483","X-1787.HSP990","X.1787.HS90","treatment"
"484","X-1787.HSP990","X.1787.uned","control"
"485","X-1787.INC280","X.1787.IN80","treatment"
"486","X-1787.INC280","X.1787.uned","control"
"487","X-1787.LCL161 + paclitaxel","X.1787.LC61.pael","treatment"
"488","X-1787.LCL161 + paclitaxel","X.1787.uned","control"
"489","X-1787.LEE011","X.1787.LE11","treatment"
"490","X-1787.LEE011","X.1787.uned","control"
"491","X-1787.LFW527 + binimetinib","X.1787.LF27.biib","treatment"
"492","X-1787.LFW527 + binimetinib","X.1787.uned","control"
"493","X-1787.LGH447","X.1787.LG47","treatment"
"494","X-1787.LGH447","X.1787.uned","control"
"495","X-1787.LLM871","X.1787.LL71","treatment"
"496","X-1787.LLM871","X.1787.uned","control"
"497","X-1787.paclitaxel","X.1787.pael","treatment"
"498","X-1787.paclitaxel","X.1787.uned","control"
"499","X-1795.LFW527 + binimetinib","X.1795.LF27.biib","treatment"
"500","X-1823.BGJ398","X.1823.BG98","treatment"
"501","X-1823.BGJ398","X.1823.uned","control"
"502","X-1823.binimetinib","X.1823.biib","treatment"
"503","X-1823.binimetinib","X.1823.uned","control"
"504","X-1823.BKM120","X.1823.BK20","treatment"
"505","X-1823.BKM120","X.1823.uned","control"
