id,drug_id,model_id,response_type,value
400,49,46,,PD
401,49,47,,NA
402,49,48,,PD
403,49,49,,
404,49,50,,SD
405,49,51,,PD
406,49,52,,SD
407,49,53,,PD
408,49,54,,PD
409,49,55,,SD
410,49,56,,PD
411,49,57,,SD
412,49,58,,PD
413,49,59,,PD
414,49,60,,PD
415,49,61,,SD
416,49,62,,
417,49,63,,SD
418,49,64,,SD
419,49,65,,SD
420,49,66,,PD
421,49,67,,SD
422,49,68,,PD
423,49,69,,SD
424,49,70,,PD
425,49,71,,PD
426,49,72,,PD
427,49,73,,SD
428,49,74,,
429,49,75,,PD
430,49,76,,PD
431,11,34,,SD
432,11,35,,SD
433,11,36,,SD
434,11,37,,SD
435,11,38,,
436,11,39,,PD
437,11,40,,SD
438,11,41,,PD
439,11,42,,SD
440,11,43,,PD
441,11,44,,PD
442,11,45,,SD
443,11,46,,PD
444,11,47,,PD
445,11,48,,SD
446,11,49,,
447,11,50,,SD
448,11,51,,PD
449,11,52,,SD
450,11,53,,PD
451,11,54,,PD
452,11,55,,SD
453,11,56,,PD
454,11,57,,SD
455,11,58,,SD
456,11,59,,PD
457,11,60,,PD
458,11,61,,SD
459,11,62,,
460,11,63,,SD
461,11,64,,PD
462,11,65,,SD
463,11,66,,SD
464,11,67,,PD
465,11,68,,SD
466,11,69,,SD
467,11,70,,SD
468,11,71,,PR
469,11,72,,SD
470,11,73,,SD
471,11,74,,
472,11,75,,SD
473,11,76,,PD
474,53,34,,PR
475,53,35,,SD
476,53,36,,SD
477,53,37,,PR
478,53,38,,
479,53,39,,
480,53,40,,SD
481,53,41,,SD
482,53,42,,SD
483,53,43,,SD
484,53,44,,SD
485,53,45,,SD
486,53,46,,PD
487,53,47,,PD
488,53,48,,SD
489,53,49,,
490,53,50,,PR
491,53,51,,SD
492,53,52,,SD
493,53,53,,SD
494,53,54,,SD
495,53,55,,SD
496,53,56,,PR
497,53,57,,PR
498,53,58,,SD
499,53,59,,SD
500,53,60,,SD
501,53,61,,PR
502,53,62,,
503,53,63,,SD
504,53,64,,SD
505,53,65,,PR
506,53,66,,PR
507,53,67,,PR
508,53,68,,PR
509,53,69,,SD
510,53,70,,SD
511,53,71,,SD
512,53,72,,PR
513,53,73,,PR
514,53,74,,
515,53,75,,PR
516,53,76,,SD
517,54,34,,PD
518,54,35,,PD
519,54,36,,PD
520,54,37,,PD
521,54,38,,
522,54,39,,PD
523,54,40,,SD
524,54,41,,PD
525,54,42,,PD
526,54,43,,PD
527,54,44,,PD
528,54,45,,PD
529,54,46,,PD
530,54,47,,PD
531,54,48,,PD
532,54,49,,
533,54,50,,SD
534,54,51,,PD
535,54,52,,SD
536,54,53,,PD
537,54,54,,SD
538,54,55,,PD
539,54,56,,PD
540,54,57,,PD
541,54,58,,SD
542,54,59,,SD
543,54,60,,SD
544,54,61,,SD
545,54,62,,
546,54,63,,SD
547,54,64,,SD
548,54,65,,NA
549,54,66,,SD
550,54,67,,SD
551,54,68,,PD
552,54,69,,SD
553,54,70,,PD
554,54,71,,PD
555,54,72,,PD
556,54,73,,SD
557,54,74,,
558,54,75,,SD
559,54,76,,PD
560,55,34,,SD
561,55,35,,SD
562,55,36,,SD
563,55,37,,NA
564,55,38,,NA
565,55,39,,SD
566,55,40,,PD
567,55,41,,SD
568,55,42,,SD
569,55,43,,SD
570,55,44,,
571,55,45,,
572,55,46,,PD
573,55,47,,SD
574,55,48,,SD
575,55,49,,SD
576,55,50,,
577,55,51,,SD
578,55,52,,SD
579,55,53,,SD
580,55,54,,SD
581,55,55,,SD
582,55,56,,SD
583,55,57,,SD
584,55,58,,SD
585,55,59,,SD
586,55,60,,
587,55,61,,SD
588,55,62,,PR
589,55,63,,SD
590,55,64,,
591,55,65,,SD
592,55,66,,SD
593,55,67,,PR
594,55,68,,
595,55,69,,SD
596,55,70,,
597,55,71,,SD
598,55,72,,PR
599,55,73,,SD
600,55,74,,PR
601,55,75,,
602,55,76,,
603,56,34,,SD
604,56,35,,SD
605,56,36,,SD
606,56,37,,PD
607,56,38,,
608,56,39,,PD
609,56,40,,SD
610,56,41,,PD
611,56,42,,SD
612,56,43,,PD
613,56,44,,PD
614,56,45,,NA
615,56,46,,PD
616,56,47,,SD
617,56,48,,PD
618,56,49,,
619,56,50,,PD
620,56,51,,SD
621,56,52,,SD
622,56,53,,SD
623,56,54,,PD
624,56,55,,SD
625,56,56,,SD
626,56,57,,SD
627,56,58,,PD
628,56,59,,PD
629,56,60,,SD
630,56,61,,PR
631,56,62,,
632,56,63,,SD
633,56,64,,SD
634,56,65,,SD
635,56,66,,PD
636,56,67,,SD
637,56,68,,SD
638,56,69,,PD
639,56,70,,SD
640,56,71,,PD
641,56,72,,SD
642,56,73,,SD
643,56,74,,
644,56,75,,SD
645,56,76,,PD
646,57,34,,SD
647,57,35,,PR
648,57,36,,SD
649,57,37,,SD
650,57,38,,
651,57,39,,PD
652,57,40,,PD
653,57,41,,SD
654,57,42,,SD
655,57,43,,PD
656,57,44,,PD
657,57,45,,SD
658,57,46,,PD
659,57,47,,PR
660,57,48,,PD
661,57,49,,
662,57,50,,PD
663,57,51,,PR
664,57,52,,SD
665,57,53,,PD
666,57,54,,PD
667,57,55,,SD
668,57,56,,PD
669,57,57,,PR
670,57,58,,SD
671,57,59,,PD
672,57,60,,PD
673,57,61,,PR
674,57,62,,
675,57,63,,SD
676,57,64,,SD
677,57,65,,SD
678,57,66,,SD
679,57,67,,CR
680,57,68,,SD
681,57,69,,SD
682,57,70,,SD
683,57,71,,PD
684,57,72,,PD
685,57,73,,SD
686,57,74,,
687,57,75,,
688,57,76,,PD
689,42,34,,SD
690,42,35,,PD
691,42,36,,SD
692,42,37,,PD
693,42,38,,
694,42,39,,PD
695,42,40,,SD
696,42,41,,PD
697,42,42,,PD
698,42,43,,PD
699,42,44,,PD
700,42,45,,PD
701,42,46,,PD
702,42,47,,SD
703,42,48,,PD
704,42,49,,
705,42,50,,SD
706,42,51,,PD
707,42,52,,SD
708,42,53,,PD
709,42,54,,PD
710,42,55,,SD
711,42,56,,PD
712,42,57,,PD
713,42,58,,PD
714,42,59,,PD
715,42,60,,SD
716,42,61,,SD
717,42,62,,
718,42,63,,SD
719,42,64,,SD
720,42,65,,PD
721,42,66,,PD
722,42,67,,SD
723,42,68,,PD
724,42,69,,PD
725,42,70,,PD
726,42,71,,PD
727,42,72,,PD
728,42,73,,SD
729,42,74,,
730,42,75,,PD
731,42,76,,PD
732,32,34,,SD
733,32,35,,PD
734,32,36,,SD
735,32,37,,SD
736,32,38,,
737,32,39,,PD
738,32,40,,PD
739,32,41,,PD
740,32,42,,SD
741,32,43,,PD
742,32,44,,CR
743,32,45,,SD
744,32,46,,PD
745,32,47,,PD
746,32,48,,PD
747,32,49,,
748,32,50,,SD
749,32,51,,PD
750,32,52,,SD
751,32,53,,PD
752,32,54,,SD
753,32,55,,SD
754,32,56,,PR
755,32,57,,SD
756,32,58,,PD
757,32,59,,PD
758,32,60,,SD
759,32,61,,SD
760,32,62,,
761,32,63,,SD
762,32,64,,SD
763,32,65,,SD
764,32,66,,SD
765,32,67,,CR
766,32,68,,PD
767,32,69,,SD
768,32,70,,PD
769,32,71,,PD
770,32,72,,SD
771,32,73,,SD
772,32,74,,
773,32,75,,PR
774,32,76,,SD
775,33,34,,SD
776,33,35,,PR
777,33,36,,PD
778,33,37,,PD
779,33,38,,
780,33,39,,SD
781,33,40,,SD
782,33,41,,PD
783,33,42,,SD
784,33,43,,PD
785,33,44,,PR
786,33,45,,SD
787,33,46,,SD
788,33,47,,PD
789,33,48,,PD
790,33,49,,
791,33,50,,PD
792,33,51,,PD
793,33,52,,SD
794,33,53,,PD
795,33,54,,PD
796,33,55,,SD
797,33,56,,SD
798,33,57,,SD
799,33,58,,PR
800,33,59,,SD
801,33,60,,CR
802,33,61,,PD
803,33,62,,
804,33,63,,SD
805,33,64,,SD
806,33,65,,PR
807,33,66,,SD
808,33,67,,PR
809,33,68,,PD
810,33,69,,SD
811,33,70,,PD
812,33,71,,SD
813,33,72,,PR
814,33,73,,SD
815,33,74,,
816,33,75,,PR
817,33,76,,SD
818,58,34,,PD
819,58,35,,PD
820,58,36,,PD
821,58,37,,SD
822,58,38,,
823,58,39,,PD
824,58,40,,PD
825,58,41,,PD
826,58,42,,PD
827,58,43,,PD
828,58,44,,PD
829,58,45,,SD
830,58,46,,PD
831,58,47,,PD
832,58,48,,SD
833,58,49,,
834,58,50,,SD
835,58,51,,PD
836,58,52,,PD
837,58,53,,SD
838,58,54,,PD
839,58,55,,PD
840,58,56,,SD
841,58,57,,SD
842,58,58,,PD
843,58,59,,PD
844,58,60,,PD
845,58,61,,SD
846,58,62,,
847,58,63,,SD
848,58,64,,SD
849,58,65,,PD
850,58,66,,PD
851,58,67,,PD
852,58,68,,PD
853,58,69,,PD
854,58,70,,PD
855,58,71,,PD
856,58,72,,PD
857,58,73,,SD
858,58,74,,
859,58,75,,PD
860,58,76,,PD
861,59,34,,SD
862,59,35,,PD
863,59,36,,SD
864,59,37,,PD
865,59,38,,
866,59,39,,PD
867,59,40,,PD
868,59,41,,PD
869,59,42,,SD
870,59,43,,PD
871,59,44,,PD
872,59,45,,SD
873,59,46,,PD
874,59,47,,PD
875,59,48,,PD
876,59,49,,
877,59,50,,PD
878,59,51,,SD
879,59,52,,PD
880,59,53,,PD
881,59,54,,PD
882,59,55,,PD
883,59,56,,SD
884,59,57,,PD
885,59,58,,PD
886,59,59,,PD
887,59,60,,SD
888,59,61,,PD
889,59,62,,
890,59,63,,PD
891,59,64,,SD
892,59,65,,PD
893,59,66,,PD
894,59,67,,PD
895,59,68,,PD
896,59,69,,PD
897,59,70,,PD
898,59,71,,PD
899,59,72,,PD
900,59,73,,SD
901,59,74,,
902,59,75,,
903,59,76,,PD
904,16,34,,PD
905,16,35,,PD
906,16,36,,PD
907,16,37,,PD
908,16,38,,
909,16,39,,PD
910,16,40,,PD
911,16,41,,PD
912,16,42,,SD
913,16,43,,NA
914,16,44,,PD
915,16,45,,PD
916,16,46,,PD
917,16,47,,PD
918,16,48,,PD
919,16,49,,
920,16,50,,PD
921,16,51,,PD
922,16,52,,PD
923,16,53,,PD
924,16,54,,NA
925,16,55,,SD
926,16,56,,PD
927,16,57,,SD
928,16,58,,PD
929,16,59,,PD
930,16,60,,PD
931,16,61,,SD
932,16,62,,
933,16,63,,PD
934,16,64,,SD
935,16,65,,SD
936,16,66,,PD
937,16,67,,PD
938,16,68,,PD
939,16,69,,PD
940,16,70,,PD
941,16,71,,PD
942,16,72,,PD
943,16,73,,SD
944,16,74,,
945,16,75,,PD
946,16,76,,PD
947,34,141,,PD
948,34,142,,
949,34,143,,
950,34,144,,PD
951,34,145,,SD
952,34,146,,SD
953,34,147,,SD
954,34,148,,SD
955,34,149,,
956,34,150,,
957,34,151,,
958,34,152,,PD
959,34,153,,SD
960,34,154,,SD
961,34,155,,
962,34,156,,PD
963,34,157,,
964,34,158,,
965,34,159,,SD
966,34,160,,SD
967,34,161,,SD
968,34,162,,SD
969,34,163,,SD
970,34,164,,
971,34,165,,SD
972,34,166,,PD
973,34,167,,PD
974,34,168,,SD
975,34,169,,SD
976,34,170,,SD
977,34,171,,SD
978,34,172,,SD
979,34,173,,
980,34,174,,SD
981,34,175,,SD
982,34,176,,PD
983,34,177,,
984,34,178,,SD
985,34,179,,PD
986,34,180,,PD
987,34,181,,PD
988,34,182,,PD
989,34,183,,SD
990,34,184,,SD
991,34,185,,PD
992,34,186,,
993,34,187,,PD
994,34,188,,SD
995,34,189,,
996,34,190,,
997,34,191,,SD
998,34,192,,SD
999,34,193,,
1000,34,194,,PD
1001,34,195,,SD
1002,34,196,,SD
1003,34,197,,PD
1004,34,198,,
1005,34,199,,PD
1006,1,141,,PD
1007,1,142,,
1008,1,143,,
1009,1,144,,NA
1010,1,145,,SD
1011,1,146,,PD
1012,1,147,,PD
1013,1,148,,SD
1014,1,149,,
1015,1,150,,
1016,1,151,,
1017,1,152,,NA
1018,1,153,,NA
1019,1,154,,SD
1020,1,155,,
1021,1,156,,PD
1022,1,157,,
1023,1,158,,
1024,1,159,,PR
1025,1,160,,SD
1026,1,161,,SD
1027,1,162,,SD
1028,1,163,,SD
1029,1,164,,
1030,1,165,,SD
1031,1,166,,SD
1032,1,167,,PD
1033,1,168,,SD
1034,1,169,,SD
1035,1,170,,PD
1036,1,171,,SD
1037,1,172,,SD
1038,1,173,,
1039,1,174,,SD
1040,1,175,,SD
1041,1,176,,PD
1042,1,177,,
1043,1,178,,SD
1044,1,179,,SD
1045,1,180,,PD
1046,1,181,,NA
1047,1,182,,SD
1048,1,183,,PD
1049,1,184,,SD
1050,1,185,,SD
1051,1,186,,
1052,1,187,,PD
1053,1,188,,SD
1054,1,189,,SD
1055,1,190,,
1056,1,191,,SD
1057,1,192,,SD
1058,1,193,,
1059,1,194,,SD
1060,1,195,,PD
1061,1,196,,SD
1062,1,197,,SD
1063,1,198,,
1064,1,199,,PD
1065,2,141,,SD
1066,2,142,,
1067,2,143,,
1068,2,144,,PD
1069,2,145,,SD
1070,2,146,,SD
1071,2,147,,SD
1072,2,148,,PR
1073,2,149,,
1074,2,150,,
1075,2,151,,
1076,2,152,,PD
1077,2,153,,NA
1078,2,154,,PD
1079,2,155,,
1080,2,156,,PD
1081,2,157,,
1082,2,158,,
1083,2,159,,PR
1084,2,160,,PD
1085,2,161,,SD
1086,2,162,,SD
1087,2,163,,SD
1088,2,164,,
1089,2,165,,SD
1090,2,166,,SD
1091,2,167,,PD
1092,2,168,,
1093,2,169,,SD
1094,2,170,,PD
1095,2,171,,SD
1096,2,172,,SD
1097,2,173,,
1098,2,174,,SD
1099,2,175,,PD
1100,2,176,,SD
1101,2,177,,
1102,2,178,,SD
1103,2,179,,SD
1104,2,180,,PD
1105,2,181,,SD
1106,2,182,,SD
1107,2,183,,SD
1108,2,184,,SD
1109,2,185,,
1110,2,186,,
1111,2,187,,PD
1112,2,188,,PD
1113,2,189,,PD
1114,2,190,,
1115,2,191,,SD
1116,2,192,,SD
1117,2,193,,
1118,2,194,,SD
1119,2,195,,PD
1120,2,196,,SD
1121,2,197,,SD
1122,2,198,,
1123,2,199,,SD
1124,35,141,,PD
1125,35,142,,
1126,35,143,,
1127,35,144,,PD
1128,35,145,,SD
1129,35,146,,PD
1130,35,147,,PD
1131,35,148,,SD
1132,35,149,,
1133,35,150,,
1134,35,151,,
1135,35,152,,SD
1136,35,153,,SD
1137,35,154,,
1138,35,155,,
1139,35,156,,PD
1140,35,157,,
1141,35,158,,
1142,35,159,,NA
1143,35,160,,PD
1144,35,161,,SD
1145,35,162,,PR
1146,35,163,,SD
1147,35,164,,
1148,35,165,,SD
1149,35,166,,SD
1150,35,167,,PD
1151,35,168,,SD
1152,35,169,,SD
1153,35,170,,PD
1154,35,171,,SD
1155,35,172,,PD
1156,35,173,,
1157,35,174,,SD
1158,35,175,,PR
1159,35,176,,SD
1160,35,177,,
1161,35,178,,SD
1162,35,179,,SD
1163,35,180,,PD
1164,35,181,,PD
1165,35,182,,SD
1166,35,183,,PD
1167,35,184,,SD
1168,35,185,,
1169,35,186,,
1170,35,187,,PD
1171,35,188,,PD
1172,35,189,,
1173,35,190,,
1174,35,191,,PD
1175,35,192,,SD
1176,35,193,,
1177,35,194,,PD
1178,35,195,,PD
1179,35,196,,SD
1180,35,197,,SD
1181,35,198,,
1182,35,199,,SD
1183,20,141,,PR
1184,20,142,,
1185,20,143,,
1186,20,144,,PD
1187,20,145,,SD
1188,20,146,,PD
1189,20,147,,PD
1190,20,148,,PD
1191,20,149,,
1192,20,150,,
1193,20,151,,
1194,20,152,,SD
1195,20,153,,PD
1196,20,154,,SD
1197,20,155,,
1198,20,156,,NA
1199,20,157,,
1200,20,158,,
1201,20,159,,SD
1202,20,160,,PD
1203,20,161,,SD
1204,20,162,,PR
1205,20,163,,SD
1206,20,164,,SD
1207,20,165,,SD
1208,20,166,,PD
1209,20,167,,PD
1210,20,168,,PD
1211,20,169,,PD
1212,20,170,,SD
1213,20,171,,SD
1214,20,172,,PR
1215,20,173,,
1216,20,174,,SD
1217,20,175,,SD
1218,20,176,,PD
1219,20,177,,
1220,20,178,,SD
1221,20,179,,SD
1222,20,180,,PD
1223,20,181,,SD
1224,20,182,,SD
1225,20,183,,SD
1226,20,184,,SD
1227,20,185,,
1228,20,186,,
1229,20,187,,SD
1230,20,188,,NA
1231,20,189,,SD
1232,20,190,,
1233,20,191,,SD
1234,20,192,,PD
1235,20,193,,
1236,20,194,,SD
1237,20,195,,SD
1238,20,196,,PD
1239,20,197,,SD
1240,20,198,,
1241,20,199,,PD
1242,36,141,,SD
1243,36,142,,
1244,36,143,,
1245,36,144,,PD
1246,36,145,,PR
1247,36,146,,SD
1248,36,147,,SD
1249,36,148,,PR
1250,36,149,,
1251,36,150,,
1252,36,151,,
1253,36,152,,SD
1254,36,153,,PD
1255,36,154,,SD
1256,36,155,,
1257,36,156,,PR
1258,36,157,,
1259,36,158,,
1260,36,159,,PR
1261,36,160,,PR
1262,36,161,,PR
1263,36,162,,PR
1264,36,163,,SD
1265,36,164,,SD
1266,36,165,,SD
1267,36,166,,PR
1268,36,167,,PD
1269,36,168,,SD
1270,36,169,,SD
1271,36,170,,SD
1272,36,171,,SD
1273,36,172,,SD
1274,36,173,,
1275,36,174,,SD
1276,36,175,,SD
1277,36,176,,SD
1278,36,177,,
1279,36,178,,SD
1280,36,179,,SD
1281,36,180,,SD
1282,36,181,,NA
1283,36,182,,SD
1284,36,183,,PD
1285,36,184,,SD
1286,36,185,,
1287,36,186,,
1288,36,187,,SD
1289,36,188,,PD
1290,36,189,,
1291,36,190,,
1292,36,191,,PD
1293,36,192,,SD
1294,36,193,,
1295,36,194,,SD
1296,36,195,,SD
1297,36,196,,PR
1298,36,197,,PR
1299,36,198,,
1300,36,199,,SD
1301,37,141,,PD
1302,37,142,,
1303,37,143,,
1304,37,144,,SD
1305,37,145,,PR
1306,37,146,,PD
1307,37,147,,PD
1308,37,148,,PD
1309,37,149,,
1310,37,150,,
1311,37,151,,
1312,37,152,,PD
1313,37,153,,PD
1314,37,154,,SD
1315,37,155,,
1316,37,156,,PD
1317,37,157,,
1318,37,158,,
1319,37,159,,SD
1320,37,160,,PR
1321,37,161,,SD
1322,37,162,,PR
1323,37,163,,SD
1324,37,164,,
1325,37,165,,PD
1326,37,166,,PD
1327,37,167,,PD
1328,37,168,,PD
1329,37,169,,SD
1330,37,170,,SD
1331,37,171,,SD
1332,37,172,,SD
1333,37,173,,
1334,37,174,,SD
1335,37,175,,SD
1336,37,176,,SD
1337,37,177,,
1338,37,178,,SD
1339,37,179,,CR
1340,37,180,,PD
1341,37,181,,SD
1342,37,182,,PD
1343,37,183,,SD
1344,37,184,,SD
1345,37,185,,
1346,37,186,,
1347,37,187,,PD
1348,37,188,,SD
1349,37,189,,
1350,37,190,,
1351,37,191,,PD
1352,37,192,,SD
1353,37,193,,
1354,37,194,,SD
1355,37,195,,SD
1356,37,196,,
1357,37,197,,SD
1358,37,198,,
1359,37,199,,PD
1360,38,141,,PR
1361,38,142,,
1362,38,143,,
1363,38,144,,PD
1364,38,145,,PR
1365,38,146,,PD
1366,38,147,,SD
1367,38,148,,SD
1368,38,149,,
1369,38,150,,
1370,38,151,,
1371,38,152,,PD
1372,38,153,,PD
1373,38,154,,SD
1374,38,155,,
1375,38,156,,PD
1376,38,157,,
1377,38,158,,
1378,38,159,,SD
1379,38,160,,PR
1380,38,161,,PD
1381,38,162,,PR
1382,38,163,,SD
1383,38,164,,
1384,38,165,,SD
1385,38,166,,PR
1386,38,167,,PD
1387,38,168,,SD
1388,38,169,,PD
1389,38,170,,PR
1390,38,171,,SD
1391,38,172,,SD
1392,38,173,,
1393,38,174,,SD
1394,38,175,,SD
1395,38,176,,PD
1396,38,177,,
1397,38,178,,SD
1398,38,179,,PR
1399,38,180,,PD
1400,38,181,,PD
1401,38,182,,PD
