batch_id,batch
283,REF005BL.ERIBULIN
284,REF005BL.CDX-011
285,REF005BL.TAXOL + CFI-402257
286,REF005BL.CARBOPLATIN
287,REF005BL.EVEROLIMUS
288,66817.CFI-402257
289,66817.CFI-400945
290,66817.TAXOL
291,66817.CX5461
292,66817.ERIBULIN
293,66817.EVEROLIMUS
294,66817.CARBOPLATIN
295,69196.CFI-402257
296,69196.CFI-400945
297,69196.CX5461
298,69196.TAXOL
299,69196.BMN673
300,69196.CARBOPLATIN
301,69196.ERIBULIN
302,69196.TAXOL + CFI-402257
303,73471.TAXOL
304,73471.ERIBULIN
305,73471.CDX-011
306,73471.CFI-402257
307,73471.TAXOL + CFI-402257
308,73471.CFI-400945
309,73471.BMN673
310,73471.CX5461
311,73471.CARBOPLATIN
312,REF002BL.CFI-400945
313,REF002BL.CFI-402257
314,REF002BL.BMN673
315,REF002BL.CARBOPLATIN
316,REF002BL.TAXOL + CFI-402257
317,REF002BL.TAXOL
318,47904.CFI-402257
319,47904.BMN673
320,47904.CFI-400945
321,47904.TAXOL
322,47904.ERIBULIN
323,47904.CARBOPLATIN
324,47904.CX5461
325,REF023.CFI-400945
326,REF023.CARBOPLATIN
327,REF023.TAXOL
328,REF023.BMN673
329,REF023.CX5461
330,REF023.CFI-402257
331,REF023.TAXOL + CFI-402257
332,REF023.ERIBULILN LD
333,REF023.CFI-400945+ABT263
334,REF023.ABT263
335,REF013.CFI-400945+ABT263
336,REF013.TAXOL + CFI-402257
337,REF013.CFI-402257
338,REF013.TAXOL
339,REF013.ERIBULIN
340,REF013.CX5461
341,65465.CFI-402257
342,65465.CDX-011
343,65465.EVEROLIMUS
344,65465.ERIBULIN
345,65465.TAXOL
346,65465.TAXOL + CFI-402257
347,65465.CARBOPLATIN
348,65465.CFI-400945
349,REF022BXBL.ERIBULIN
350,REF022BXBL.CFI-400945
351,REF022BXBL.BMN673
352,REF022BXBL.CFI-402257
353,REF022BXBL.TAXOL + CFI-402257
354,REF022BXBL.CARBOPLATIN
355,REF022BXBL.TAXOL
356,REF022BXBL.UNKNOWN
357,REF022BXBL.CX5461
358,73230.CARBOPLATIN
359,73230.BMN673
360,73230.CFI-400945
361,73230.CFI-402257
362,73230.CDX-011
363,73230.CX5461
364,73230.TAXOL
365,73230.ERIBULIN
366,73230.TAXOL + CFI-402257
367,REF009BL.CFI-400945
368,REF009BL.CX5461
369,REF009BL.CFI-402257
370,REF009BL.ABT263
371,REF009BL.TAXOL
372,REF009BL.CARBOPLATIN
373,REF009BL.ERIBULIN
374,REF009BL.CDX-011
375,REF019.CFI-400945+ABT263
376,REF019.TAXOL + CFI-402257
377,REF019.CARBOPLATIN
378,REF019.CDX-011
379,REF019.ERIBULIN
380,REF019.CFI-402257
381,REF019.CFI-400945
382,REF019.ABT263
383,REF019.CX5461
384,44205.CDX-011
385,44205.CARBOPLATIN
386,44205.CFI-402257
387,44205.CFI-400945
388,44205.BMN673
389,44205.TAXOL + CFI-402257
390,44205.CX5461
391,44205.ERIBULIN
392,44205.TAXOL
393,48041.CX5461
394,48041.CFI-400945
395,48041.CFI-402257
396,48041.TAXOL
397,48041.CARBOPLATIN
398,REF005.ERIBULIN
399,REF005.CARBOPLATIN
400,REF005.CFI-400945
401,REF005.ABT263
402,REF005.CX5461
403,REF005.CFI-402257
404,INSB014ST.BMN673
405,INSB014ST.UNC0642
406,INSB014ST.TAXOL + CFI-402257
407,INSB014ST.TAXOL
408,INSB014ST.ERIBULIN
409,INSB014ST.EVEROLIMUS
410,INSB014ST.CFI-402257
411,INSB014ST.CX5461
412,INSB014ST.CFI-400945
413,REF006BL.BMN673
414,REF006BL.CFI-400945
415,REF006BL.CFI-402257
416,REF006BL.TAXOL
417,REF006BL.ERIBULIN
418,REF006BL.CX5461
419,REF006BL.CARBOPLATIN
420,REF006BL.TAXOL + CFI-402257
421,REF006BL.CDX-011
422,REF004BL.CFI-400945
423,REF004BL.BMN673
424,REF004BL.CFI-402257
425,REF004BL.TAXOL + CFI-402257
426,REF004BL.TAXOL
427,REF004BL.CDX-011
428,REF004BL.CARBOPLATIN
429,REF004BL.ERIBULIN
430,REF007BL.BMN673
431,REF007BL.TAXOL + CFI-402257
432,REF007BL.TAXOL
433,REF007BL.ERIBULIN
434,REF007BL.CX5461
435,REF007BL.CDX-011
436,REF007BL.CARBOPLATIN
437,REF001BL.CFI-402257
438,REF001BL.CFI-400945
439,REF001BL.TAXOL
440,REF001BL.TAXOL + CFI-402257
441,REF001BL.CDX-011
442,REF001BL.BMN673
443,X-007.BGJ398
444,X-007.binimetinib
445,X-007.BKM120
446,X-007.BYL719
447,X-007.BYL719 + HSP990
448,X-007.BYL719 + LJM716
449,X-007.CLR457
450,X-007.everolimus
451,X-007.figitumumab
452,X-007.HDM201
453,X-007.HSP990
454,X-007.INC280
455,X-007.INC280 + trastuzumab
456,X-007.LEE011
457,X-007.LEE011 + everolimus
458,X-007.LJM716
459,X-007.LJM716 + trastuzumab
460,X-007.LLM871
461,X-007.trastuzumab
462,X-010.BGJ398
463,X-010.binimetinib
464,X-010.BKM120
465,X-010.BYL719
466,X-010.BYL719 + HSP990
467,X-010.BYL719 + LJM716
468,X-010.CLR457
469,X-010.everolimus
470,X-010.figitumumab
471,X-010.HDM201
472,X-010.HSP990
473,X-010.INC280
474,X-010.INC280 + trastuzumab
475,X-010.LEE011
476,X-010.LEE011 + everolimus
477,X-010.LJM716
478,X-010.LJM716 + trastuzumab
479,X-010.LLM871
480,X-010.trastuzumab
481,X-011.BGJ398
482,X-011.binimetinib
483,X-011.BKM120
484,X-011.BYL719
485,X-011.BYL719 + HSP990
486,X-011.BYL719 + LJM716
487,X-011.CLR457
488,X-011.everolimus
489,X-011.figitumumab
490,X-011.HDM201
491,X-011.HSP990
492,X-011.INC280
493,X-011.INC280 + trastuzumab
494,X-011.LEE011
495,X-011.LEE011 + everolimus
496,X-011.LJM716
497,X-011.LJM716 + trastuzumab
498,X-011.LLM871
499,X-011.trastuzumab
500,X-015.BGJ398
501,X-015.binimetinib
502,X-015.BKM120
503,X-015.BYL719
504,X-015.BYL719 + HSP990
505,X-015.BYL719 + LJM716
506,X-015.CLR457
507,X-015.everolimus
508,X-015.figitumumab
509,X-015.HDM201
510,X-015.HSP990
511,X-015.INC280
512,X-015.INC280 + trastuzumab
513,X-015.LEE011
514,X-015.LEE011 + everolimus
515,X-015.LJM716
516,X-015.LJM716 + trastuzumab
517,X-015.LLM871
518,X-015.trastuzumab
519,X-017.BGJ398
520,X-017.binimetinib
521,X-017.BKM120
522,X-017.BYL719
523,X-017.BYL719 + HSP990
524,X-017.BYL719 + LJM716
525,X-017.CLR457
526,X-017.everolimus
527,X-017.figitumumab
528,X-017.HDM201
529,X-017.HSP990
530,X-017.INC280
531,X-017.INC280 + trastuzumab
532,X-017.LEE011
533,X-017.LJM716
534,X-017.LJM716 + trastuzumab
535,X-017.LLM871
536,X-017.trastuzumab
537,X-020.BGJ398
538,X-020.binimetinib
539,X-020.BKM120
540,X-020.BYL719
541,X-020.BYL719 + HSP990
542,X-020.BYL719 + LJM716
543,X-020.CLR457
544,X-020.everolimus
545,X-020.figitumumab
546,X-020.HDM201
547,X-020.HSP990
548,X-020.INC280
549,X-020.INC280 + trastuzumab
550,X-020.LEE011
551,X-020.LEE011 + everolimus
552,X-020.LJM716
553,X-020.LJM716 + trastuzumab
554,X-020.LLM871
555,X-020.trastuzumab
556,X-023.BYL719
557,X-023.BYL719 + HSP990
558,X-023.BYL719 + LJM716
559,X-023.everolimus
560,X-023.HSP990
561,X-023.LEE011
562,X-023.LEE011 + everolimus
563,X-023.LJM716
564,X-024.BYL719
565,X-024.BYL719 + HSP990
566,X-024.BYL719 + LJM716
567,X-024.everolimus
568,X-024.HSP990
569,X-024.LEE011
570,X-024.LEE011 + everolimus
571,X-024.LJM716
572,X-025.BGJ398
573,X-025.binimetinib
574,X-025.BKM120
575,X-025.BYL719
576,X-025.BYL719 + HSP990
577,X-025.BYL719 + LJM716
578,X-025.CLR457
579,X-025.everolimus
580,X-025.figitumumab
581,X-025.HDM201
582,X-025.HSP990
583,X-025.INC280
584,X-025.INC280 + trastuzumab
585,X-025.LEE011
586,X-025.LEE011 + everolimus
587,X-025.LJM716
588,X-025.LJM716 + trastuzumab
589,X-025.trastuzumab
590,X-027.BKM120
591,X-027.BYL719
592,X-027.BYL719 + HSP990
593,X-027.CLR457
594,X-027.figitumumab
595,X-027.HDM201
596,X-027.LEE011
597,X-027.LJM716
598,X-027.LLM871
599,X-027.trastuzumab
600,X-028.BGJ398
601,X-028.binimetinib
602,X-028.BKM120
603,X-028.BYL719
604,X-028.BYL719 + HSP990
605,X-028.BYL719 + LJM716
606,X-028.CLR457
607,X-028.everolimus
608,X-028.figitumumab
609,X-028.HDM201
610,X-028.HSP990
611,X-028.INC280
612,X-028.INC280 + trastuzumab
613,X-028.LEE011
614,X-028.LEE011 + everolimus
615,X-028.LJM716
616,X-028.LJM716 + trastuzumab
617,X-028.LLM871
618,X-028.trastuzumab
619,X-029.BGJ398
620,X-029.binimetinib
621,X-029.BKM120
622,X-029.BYL719
623,X-029.BYL719 + HSP990
624,X-029.BYL719 + LJM716
625,X-029.CLR457
626,X-029.everolimus
627,X-029.figitumumab
628,X-029.HDM201
629,X-029.HSP990
630,X-029.INC280
631,X-029.INC280 + trastuzumab
632,X-029.LEE011
633,X-029.LJM716 + trastuzumab
634,X-029.LLM871
635,X-029.trastuzumab
636,X-031.BGJ398
637,X-031.binimetinib
638,X-031.BKM120
639,X-031.BYL719
640,X-031.BYL719 + HSP990
641,X-031.CLR457
642,X-031.everolimus
643,X-031.figitumumab
644,X-031.HDM201
645,X-031.HSP990
646,X-031.INC280
647,X-031.INC280 + trastuzumab
648,X-031.LEE011
649,X-031.LEE011 + everolimus
650,X-031.LJM716
651,X-031.LJM716 + trastuzumab
652,X-031.LLM871
653,X-031.trastuzumab
654,X-034.BGJ398
655,X-034.binimetinib
656,X-034.BKM120
657,X-034.BYL719
658,X-034.BYL719 + HSP990
659,X-034.BYL719 + LJM716
660,X-034.CLR457
661,X-034.everolimus
662,X-034.figitumumab
663,X-034.HDM201
664,X-034.HSP990
665,X-034.INC280
666,X-034.INC280 + trastuzumab
667,X-034.LEE011
668,X-034.LEE011 + everolimus
669,X-034.LJM716
670,X-034.LJM716 + trastuzumab
671,X-034.LLM871
672,X-034.trastuzumab
673,X-035.BGJ398
674,X-035.binimetinib
675,X-035.BKM120
676,X-035.BYL719
677,X-035.BYL719 + HSP990
678,X-035.BYL719 + LJM716
679,X-035.everolimus
680,X-035.figitumumab
681,X-035.HDM201
682,X-035.HSP990
683,X-035.INC280 + trastuzumab
684,X-035.LEE011
685,X-035.LEE011 + everolimus
686,X-035.LJM716
687,X-035.LJM716 + trastuzumab
688,X-035.LLM871
689,X-035.trastuzumab
690,X-037.BGJ398
691,X-037.binimetinib
692,X-037.BKM120
693,X-037.BYL719
694,X-037.BYL719 + HSP990
695,X-037.CLR457
696,X-037.everolimus
697,X-037.figitumumab
698,X-037.HDM201
699,X-037.HSP990
700,X-037.INC280
701,X-037.INC280 + trastuzumab
702,X-037.LEE011
703,X-037.LEE011 + everolimus
704,X-037.LJM716
705,X-037.LJM716 + trastuzumab
706,X-037.LLM871
707,X-037.trastuzumab
708,X-038.BGJ398
709,X-038.binimetinib
710,X-038.BKM120
711,X-038.BYL719
712,X-038.BYL719 + HSP990
713,X-038.BYL719 + LJM716
714,X-038.CLR457
715,X-038.everolimus
716,X-038.figitumumab
717,X-038.HDM201
718,X-038.HSP990
719,X-038.INC280
720,X-038.INC280 + trastuzumab
721,X-038.LEE011
722,X-038.LEE011 + everolimus
723,X-038.LJM716
724,X-038.LJM716 + trastuzumab
725,X-038.LLM871
726,X-038.trastuzumab
727,X-039.BYL719
728,X-039.BYL719 + HSP990
729,X-039.BYL719 + LJM716
730,X-039.everolimus
731,X-039.HSP990
732,X-039.LEE011
733,X-039.LEE011 + everolimus
734,X-039.LJM716
735,X-050.BYL719
736,X-050.BYL719 + HSP990
737,X-050.BYL719 + LJM716
738,X-050.everolimus
739,X-050.HSP990
740,X-050.LEE011
741,X-050.LEE011 + everolimus
742,X-050.LJM716
743,X-056.BGJ398
744,X-056.binimetinib
745,X-056.BKM120
746,X-056.BYL719
747,X-056.BYL719 + HSP990
748,X-056.BYL719 + LJM716
749,X-056.CLR457
750,X-056.everolimus
751,X-056.figitumumab
752,X-056.HDM201
753,X-056.HSP990
754,X-056.INC280
755,X-056.INC280 + trastuzumab
756,X-056.LEE011
757,X-056.LEE011 + everolimus
758,X-056.LJM716
759,X-056.LJM716 + trastuzumab
760,X-056.LLM871
761,X-056.trastuzumab
762,X-057.BGJ398
763,X-057.binimetinib
764,X-057.BKM120
765,X-057.BYL719
766,X-057.BYL719 + HSP990
767,X-057.BYL719 + LJM716
768,X-057.CLR457
769,X-057.everolimus
770,X-057.figitumumab
771,X-057.HDM201
772,X-057.HSP990
773,X-057.INC280
774,X-057.INC280 + trastuzumab
775,X-057.LEE011
776,X-057.LEE011 + everolimus
777,X-057.LJM716
778,X-057.LJM716 + trastuzumab
779,X-057.LLM871
780,X-057.trastuzumab
781,X-064.BGJ398
782,X-064.binimetinib
783,X-064.BKM120
784,X-064.BYL719
785,X-064.BYL719 + HSP990
786,X-064.BYL719 + LJM716
787,X-064.CLR457
788,X-064.everolimus
789,X-064.figitumumab
790,X-064.HDM201
791,X-064.HSP990
792,X-064.INC280
793,X-064.INC280 + trastuzumab
794,X-064.LEE011
795,X-064.LEE011 + everolimus
796,X-064.LJM716
797,X-064.LJM716 + trastuzumab
798,X-064.LLM871
799,X-064.trastuzumab
800,X-065.BGJ398
801,X-065.binimetinib
802,X-065.BKM120
803,X-065.BYL719
804,X-065.BYL719 + HSP990
805,X-065.BYL719 + LJM716
806,X-065.CLR457
807,X-065.everolimus
808,X-065.figitumumab
809,X-065.HDM201
810,X-065.HSP990
811,X-065.INC280
812,X-065.INC280 + trastuzumab
813,X-065.LEE011
814,X-065.LEE011 + everolimus
815,X-065.LJM716
816,X-065.LJM716 + trastuzumab
817,X-065.LLM871
818,X-065.trastuzumab
819,X-067.BGJ398
820,X-067.binimetinib
821,X-067.BKM120
822,X-067.BYL719
823,X-067.BYL719 + HSP990
824,X-067.BYL719 + LJM716
825,X-067.CLR457
826,X-067.everolimus
827,X-067.figitumumab
828,X-067.HDM201
829,X-067.HSP990
830,X-067.INC280
831,X-067.INC280 + trastuzumab
832,X-067.LEE011
833,X-067.LEE011 + everolimus
834,X-067.LJM716
835,X-067.LJM716 + trastuzumab
836,X-067.LLM871
837,X-067.trastuzumab
838,X-074.BYL719
839,X-074.BYL719 + HSP990
840,X-074.BYL719 + LJM716
841,X-074.everolimus
842,X-074.HSP990
843,X-074.LEE011
844,X-074.LEE011 + everolimus
845,X-074.LJM716
846,X-075.BGJ398
847,X-075.binimetinib
848,X-075.BKM120
849,X-075.BYL719
850,X-075.BYL719 + HSP990
851,X-075.BYL719 + LJM716
852,X-075.CLR457
853,X-075.everolimus
854,X-075.figitumumab
855,X-075.HDM201
856,X-075.HSP990
857,X-075.INC280
858,X-075.INC280 + trastuzumab
859,X-075.LEE011
860,X-075.LEE011 + everolimus
861,X-075.LJM716
862,X-075.LJM716 + trastuzumab
863,X-075.LLM871
864,X-075.trastuzumab
865,X-077.BGJ398
866,X-077.binimetinib
867,X-077.BKM120
868,X-077.BYL719
869,X-077.BYL719 + HSP990
870,X-077.BYL719 + LJM716
871,X-077.CLR457
872,X-077.everolimus
873,X-077.figitumumab
874,X-077.HDM201
875,X-077.HSP990
876,X-077.INC280
877,X-077.INC280 + trastuzumab
878,X-077.LEE011
879,X-077.LEE011 + everolimus
880,X-077.LJM716
881,X-077.LJM716 + trastuzumab
882,X-077.trastuzumab
883,X-078.BYL719
884,X-078.BYL719 + HSP990
885,X-078.BYL719 + LJM716
886,X-078.everolimus
887,X-078.HSP990
888,X-078.LEE011
889,X-078.LEE011 + everolimus
890,X-078.LJM716
891,X-084.BGJ398
892,X-084.binimetinib
893,X-084.BKM120
894,X-084.BYL719
895,X-084.BYL719 + HSP990
896,X-084.BYL719 + LJM716
897,X-084.CLR457
898,X-084.everolimus
899,X-084.figitumumab
900,X-084.HDM201
901,X-084.HSP990
902,X-084.INC280
903,X-084.INC280 + trastuzumab
904,X-084.LEE011
905,X-084.LEE011 + everolimus
906,X-084.LJM716
907,X-084.LJM716 + trastuzumab
908,X-084.LLM871
909,X-084.trastuzumab
910,X-089.BGJ398
911,X-089.binimetinib
912,X-089.BKM120
913,X-089.BYL719
914,X-089.BYL719 + HSP990
915,X-089.everolimus
916,X-089.figitumumab
917,X-089.HDM201
918,X-089.HSP990
919,X-089.LEE011
920,X-089.LEE011 + everolimus
921,X-089.LJM716
922,X-089.LJM716 + trastuzumab
923,X-089.LLM871
924,X-089.trastuzumab
925,X-090.BGJ398
926,X-090.binimetinib
927,X-090.BKM120
928,X-090.BYL719
929,X-090.BYL719 + HSP990
930,X-090.BYL719 + LJM716
931,X-090.CLR457
932,X-090.everolimus
933,X-090.figitumumab
934,X-090.HDM201
935,X-090.HSP990
936,X-090.INC280
937,X-090.INC280 + trastuzumab
938,X-090.LEE011
939,X-090.LEE011 + everolimus
940,X-090.LJM716
941,X-090.LJM716 + trastuzumab
942,X-090.LLM871
943,X-090.trastuzumab
944,X-091.BGJ398
945,X-091.binimetinib
946,X-091.BKM120
947,X-091.BYL719
948,X-091.BYL719 + HSP990
949,X-091.BYL719 + LJM716
950,X-091.CLR457
951,X-091.everolimus
952,X-091.figitumumab
953,X-091.HDM201
954,X-091.HSP990
955,X-091.INC280
956,X-091.INC280 + trastuzumab
957,X-091.LEE011
958,X-091.LEE011 + everolimus
959,X-091.LJM716
960,X-091.LJM716 + trastuzumab
961,X-091.LLM871
962,X-091.trastuzumab
963,X-0933.5FU
964,X-0933.binimetinib
965,X-0933.BKM120
966,X-0933.BKM120 + LJC049
967,X-0933.BYL719
968,X-0933.BYL719 + binimetinib
969,X-0933.BYL719 + cetuximab
970,X-0933.BYL719 + cetuximab + encorafenib
971,X-0933.BYL719 + encorafenib
972,X-0933.BYL719 + LJM716
973,X-0933.cetuximab
974,X-0933.cetuximab + encorafenib
975,X-0933.CGM097
976,X-0933.CKX620
977,X-0933.CLR457
978,X-0933.encorafenib
979,X-0933.HDM201
980,X-0933.LEE011
981,X-0933.LFW527 + binimetinib
982,X-0933.LJC049
983,X-0933.LKA136
984,X-096.BGJ398
985,X-096.binimetinib
986,X-096.BYL719
987,X-096.BYL719 + HSP990
988,X-096.BYL719 + LJM716
989,X-096.CLR457
990,X-096.everolimus
991,X-096.figitumumab
992,X-096.HDM201
993,X-096.HSP990
994,X-096.INC280
995,X-096.INC280 + trastuzumab
996,X-096.LEE011
997,X-096.LEE011 + everolimus
998,X-096.LJM716
999,X-096.LJM716 + trastuzumab
