batch_id,batch
307,X-3773.TAS266
308,X-3773.WNT974
309,X-3851.binimetinib
310,X-3851.BKM120
311,X-3851.BKM120 + encorafenib
312,X-3851.CGM097
313,X-3851.CLR457
314,X-3851.dacarbazine
315,X-3851.encorafenib
316,X-3851.encorafenib + binimetinib
317,X-3851.LDE225
318,X-3851.LDK378
319,X-3851.LEE011
320,X-3851.LEE011 + binimetinib
321,X-3851.LEE011 + encorafenib
322,X-3851.LGW813
323,X-3851.TAS266
324,X-3851.WNT974
325,X-3880.binimetinib
326,X-3880.BKM120
327,X-3880.BKM120 + encorafenib
328,X-3880.CGM097
329,X-3880.dacarbazine
330,X-3880.encorafenib
331,X-3880.encorafenib + binimetinib
332,X-3880.LDE225
333,X-3880.LDK378
334,X-3880.LEE011
335,X-3880.LEE011 + encorafenib
336,X-3880.LGW813
337,X-3880.TAS266
338,X-3880.WNT974
339,X-4157.binimetinib
340,X-4157.BKM120
341,X-4157.BKM120 + encorafenib
342,X-4157.CGM097
343,X-4157.CLR457
344,X-4157.dacarbazine
345,X-4157.encorafenib
346,X-4157.encorafenib + binimetinib
347,X-4157.LDE225
348,X-4157.LDK378
349,X-4157.LEE011
350,X-4157.LEE011 + encorafenib
351,X-4157.LGW813
352,X-4157.TAS266
353,X-4157.WNT974
354,X-4339.binimetinib
355,X-4339.BKM120
356,X-4339.BKM120 + encorafenib
357,X-4339.CGM097
358,X-4339.CLR457
359,X-4339.dacarbazine
360,X-4339.encorafenib
361,X-4339.encorafenib + binimetinib
362,X-4339.LDE225
363,X-4339.LDK378
364,X-4339.LEE011
365,X-4339.LEE011 + binimetinib
366,X-4339.LEE011 + encorafenib
367,X-4339.LGW813
368,X-4339.TAS266
369,X-4339.WNT974
370,X-4426.binimetinib
371,X-4426.BKM120
372,X-4426.BKM120 + encorafenib
373,X-4426.CGM097
374,X-4426.dacarbazine
375,X-4426.encorafenib
376,X-4426.encorafenib + binimetinib
377,X-4426.LDE225
378,X-4426.LDK378
379,X-4426.LEE011
380,X-4426.LEE011 + encorafenib
381,X-4426.LGW813
382,X-4426.TAS266
383,X-4426.WNT974
384,X-4455.binimetinib
385,X-4455.BKM120
386,X-4455.BKM120 + encorafenib
387,X-4455.CGM097
388,X-4455.CLR457
389,X-4455.dacarbazine
390,X-4455.encorafenib
391,X-4455.encorafenib + binimetinib
392,X-4455.LDE225
393,X-4455.LDK378
394,X-4455.LEE011
395,X-4455.LEE011 + encorafenib
396,X-4455.LGW813
397,X-4455.TAS266
398,X-4455.WNT974
399,X-4530.binimetinib
400,X-4530.BKM120
401,X-4530.BKM120 + encorafenib
402,X-4530.CGM097
403,X-4530.encorafenib
404,X-4530.encorafenib + binimetinib
405,X-4530.LDE225
406,X-4530.LDK378
407,X-4530.LEE011
408,X-4530.LEE011 + encorafenib
409,X-4530.LGW813
410,X-4530.TAS266
411,X-4530.WNT974
412,X-4538.binimetinib
413,X-4538.BKM120
414,X-4538.BKM120 + encorafenib
415,X-4538.CGM097
416,X-4538.dacarbazine
417,X-4538.encorafenib
418,X-4538.encorafenib + binimetinib
419,X-4538.LDE225
420,X-4538.LDK378
421,X-4538.LEE011
422,X-4538.LEE011 + encorafenib
423,X-4538.LGW813
424,X-4538.TAS266
425,X-4538.WNT974
426,X-4644.binimetinib
427,X-4644.BKM120
428,X-4644.BKM120 + encorafenib
429,X-4644.CGM097
430,X-4644.CLR457
431,X-4644.dacarbazine
432,X-4644.encorafenib
433,X-4644.encorafenib + binimetinib
434,X-4644.LDE225
435,X-4644.LDK378
436,X-4644.LEE011
437,X-4644.LEE011 + encorafenib
438,X-4644.LGW813
439,X-4644.TAS266
440,X-4644.WNT974
441,X-4668.binimetinib
442,X-4668.BKM120
443,X-4668.BKM120 + encorafenib
444,X-4668.CGM097
445,X-4668.dacarbazine
446,X-4668.encorafenib
447,X-4668.encorafenib + binimetinib
448,X-4668.LDE225
449,X-4668.LDK378
450,X-4668.LEE011
451,X-4668.LEE011 + encorafenib
452,X-4668.LGW813
453,X-4668.TAS266
454,X-4668.WNT974
455,X-4832.binimetinib
456,X-4832.BKM120
457,X-4832.BKM120 + encorafenib
458,X-4832.CGM097
459,X-4832.dacarbazine
460,X-4832.encorafenib
461,X-4832.encorafenib + binimetinib
462,X-4832.LDE225
463,X-4832.LDK378
464,X-4832.LEE011
465,X-4832.LEE011 + encorafenib
466,X-4832.LGW813
467,X-4832.TAS266
468,X-4832.WNT974
469,X-4849.binimetinib
470,X-4849.BKM120
471,X-4849.BKM120 + encorafenib
472,X-4849.CGM097
473,X-4849.CLR457
474,X-4849.dacarbazine
475,X-4849.encorafenib
476,X-4849.encorafenib + binimetinib
477,X-4849.LDE225
478,X-4849.LDK378
479,X-4849.LEE011
480,X-4849.LEE011 + binimetinib
481,X-4849.LEE011 + encorafenib
482,X-4849.LGW813
483,X-4849.TAS266
484,X-4849.WNT974
485,X-5189.binimetinib
486,X-5189.BKM120
487,X-5189.BKM120 + encorafenib
488,X-5189.CGM097
489,X-5189.CLR457
490,X-5189.dacarbazine
491,X-5189.encorafenib
492,X-5189.encorafenib + binimetinib
493,X-5189.LDE225
494,X-5189.LDK378
495,X-5189.LEE011
496,X-5189.LEE011 + binimetinib
497,X-5189.LEE011 + encorafenib
498,X-5189.LGW813
499,X-5189.TAS266
500,X-5189.WNT974
501,X-1156.BGJ398
502,X-1156.binimetinib
503,X-1156.BKM120
504,X-1156.BKM120 + binimetinib
505,X-1156.BYL719
506,X-1156.BYL719 + LGH447
507,X-1156.BYL719 + LJM716
508,X-1156.cetuximab
509,X-1156.CGM097
510,X-1156.CKX620
511,X-1156.CLR457
512,X-1156.erlotinib
513,X-1156.HDM201
514,X-1156.HSP990
515,X-1156.INC280
516,X-1156.LCL161 + paclitaxel
517,X-1156.LEE011
518,X-1156.LFW527 + binimetinib
519,X-1156.LGH447
520,X-1156.LLM871
521,X-1156.paclitaxel
522,X-1172.BGJ398
523,X-1172.binimetinib
524,X-1172.BKM120
525,X-1172.BKM120 + binimetinib
526,X-1172.BYL719
527,X-1172.BYL719 + LGH447
528,X-1172.BYL719 + LJM716
529,X-1172.cetuximab
530,X-1172.CGM097
531,X-1172.CKX620
532,X-1172.CLR457
533,X-1172.erlotinib
534,X-1172.HDM201
535,X-1172.HSP990
536,X-1172.INC280
537,X-1172.LCL161 + paclitaxel
538,X-1172.LEE011
539,X-1172.LFW527 + binimetinib
540,X-1172.LGH447
541,X-1172.LLM871
542,X-1172.paclitaxel
543,X-1189.BGJ398
544,X-1189.binimetinib
545,X-1189.BKM120
546,X-1189.BKM120 + binimetinib
547,X-1189.BYL719
548,X-1189.BYL719 + LGH447
549,X-1189.BYL719 + LJM716
550,X-1189.cetuximab
551,X-1189.CGM097
552,X-1189.CKX620
553,X-1189.CLR457
554,X-1189.erlotinib
555,X-1189.HDM201
556,X-1189.HSP990
557,X-1189.INC280
558,X-1189.LCL161 + paclitaxel
559,X-1189.LEE011
560,X-1189.LGH447
561,X-1189.LLM871
562,X-1189.paclitaxel
563,X-1228.BGJ398
564,X-1228.binimetinib
565,X-1228.BKM120
566,X-1228.BKM120 + binimetinib
567,X-1228.BYL719
568,X-1228.BYL719 + LGH447
569,X-1228.BYL719 + LJM716
570,X-1228.cetuximab
571,X-1228.CGM097
572,X-1228.CKX620
573,X-1228.CLR457
574,X-1228.erlotinib
575,X-1228.HDM201
576,X-1228.HSP990
577,X-1228.INC280
578,X-1228.LCL161 + paclitaxel
579,X-1228.LEE011
580,X-1228.LFW527 + binimetinib
581,X-1228.LGH447
582,X-1228.LLM871
583,X-1228.paclitaxel
584,X-1323.BGJ398
585,X-1323.binimetinib
586,X-1323.BKM120
587,X-1323.BKM120 + binimetinib
588,X-1323.BYL719
589,X-1323.BYL719 + LGH447
590,X-1323.BYL719 + LJM716
591,X-1323.cetuximab
592,X-1323.CGM097
593,X-1323.CKX620
594,X-1323.CLR457
595,X-1323.erlotinib
596,X-1323.HDM201
597,X-1323.HSP990
598,X-1323.INC280
599,X-1323.LCL161 + paclitaxel
600,X-1323.LEE011
601,X-1323.LFW527 + binimetinib
602,X-1323.LGH447
603,X-1323.LLM871
604,X-1323.paclitaxel
605,X-1442.BGJ398
606,X-1442.binimetinib
607,X-1442.BKM120
608,X-1442.BKM120 + binimetinib
609,X-1442.BYL719
610,X-1442.BYL719 + LGH447
611,X-1442.BYL719 + LJM716
612,X-1442.cetuximab
613,X-1442.CGM097
614,X-1442.CKX620
615,X-1442.CLR457
616,X-1442.erlotinib
617,X-1442.HDM201
618,X-1442.HSP990
619,X-1442.INC280
620,X-1442.LCL161 + paclitaxel
621,X-1442.LEE011
622,X-1442.LGH447
623,X-1442.LLM871
624,X-1442.paclitaxel
625,X-1499.BGJ398
626,X-1499.binimetinib
627,X-1499.BKM120
628,X-1499.BKM120 + binimetinib
629,X-1499.BYL719
630,X-1499.BYL719 + LGH447
631,X-1499.BYL719 + LJM716
632,X-1499.cetuximab
633,X-1499.CGM097
634,X-1499.CKX620
635,X-1499.CLR457
636,X-1499.erlotinib
637,X-1499.HDM201
638,X-1499.HSP990
639,X-1499.INC280
640,X-1499.LCL161 + paclitaxel
641,X-1499.LEE011
642,X-1499.LFW527 + binimetinib
643,X-1499.LGH447
644,X-1499.LLM871
645,X-1499.paclitaxel
646,X-1586.BGJ398
647,X-1586.binimetinib
648,X-1586.BKM120
649,X-1586.BKM120 + binimetinib
650,X-1586.BYL719
651,X-1586.BYL719 + LGH447
652,X-1586.BYL719 + LJM716
653,X-1586.cetuximab
654,X-1586.CGM097
655,X-1586.CKX620
656,X-1586.CLR457
657,X-1586.erlotinib
658,X-1586.HDM201
659,X-1586.HSP990
660,X-1586.INC280
661,X-1586.LCL161 + paclitaxel
662,X-1586.LEE011
663,X-1586.LFW527 + binimetinib
664,X-1586.LGH447
665,X-1586.LLM871
666,X-1586.paclitaxel
667,X-1658.BGJ398
668,X-1658.binimetinib
669,X-1658.BKM120
670,X-1658.BKM120 + binimetinib
671,X-1658.BYL719
672,X-1658.BYL719 + LGH447
673,X-1658.BYL719 + LJM716
674,X-1658.cetuximab
675,X-1658.CGM097
676,X-1658.CKX620
677,X-1658.CLR457
678,X-1658.erlotinib
679,X-1658.HDM201
680,X-1658.HSP990
681,X-1658.INC280
682,X-1658.LCL161 + paclitaxel
683,X-1658.LEE011
684,X-1658.LFW527 + binimetinib
685,X-1658.LGH447
686,X-1658.LLM871
687,X-1658.paclitaxel
688,X-1683.BGJ398
689,X-1683.binimetinib
690,X-1683.BKM120
691,X-1683.BKM120 + binimetinib
692,X-1683.BYL719
693,X-1683.BYL719 + LGH447
694,X-1683.BYL719 + LJM716
695,X-1683.cetuximab
696,X-1683.CGM097
697,X-1683.CKX620
698,X-1683.CLR457
699,X-1683.erlotinib
700,X-1683.HDM201
701,X-1683.HSP990
702,X-1683.INC280
703,X-1683.LCL161 + paclitaxel
704,X-1683.LEE011
705,X-1683.LGH447
706,X-1683.LLM871
707,X-1683.paclitaxel
708,X-1725.BGJ398
709,X-1725.binimetinib
710,X-1725.BKM120
711,X-1725.BKM120 + binimetinib
712,X-1725.BYL719
713,X-1725.BYL719 + LGH447
714,X-1725.BYL719 + LJM716
715,X-1725.cetuximab
716,X-1725.CGM097
717,X-1725.CKX620
718,X-1725.CLR457
719,X-1725.erlotinib
720,X-1725.HDM201
721,X-1725.HSP990
722,X-1725.INC280
723,X-1725.LCL161 + paclitaxel
724,X-1725.LEE011
725,X-1725.LFW527 + binimetinib
726,X-1725.LGH447
727,X-1725.LLM871
728,X-1725.paclitaxel
729,X-1787.BGJ398
730,X-1787.binimetinib
731,X-1787.BKM120
732,X-1787.BKM120 + binimetinib
733,X-1787.BYL719
734,X-1787.BYL719 + LGH447
735,X-1787.BYL719 + LJM716
736,X-1787.cetuximab
737,X-1787.CGM097
738,X-1787.CKX620
739,X-1787.CLR457
740,X-1787.erlotinib
741,X-1787.HDM201
742,X-1787.HSP990
743,X-1787.INC280
744,X-1787.LCL161 + paclitaxel
745,X-1787.LEE011
746,X-1787.LFW527 + binimetinib
747,X-1787.LGH447
748,X-1787.LLM871
749,X-1787.paclitaxel
750,X-1795.LFW527 + binimetinib
751,X-1823.BGJ398
752,X-1823.binimetinib
753,X-1823.BKM120
754,X-1823.BKM120 + binimetinib
755,X-1823.BYL719
756,X-1823.BYL719 + LGH447
757,X-1823.BYL719 + LJM716
758,X-1823.cetuximab
759,X-1823.CGM097
760,X-1823.CKX620
761,X-1823.CLR457
762,X-1823.erlotinib
763,X-1823.HDM201
764,X-1823.HSP990
765,X-1823.INC280
766,X-1823.LCL161 + paclitaxel
767,X-1823.LEE011
768,X-1823.LFW527 + binimetinib
769,X-1823.LGH447
770,X-1823.LLM871
771,X-1823.paclitaxel
772,X-1834.BGJ398
773,X-1834.binimetinib
774,X-1834.BKM120
775,X-1834.BKM120 + binimetinib
776,X-1834.BYL719
777,X-1834.BYL719 + LGH447
778,X-1834.BYL719 + LJM716
779,X-1834.cetuximab
780,X-1834.CGM097
781,X-1834.CKX620
782,X-1834.CLR457
783,X-1834.erlotinib
784,X-1834.HDM201
785,X-1834.HSP990
786,X-1834.INC280
787,X-1834.LCL161 + paclitaxel
788,X-1834.LEE011
789,X-1834.LFW527 + binimetinib
790,X-1834.LGH447
791,X-1834.LLM871
792,X-1834.paclitaxel
793,X-1835.BGJ398
794,X-1835.binimetinib
795,X-1835.BKM120
796,X-1835.BKM120 + binimetinib
797,X-1835.BYL719
798,X-1835.BYL719 + LGH447
799,X-1835.BYL719 + LJM716
800,X-1835.cetuximab
801,X-1835.CGM097
802,X-1835.CKX620
803,X-1835.CLR457
804,X-1835.erlotinib
805,X-1835.HDM201
806,X-1835.HSP990
807,X-1835.INC280
808,X-1835.LCL161 + paclitaxel
809,X-1835.LEE011
810,X-1835.LFW527 + binimetinib
811,X-1835.LGH447
812,X-1835.LLM871
813,X-1835.paclitaxel
814,X-1869.BGJ398
815,X-1869.binimetinib
816,X-1869.BKM120
817,X-1869.BKM120 + binimetinib
818,X-1869.BYL719
819,X-1869.BYL719 + LGH447
820,X-1869.BYL719 + LJM716
821,X-1869.cetuximab
822,X-1869.CGM097
823,X-1869.CKX620
824,X-1869.CLR457
825,X-1869.erlotinib
826,X-1869.HDM201
827,X-1869.HSP990
828,X-1869.INC280
829,X-1869.LCL161 + paclitaxel
830,X-1869.LEE011
831,X-1869.LFW527 + binimetinib
832,X-1869.LGH447
833,X-1869.LLM871
834,X-1869.paclitaxel
835,X-1870.BGJ398
836,X-1870.binimetinib
837,X-1870.BKM120
838,X-1870.BKM120 + binimetinib
839,X-1870.BYL719
840,X-1870.BYL719 + LGH447
841,X-1870.BYL719 + LJM716
842,X-1870.cetuximab
843,X-1870.CGM097
844,X-1870.CKX620
845,X-1870.CLR457
846,X-1870.erlotinib
847,X-1870.HDM201
848,X-1870.HSP990
849,X-1870.LCL161 + paclitaxel
850,X-1870.LEE011
851,X-1870.LFW527 + binimetinib
852,X-1870.LGH447
853,X-1870.LLM871
854,X-1870.paclitaxel
855,X-1934.BGJ398
856,X-1934.binimetinib
857,X-1934.BKM120
858,X-1934.BKM120 + binimetinib
859,X-1934.BYL719
860,X-1934.BYL719 + LGH447
861,X-1934.BYL719 + LJM716
862,X-1934.cetuximab
863,X-1934.CGM097
864,X-1934.CKX620
865,X-1934.CLR457
866,X-1934.erlotinib
867,X-1934.HDM201
868,X-1934.HSP990
869,X-1934.INC280
870,X-1934.LCL161 + paclitaxel
871,X-1934.LEE011
872,X-1934.LFW527 + binimetinib
873,X-1934.LGH447
874,X-1934.LLM871
875,X-1934.paclitaxel
876,X-1979.LFW527 + binimetinib
877,X-1980.BGJ398
878,X-1980.binimetinib
879,X-1980.BKM120
880,X-1980.BKM120 + binimetinib
881,X-1980.BYL719
882,X-1980.BYL719 + LGH447
883,X-1980.BYL719 + LJM716
884,X-1980.cetuximab
885,X-1980.CGM097
886,X-1980.CKX620
887,X-1980.CLR457
888,X-1980.erlotinib
889,X-1980.HDM201
890,X-1980.HSP990
891,X-1980.INC280
892,X-1980.LCL161 + paclitaxel
893,X-1980.LEE011
894,X-1980.LFW527 + binimetinib
895,X-1980.LGH447
896,X-1980.LLM871
897,X-1980.paclitaxel
898,X-1993.BGJ398
899,X-1993.binimetinib
900,X-1993.BKM120
901,X-1993.BKM120 + binimetinib
902,X-1993.BYL719
903,X-1993.BYL719 + LGH447
904,X-1993.BYL719 + LJM716
905,X-1993.cetuximab
906,X-1993.CGM097
907,X-1993.CKX620
908,X-1993.CLR457
909,X-1993.erlotinib
910,X-1993.HDM201
911,X-1993.HSP990
912,X-1993.INC280
913,X-1993.LCL161 + paclitaxel
914,X-1993.LEE011
915,X-1993.LFW527 + binimetinib
916,X-1993.LGH447
917,X-1993.LLM871
918,X-1993.paclitaxel
919,X-2017.BGJ398
920,X-2017.binimetinib
921,X-2017.BKM120
922,X-2017.BKM120 + binimetinib
923,X-2017.BYL719
924,X-2017.BYL719 + LGH447
925,X-2017.BYL719 + LJM716
926,X-2017.cetuximab
927,X-2017.CGM097
928,X-2017.CKX620
929,X-2017.CLR457
930,X-2017.erlotinib
931,X-2017.HDM201
932,X-2017.HSP990
933,X-2017.INC280
934,X-2017.LCL161 + paclitaxel
935,X-2017.LEE011
936,X-2017.LFW527 + binimetinib
937,X-2017.LGH447
938,X-2017.LLM871
939,X-2017.paclitaxel
940,X-2042.BGJ398
941,X-2042.binimetinib
942,X-2042.BKM120
943,X-2042.BKM120 + binimetinib
944,X-2042.BYL719
945,X-2042.BYL719 + LGH447
946,X-2042.BYL719 + LJM716
947,X-2042.cetuximab
948,X-2042.CGM097
949,X-2042.CKX620
950,X-2042.CLR457
951,X-2042.erlotinib
952,X-2042.HDM201
953,X-2042.HSP990
954,X-2042.INC280
955,X-2042.LCL161 + paclitaxel
956,X-2042.LEE011
957,X-2042.LFW527 + binimetinib
958,X-2042.LGH447
959,X-2042.LLM871
960,X-2042.paclitaxel
961,X-20508.LFW527 + binimetinib
962,X-20689.LFW527 + binimetinib
963,X-20810.LFW527 + binimetinib
964,X-2082.BGJ398
965,X-2082.binimetinib
966,X-2082.BKM120
967,X-2082.BKM120 + binimetinib
968,X-2082.BYL719
969,X-2082.BYL719 + LGH447
970,X-2082.BYL719 + LJM716
971,X-2082.cetuximab
972,X-2082.CGM097
973,X-2082.CKX620
974,X-2082.CLR457
975,X-2082.erlotinib
976,X-2082.HDM201
977,X-2082.HSP990
978,X-2082.INC280
979,X-2082.LCL161 + paclitaxel
980,X-2082.LEE011
981,X-2082.LFW527 + binimetinib
982,X-2082.LGH447
983,X-2082.LLM871
984,X-2082.paclitaxel
985,X-2088.BGJ398
986,X-2088.binimetinib
987,X-2088.BKM120
988,X-2088.BKM120 + binimetinib
989,X-2088.BYL719
990,X-2088.BYL719 + LGH447
991,X-2088.BYL719 + LJM716
992,X-2088.cetuximab
993,X-2088.CGM097
994,X-2088.CKX620
995,X-2088.CLR457
996,X-2088.erlotinib
997,X-2088.HDM201
998,X-2088.HSP990
999,X-2088.INC280
1000,X-2088.LCL161 + paclitaxel
1001,X-2088.LEE011
1002,X-2088.LFW527 + binimetinib
1003,X-2088.LGH447
1004,X-2088.LLM871
1005,X-2094.BGJ398
1006,X-2094.binimetinib
