"","model.id","biobase.id","mDataType"
"367","X.1362.LE11","X-1362","RNASeq_FPKM"
"368","X.1362.LK36","X-1362","RNASeq_FPKM"
"369","X.1362.trib","X-1362","RNASeq_FPKM"
"370","X.1362.uned","X-1362","RNASeq_FPKM"
"371","X.1362.WN74","X-1362","RNASeq_FPKM"
"997","X.1948.abne","X-1948","RNASeq_FPKM"
"998","X.1948.biib","X-1948","RNASeq_FPKM"
"999","X.1948.bipk","X-1948","RNASeq_FPKM"
"1000","X.1948.BK20","X-1948","RNASeq_FPKM"
"1001","X.1948.BK20.biib","X-1948","RNASeq_FPKM"
"1002","X.1948.BK20.LD25","X-1948","RNASeq_FPKM"
"1003","X.1948.BY19","X-1948","RNASeq_FPKM"
"1004","X.1948.BY19.LJ16","X-1948","RNASeq_FPKM"
"1005","X.1948.CL57","X-1948","RNASeq_FPKM"
"1006","X.1948.fiab","X-1948","RNASeq_FPKM"
"1007","X.1948.fiab.biib","X-1948","RNASeq_FPKM"
"1008","X.1948.gepk","X-1948","RNASeq_FPKM"
"1009","X.1948.HD01","X-1948","RNASeq_FPKM"
"1010","X.1948.IN24","X-1948","RNASeq_FPKM"
"1011","X.1948.IN24.biib","X-1948","RNASeq_FPKM"
"1012","X.1948.LE11","X-1948","RNASeq_FPKM"
"1013","X.1948.LK36","X-1948","RNASeq_FPKM"
"1014","X.1948.trib","X-1948","RNASeq_FPKM"
"1015","X.1948.uned","X-1948","RNASeq_FPKM"
"1016","X.1948.WN74","X-1948","RNASeq_FPKM"
"1017","X.1959.biib","X-1959","RNASeq_FPKM"
"1018","X.1959.BK20.biib","X-1959","RNASeq_FPKM"
"1019","X.1959.gepk","X-1959","RNASeq_FPKM"
"1020","X.1959.IN24.biib","X-1959","RNASeq_FPKM"
"1021","X.1959.LE11","X-1959","RNASeq_FPKM"
"1089","X.2026.biib","X-2026","RNASeq_FPKM"
"1090","X.2026.BK20","X-2026","RNASeq_FPKM"
"1091","X.2026.BK20.biib","X-2026","RNASeq_FPKM"
"1092","X.2026.BY19","X-2026","RNASeq_FPKM"
"1093","X.2026.BY19.LJ16","X-2026","RNASeq_FPKM"
"1094","X.2026.CL57","X-2026","RNASeq_FPKM"
"1095","X.2026.fiab.biib","X-2026","RNASeq_FPKM"
"1096","X.2026.gepk","X-2026","RNASeq_FPKM"
"1097","X.2026.HD01","X-2026","RNASeq_FPKM"
"1098","X.2026.IN24","X-2026","RNASeq_FPKM"
"1099","X.2026.IN24.biib","X-2026","RNASeq_FPKM"
"1100","X.2026.LK36","X-2026","RNASeq_FPKM"
"1101","X.2026.trib","X-2026","RNASeq_FPKM"
"1102","X.2026.uned","X-2026","RNASeq_FPKM"
"1103","X.2026.WN74","X-2026","RNASeq_FPKM"
"1126","X.2043.abne","X-2043","RNASeq_FPKM"
"1127","X.2043.biib","X-2043","RNASeq_FPKM"
"1128","X.2043.bipk","X-2043","RNASeq_FPKM"
"1129","X.2043.BK20","X-2043","RNASeq_FPKM"
"1130","X.2043.BK20.biib","X-2043","RNASeq_FPKM"
"1131","X.2043.BK20.LD25","X-2043","RNASeq_FPKM"
"1132","X.2043.BY19","X-2043","RNASeq_FPKM"
"1133","X.2043.BY19.LJ16","X-2043","RNASeq_FPKM"
"1134","X.2043.CL57","X-2043","RNASeq_FPKM"
"1135","X.2043.fiab","X-2043","RNASeq_FPKM"
"1136","X.2043.fiab.biib","X-2043","RNASeq_FPKM"
"1137","X.2043.gepk","X-2043","RNASeq_FPKM"
"1138","X.2043.HD01","X-2043","RNASeq_FPKM"
"1139","X.2043.IN24","X-2043","RNASeq_FPKM"
"1140","X.2043.IN24.biib","X-2043","RNASeq_FPKM"
"1141","X.2043.LE11","X-2043","RNASeq_FPKM"
"1142","X.2043.LK36","X-2043","RNASeq_FPKM"
"1143","X.2043.uned","X-2043","RNASeq_FPKM"
"1144","X.2081.biib","X-2081","RNASeq_FPKM"
"1145","X.2081.bipk","X-2081","RNASeq_FPKM"
"1146","X.2081.BK20","X-2081","RNASeq_FPKM"
"1147","X.2081.BK20.biib","X-2081","RNASeq_FPKM"
"1148","X.2081.BK20.LD25","X-2081","RNASeq_FPKM"
"1149","X.2081.BY19","X-2081","RNASeq_FPKM"
"1150","X.2081.BY19.LJ16","X-2081","RNASeq_FPKM"
"1151","X.2081.CL57","X-2081","RNASeq_FPKM"
"1152","X.2081.fiab","X-2081","RNASeq_FPKM"
"1153","X.2081.fiab.biib","X-2081","RNASeq_FPKM"
"1154","X.2081.gepk","X-2081","RNASeq_FPKM"
"1155","X.2081.HD01","X-2081","RNASeq_FPKM"
"1156","X.2081.IN24.biib","X-2081","RNASeq_FPKM"
"1157","X.2081.LE11","X-2081","RNASeq_FPKM"
"1158","X.2081.LK36","X-2081","RNASeq_FPKM"
"1159","X.2081.trib","X-2081","RNASeq_FPKM"
"1160","X.2081.uned","X-2081","RNASeq_FPKM"
"1161","X.2081.WN74","X-2081","RNASeq_FPKM"
"1326","X.2283.abne","X-2283","RNASeq_FPKM"
"1327","X.2283.bipk","X-2283","RNASeq_FPKM"
"1328","X.2283.BK20","X-2283","RNASeq_FPKM"
"1329","X.2283.BY19","X-2283","RNASeq_FPKM"
"1330","X.2283.CL57","X-2283","RNASeq_FPKM"
"1331","X.2283.gepk","X-2283","RNASeq_FPKM"
"1332","X.2283.HD01","X-2283","RNASeq_FPKM"
"1333","X.2283.IN24","X-2283","RNASeq_FPKM"
"1334","X.2283.IN24.biib","X-2283","RNASeq_FPKM"
"1335","X.2283.LE11","X-2283","RNASeq_FPKM"
"1336","X.2283.LK36","X-2283","RNASeq_FPKM"
"1337","X.2283.trib","X-2283","RNASeq_FPKM"
"1338","X.2283.WN74","X-2283","RNASeq_FPKM"
"1356","X.2339.abne","X-2339","RNASeq_FPKM"
"1357","X.2339.biib","X-2339","RNASeq_FPKM"
"1358","X.2339.bipk","X-2339","RNASeq_FPKM"
"1359","X.2339.BK20","X-2339","RNASeq_FPKM"
"1360","X.2339.BK20.biib","X-2339","RNASeq_FPKM"
"1361","X.2339.BY19","X-2339","RNASeq_FPKM"
"1362","X.2339.BY19.LJ16","X-2339","RNASeq_FPKM"
"1363","X.2339.CL57","X-2339","RNASeq_FPKM"
"1364","X.2339.fiab","X-2339","RNASeq_FPKM"
"1365","X.2339.fiab.biib","X-2339","RNASeq_FPKM"
"1366","X.2339.gepk","X-2339","RNASeq_FPKM"
"1367","X.2339.HD01","X-2339","RNASeq_FPKM"
"1368","X.2339.IN24","X-2339","RNASeq_FPKM"
"1369","X.2339.IN24.biib","X-2339","RNASeq_FPKM"
"1370","X.2339.LE11","X-2339","RNASeq_FPKM"
"1371","X.2339.LK36","X-2339","RNASeq_FPKM"
"1372","X.2339.trib","X-2339","RNASeq_FPKM"
"1373","X.2339.uned","X-2339","RNASeq_FPKM"
"1374","X.2339.WN74","X-2339","RNASeq_FPKM"
"1461","X.2428.abne","X-2428","RNASeq_FPKM"
"1462","X.2428.biib","X-2428","RNASeq_FPKM"
"1463","X.2428.bipk","X-2428","RNASeq_FPKM"
"1464","X.2428.BK20","X-2428","RNASeq_FPKM"
"1465","X.2428.BK20.biib","X-2428","RNASeq_FPKM"
"1466","X.2428.BK20.LD25","X-2428","RNASeq_FPKM"
"1467","X.2428.BY19","X-2428","RNASeq_FPKM"
"1468","X.2428.BY19.LJ16","X-2428","RNASeq_FPKM"
"1469","X.2428.CL57","X-2428","RNASeq_FPKM"
"1470","X.2428.fiab","X-2428","RNASeq_FPKM"
"1471","X.2428.fiab.biib","X-2428","RNASeq_FPKM"
"1472","X.2428.gepk","X-2428","RNASeq_FPKM"
"1473","X.2428.HD01","X-2428","RNASeq_FPKM"
"1474","X.2428.IN24","X-2428","RNASeq_FPKM"
"1475","X.2428.LE11","X-2428","RNASeq_FPKM"
"1476","X.2428.LK36","X-2428","RNASeq_FPKM"
"1477","X.2428.trib","X-2428","RNASeq_FPKM"
"1478","X.2428.uned","X-2428","RNASeq_FPKM"
"1479","X.2428.WN74","X-2428","RNASeq_FPKM"
"1480","X.2470.abne","X-2470","RNASeq_FPKM"
"1481","X.2470.bipk","X-2470","RNASeq_FPKM"
"1482","X.2470.BK20","X-2470","RNASeq_FPKM"
"1483","X.2470.BY19","X-2470","RNASeq_FPKM"
"1484","X.2470.CL57","X-2470","RNASeq_FPKM"
"1485","X.2470.fiab","X-2470","RNASeq_FPKM"
"1486","X.2470.fiab.biib","X-2470","RNASeq_FPKM"
"1487","X.2470.IN24","X-2470","RNASeq_FPKM"
"1488","X.2470.LE11","X-2470","RNASeq_FPKM"
"1489","X.2470.LK36","X-2470","RNASeq_FPKM"
"1490","X.2470.trib","X-2470","RNASeq_FPKM"
"1491","X.2470.uned","X-2470","RNASeq_FPKM"
"1492","X.2470.WN74","X-2470","RNASeq_FPKM"
"1602","X.2564.abne","X-2564","RNASeq_FPKM"
"1603","X.2564.biib","X-2564","RNASeq_FPKM"
"1604","X.2564.bipk","X-2564","RNASeq_FPKM"
"1605","X.2564.BK20","X-2564","RNASeq_FPKM"
"1606","X.2564.BK20.biib","X-2564","RNASeq_FPKM"
"1607","X.2564.BK20.LD25","X-2564","RNASeq_FPKM"
"1608","X.2564.BY19","X-2564","RNASeq_FPKM"
"1609","X.2564.BY19.LJ16","X-2564","RNASeq_FPKM"
"1610","X.2564.CL57","X-2564","RNASeq_FPKM"
"1611","X.2564.fiab","X-2564","RNASeq_FPKM"
"1612","X.2564.fiab.biib","X-2564","RNASeq_FPKM"
"1613","X.2564.gepk","X-2564","RNASeq_FPKM"
"1614","X.2564.HD01","X-2564","RNASeq_FPKM"
"1615","X.2564.IN24","X-2564","RNASeq_FPKM"
"1616","X.2564.IN24.biib","X-2564","RNASeq_FPKM"
"1617","X.2564.LE11","X-2564","RNASeq_FPKM"
"1618","X.2564.LK36","X-2564","RNASeq_FPKM"
"1619","X.2564.trib","X-2564","RNASeq_FPKM"
"1620","X.2564.uned","X-2564","RNASeq_FPKM"
"1621","X.2564.WN74","X-2564","RNASeq_FPKM"
"1676","X.2633.abne","X-2633","RNASeq_FPKM"
"1677","X.2633.biib","X-2633","RNASeq_FPKM"
"1678","X.2633.bipk","X-2633","RNASeq_FPKM"
"1679","X.2633.BK20","X-2633","RNASeq_FPKM"
"1680","X.2633.BK20.biib","X-2633","RNASeq_FPKM"
"1681","X.2633.BK20.LD25","X-2633","RNASeq_FPKM"
"1682","X.2633.BY19","X-2633","RNASeq_FPKM"
"1683","X.2633.BY19.LJ16","X-2633","RNASeq_FPKM"
"1684","X.2633.CL57","X-2633","RNASeq_FPKM"
"1685","X.2633.fiab","X-2633","RNASeq_FPKM"
"1686","X.2633.fiab.biib","X-2633","RNASeq_FPKM"
"1687","X.2633.gepk","X-2633","RNASeq_FPKM"
"1688","X.2633.HD01","X-2633","RNASeq_FPKM"
"1689","X.2633.IN24.biib","X-2633","RNASeq_FPKM"
"1690","X.2633.LE11","X-2633","RNASeq_FPKM"
"1691","X.2633.LK36","X-2633","RNASeq_FPKM"
"1692","X.2633.trib","X-2633","RNASeq_FPKM"
"1693","X.2633.uned","X-2633","RNASeq_FPKM"
"1694","X.2633.WN74","X-2633","RNASeq_FPKM"
"1739","X.2684.abne","X-2684","RNASeq_FPKM"
"1740","X.2684.biib","X-2684","RNASeq_FPKM"
"1741","X.2684.bipk","X-2684","RNASeq_FPKM"
"1742","X.2684.BK20","X-2684","RNASeq_FPKM"
"1743","X.2684.BK20.biib","X-2684","RNASeq_FPKM"
"1744","X.2684.BK20.LD25","X-2684","RNASeq_FPKM"
"1745","X.2684.BY19","X-2684","RNASeq_FPKM"
"1746","X.2684.BY19.LJ16","X-2684","RNASeq_FPKM"
"1747","X.2684.CL57","X-2684","RNASeq_FPKM"
"1748","X.2684.fiab","X-2684","RNASeq_FPKM"
"1749","X.2684.fiab.biib","X-2684","RNASeq_FPKM"
"1750","X.2684.HD01","X-2684","RNASeq_FPKM"
"1751","X.2684.IN24","X-2684","RNASeq_FPKM"
"1752","X.2684.IN24.biib","X-2684","RNASeq_FPKM"
"1753","X.2684.LE11","X-2684","RNASeq_FPKM"
"1754","X.2684.LK36","X-2684","RNASeq_FPKM"
"1755","X.2684.trib","X-2684","RNASeq_FPKM"
"1756","X.2684.uned","X-2684","RNASeq_FPKM"
"1757","X.2684.WN74","X-2684","RNASeq_FPKM"
"1930","X.2997.abne","X-2997","RNASeq_FPKM"
"1931","X.2997.biib","X-2997","RNASeq_FPKM"
"1932","X.2997.bipk","X-2997","RNASeq_FPKM"
"1933","X.2997.BK20","X-2997","RNASeq_FPKM"
"1934","X.2997.BK20.biib","X-2997","RNASeq_FPKM"
"1935","X.2997.BK20.LD25","X-2997","RNASeq_FPKM"
"1936","X.2997.BY19","X-2997","RNASeq_FPKM"
"1937","X.2997.BY19.LJ16","X-2997","RNASeq_FPKM"
"1938","X.2997.CL57","X-2997","RNASeq_FPKM"
"1939","X.2997.fiab","X-2997","RNASeq_FPKM"
"1940","X.2997.fiab.biib","X-2997","RNASeq_FPKM"
"1941","X.2997.HD01","X-2997","RNASeq_FPKM"
"1942","X.2997.IN24","X-2997","RNASeq_FPKM"
"1943","X.2997.IN24.biib","X-2997","RNASeq_FPKM"
"1944","X.2997.LE11","X-2997","RNASeq_FPKM"
"1945","X.2997.LK36","X-2997","RNASeq_FPKM"
"1946","X.2997.trib","X-2997","RNASeq_FPKM"
"1947","X.2997.uned","X-2997","RNASeq_FPKM"
"1948","X.3028.abne","X-3028","RNASeq_FPKM"
"1949","X.3028.biib","X-3028","RNASeq_FPKM"
"1950","X.3028.bipk","X-3028","RNASeq_FPKM"
"1951","X.3028.BK20","X-3028","RNASeq_FPKM"
"1952","X.3028.BK20.biib","X-3028","RNASeq_FPKM"
"1953","X.3028.BK20.LD25","X-3028","RNASeq_FPKM"
"1954","X.3028.BY19","X-3028","RNASeq_FPKM"
"1955","X.3028.BY19.LJ16","X-3028","RNASeq_FPKM"
"1956","X.3028.CL57","X-3028","RNASeq_FPKM"
"1957","X.3028.fiab","X-3028","RNASeq_FPKM"
"1958","X.3028.fiab.biib","X-3028","RNASeq_FPKM"
"1959","X.3028.HD01","X-3028","RNASeq_FPKM"
"1960","X.3028.IN24","X-3028","RNASeq_FPKM"
"1961","X.3028.IN24.biib","X-3028","RNASeq_FPKM"
"1962","X.3028.LE11","X-3028","RNASeq_FPKM"
"1963","X.3028.LK36","X-3028","RNASeq_FPKM"
"1964","X.3028.trib","X-3028","RNASeq_FPKM"
"1965","X.3028.uned","X-3028","RNASeq_FPKM"
"1966","X.3028.WN74","X-3028","RNASeq_FPKM"
"1988","X.3038.abne","X-3038","RNASeq_FPKM"
"1989","X.3038.biib","X-3038","RNASeq_FPKM"
"1990","X.3038.bipk","X-3038","RNASeq_FPKM"
"1991","X.3038.BK20","X-3038","RNASeq_FPKM"
"1992","X.3038.BK20.biib","X-3038","RNASeq_FPKM"
"1993","X.3038.BK20.LD25","X-3038","RNASeq_FPKM"
"1994","X.3038.BY19","X-3038","RNASeq_FPKM"
"1995","X.3038.BY19.LJ16","X-3038","RNASeq_FPKM"
"1996","X.3038.CL57","X-3038","RNASeq_FPKM"
"1997","X.3038.fiab","X-3038","RNASeq_FPKM"
"1998","X.3038.fiab.biib","X-3038","RNASeq_FPKM"
"1999","X.3038.HD01","X-3038","RNASeq_FPKM"
"2000","X.3038.IN24","X-3038","RNASeq_FPKM"
"2001","X.3038.IN24.biib","X-3038","RNASeq_FPKM"
"2002","X.3038.LE11","X-3038","RNASeq_FPKM"
"2003","X.3038.LK36","X-3038","RNASeq_FPKM"
"2004","X.3038.trib","X-3038","RNASeq_FPKM"
"2005","X.3038.uned","X-3038","RNASeq_FPKM"
"2006","X.3038.WN74","X-3038","RNASeq_FPKM"
"2007","X.3052.abne","X-3052","RNASeq_FPKM"
"2008","X.3052.biib","X-3052","RNASeq_FPKM"
"2009","X.3052.bipk","X-3052","RNASeq_FPKM"
"2010","X.3052.BK20","X-3052","RNASeq_FPKM"
"2011","X.3052.BK20.biib","X-3052","RNASeq_FPKM"
"2012","X.3052.BK20.LD25","X-3052","RNASeq_FPKM"
"2013","X.3052.BY19","X-3052","RNASeq_FPKM"
"2014","X.3052.BY19.LJ16","X-3052","RNASeq_FPKM"
"2015","X.3052.CL57","X-3052","RNASeq_FPKM"
"2016","X.3052.fiab","X-3052","RNASeq_FPKM"
"2017","X.3052.fiab.biib","X-3052","RNASeq_FPKM"
"2018","X.3052.gepk","X-3052","RNASeq_FPKM"
"2019","X.3052.HD01","X-3052","RNASeq_FPKM"
"2020","X.3052.IN24","X-3052","RNASeq_FPKM"
"2021","X.3052.IN24.biib","X-3052","RNASeq_FPKM"
"2022","X.3052.LE11","X-3052","RNASeq_FPKM"
"2023","X.3052.LK36","X-3052","RNASeq_FPKM"
"2024","X.3052.trib","X-3052","RNASeq_FPKM"
"2025","X.3052.uned","X-3052","RNASeq_FPKM"
"2026","X.3052.WN74","X-3052","RNASeq_FPKM"
"2234","X.3268.abne","X-3268","RNASeq_FPKM"
"2235","X.3268.biib","X-3268","RNASeq_FPKM"
"2236","X.3268.bipk","X-3268","RNASeq_FPKM"
"2237","X.3268.BK20","X-3268","RNASeq_FPKM"
"2238","X.3268.BK20.biib","X-3268","RNASeq_FPKM"
"2239","X.3268.BK20.LD25","X-3268","RNASeq_FPKM"
"2240","X.3268.BY19","X-3268","RNASeq_FPKM"
"2241","X.3268.BY19.LJ16","X-3268","RNASeq_FPKM"
"2242","X.3268.CL57","X-3268","RNASeq_FPKM"
"2243","X.3268.fiab","X-3268","RNASeq_FPKM"
"2244","X.3268.fiab.biib","X-3268","RNASeq_FPKM"
"2245","X.3268.gepk","X-3268","RNASeq_FPKM"
"2246","X.3268.HD01","X-3268","RNASeq_FPKM"
"2247","X.3268.IN24","X-3268","RNASeq_FPKM"
"2248","X.3268.IN24.biib","X-3268","RNASeq_FPKM"
"2249","X.3268.LE11","X-3268","RNASeq_FPKM"
"2250","X.3268.LK36","X-3268","RNASeq_FPKM"
"2251","X.3268.trib","X-3268","RNASeq_FPKM"
"2252","X.3268.uned","X-3268","RNASeq_FPKM"
"2253","X.3268.WN74","X-3268","RNASeq_FPKM"
"2438","X.3782.abne","X-3782","RNASeq_FPKM"
"2439","X.3782.biib","X-3782","RNASeq_FPKM"
"2440","X.3782.bipk","X-3782","RNASeq_FPKM"
"2441","X.3782.BK20.biib","X-3782","RNASeq_FPKM"
"2442","X.3782.CL57","X-3782","RNASeq_FPKM"
"2443","X.3782.fiab","X-3782","RNASeq_FPKM"
"2444","X.3782.fiab.biib","X-3782","RNASeq_FPKM"
"2445","X.3782.gepk","X-3782","RNASeq_FPKM"
"2446","X.3782.IN24","X-3782","RNASeq_FPKM"
"2447","X.3782.LE11","X-3782","RNASeq_FPKM"
"2448","X.3782.trib","X-3782","RNASeq_FPKM"
"2449","X.3782.uned","X-3782","RNASeq_FPKM"
"2450","X.3782.WN74","X-3782","RNASeq_FPKM"
"2473","X.3800.abne","X-3800","RNASeq_FPKM"
"2474","X.3800.biib","X-3800","RNASeq_FPKM"
"2475","X.3800.BK20","X-3800","RNASeq_FPKM"
"2476","X.3800.BK20.biib","X-3800","RNASeq_FPKM"
"2477","X.3800.BK20.LD25","X-3800","RNASeq_FPKM"
"2478","X.3800.BY19","X-3800","RNASeq_FPKM"
"2479","X.3800.BY19.LJ16","X-3800","RNASeq_FPKM"
"2480","X.3800.CL57","X-3800","RNASeq_FPKM"
"2481","X.3800.fiab","X-3800","RNASeq_FPKM"
"2482","X.3800.fiab.biib","X-3800","RNASeq_FPKM"
"2483","X.3800.gepk","X-3800","RNASeq_FPKM"
"2484","X.3800.HD01","X-3800","RNASeq_FPKM"
"2485","X.3800.IN24","X-3800","RNASeq_FPKM"
"2486","X.3800.IN24.biib","X-3800","RNASeq_FPKM"
"2487","X.3800.LE11","X-3800","RNASeq_FPKM"
"2488","X.3800.LK36","X-3800","RNASeq_FPKM"
"2489","X.3800.trib","X-3800","RNASeq_FPKM"
"2490","X.3800.uned","X-3800","RNASeq_FPKM"
"2491","X.3800.WN74","X-3800","RNASeq_FPKM"
"2492","X.3816.abne","X-3816","RNASeq_FPKM"
"2493","X.3816.biib","X-3816","RNASeq_FPKM"
"2494","X.3816.bipk","X-3816","RNASeq_FPKM"
"2495","X.3816.BK20","X-3816","RNASeq_FPKM"
"2496","X.3816.BK20.biib","X-3816","RNASeq_FPKM"
"2497","X.3816.BY19","X-3816","RNASeq_FPKM"
"2498","X.3816.BY19.LJ16","X-3816","RNASeq_FPKM"
"2499","X.3816.CL57","X-3816","RNASeq_FPKM"
"2500","X.3816.fiab","X-3816","RNASeq_FPKM"
"2501","X.3816.fiab.biib","X-3816","RNASeq_FPKM"
"2502","X.3816.gepk","X-3816","RNASeq_FPKM"
"2503","X.3816.HD01","X-3816","RNASeq_FPKM"
"2504","X.3816.IN24","X-3816","RNASeq_FPKM"
"2505","X.3816.IN24.biib","X-3816","RNASeq_FPKM"
"2506","X.3816.LE11","X-3816","RNASeq_FPKM"
"2507","X.3816.LK36","X-3816","RNASeq_FPKM"
"2508","X.3816.trib","X-3816","RNASeq_FPKM"
"2509","X.3816.uned","X-3816","RNASeq_FPKM"
"2510","X.3816.WN74","X-3816","RNASeq_FPKM"
"2533","X.3846.abne","X-3846","RNASeq_FPKM"
"2534","X.3846.biib","X-3846","RNASeq_FPKM"
"2535","X.3846.bipk","X-3846","RNASeq_FPKM"
"2536","X.3846.BK20","X-3846","RNASeq_FPKM"
"2537","X.3846.BK20.biib","X-3846","RNASeq_FPKM"
"2538","X.3846.BK20.LD25","X-3846","RNASeq_FPKM"
"2539","X.3846.BY19","X-3846","RNASeq_FPKM"
"2540","X.3846.CL57","X-3846","RNASeq_FPKM"
"2541","X.3846.fiab","X-3846","RNASeq_FPKM"
"2542","X.3846.fiab.biib","X-3846","RNASeq_FPKM"
"2543","X.3846.gepk","X-3846","RNASeq_FPKM"
"2544","X.3846.HD01","X-3846","RNASeq_FPKM"
"2545","X.3846.IN24","X-3846","RNASeq_FPKM"
"2546","X.3846.IN24.biib","X-3846","RNASeq_FPKM"
"2547","X.3846.LK36","X-3846","RNASeq_FPKM"
"2548","X.3846.trib","X-3846","RNASeq_FPKM"
"2549","X.3846.uned","X-3846","RNASeq_FPKM"
"2550","X.3846.WN74","X-3846","RNASeq_FPKM"
"2605","X.3898.abne","X-3898","RNASeq_FPKM"
"2606","X.3898.biib","X-3898","RNASeq_FPKM"
"2607","X.3898.bipk","X-3898","RNASeq_FPKM"
"2608","X.3898.BK20","X-3898","RNASeq_FPKM"
"2609","X.3898.BK20.biib","X-3898","RNASeq_FPKM"
"2610","X.3898.BK20.LD25","X-3898","RNASeq_FPKM"
"2611","X.3898.BY19","X-3898","RNASeq_FPKM"
"2612","X.3898.BY19.LJ16","X-3898","RNASeq_FPKM"
"2613","X.3898.fiab","X-3898","RNASeq_FPKM"
"2614","X.3898.fiab.biib","X-3898","RNASeq_FPKM"
"2615","X.3898.gepk","X-3898","RNASeq_FPKM"
"2616","X.3898.HD01","X-3898","RNASeq_FPKM"
"2617","X.3898.IN24","X-3898","RNASeq_FPKM"
"2618","X.3898.IN24.biib","X-3898","RNASeq_FPKM"
"2619","X.3898.LE11","X-3898","RNASeq_FPKM"
"2620","X.3898.LK36","X-3898","RNASeq_FPKM"
"2621","X.3898.trib","X-3898","RNASeq_FPKM"
"2622","X.3898.uned","X-3898","RNASeq_FPKM"
"2623","X.3898.WN74","X-3898","RNASeq_FPKM"
"2624","X.3947.abne","X-3947","RNASeq_FPKM"
"2625","X.3947.biib","X-3947","RNASeq_FPKM"
"2626","X.3947.bipk","X-3947","RNASeq_FPKM"
"2627","X.3947.BK20","X-3947","RNASeq_FPKM"
"2628","X.3947.BK20.biib","X-3947","RNASeq_FPKM"
"2629","X.3947.BK20.LD25","X-3947","RNASeq_FPKM"
"2630","X.3947.BY19","X-3947","RNASeq_FPKM"
"2631","X.3947.BY19.LJ16","X-3947","RNASeq_FPKM"
"2632","X.3947.CL57","X-3947","RNASeq_FPKM"
"2633","X.3947.fiab","X-3947","RNASeq_FPKM"
"2634","X.3947.fiab.biib","X-3947","RNASeq_FPKM"
