"","model.id","biobase.id","mDataType"
"3583","X.1167.BK20.LJ49","X-1167","RNASeq"
"3584","X.1167.BY19","X-1167","RNASeq"
"3585","X.1167.BY19.biib","X-1167","RNASeq"
"3586","X.1167.BY19.ceab","X-1167","RNASeq"
"3587","X.1167.BY19.ceab.enib","X-1167","RNASeq"
"3588","X.1167.BY19.enib","X-1167","RNASeq"
"3589","X.1167.BY19.LJ16","X-1167","RNASeq"
"3590","X.1167.ceab","X-1167","RNASeq"
"3591","X.1167.ceab.enib","X-1167","RNASeq"
"3592","X.1167.CG97","X-1167","RNASeq"
"3593","X.1167.CK20","X-1167","RNASeq"
"3594","X.1167.CL57","X-1167","RNASeq"
"3595","X.1167.enib","X-1167","RNASeq"
"3596","X.1167.HD01","X-1167","RNASeq"
"3597","X.1167.LE11","X-1167","RNASeq"
"3598","X.1167.LF27.biib","X-1167","RNASeq"
"3599","X.1167.LJ49","X-1167","RNASeq"
"3600","X.1167.LK36","X-1167","RNASeq"
"3601","X.1167.uned","X-1167","RNASeq"
"3602","X.1172.BG98","X-1172","RNASeq"
"3603","X.1172.biib","X-1172","RNASeq"
"3604","X.1172.BK20","X-1172","RNASeq"
"3605","X.1172.BK20.biib","X-1172","RNASeq"
"3606","X.1172.BY19","X-1172","RNASeq"
"3607","X.1172.BY19.LG47","X-1172","RNASeq"
"3608","X.1172.BY19.LJ16","X-1172","RNASeq"
"3609","X.1172.ceab","X-1172","RNASeq"
"3610","X.1172.CG97","X-1172","RNASeq"
"3611","X.1172.CK20","X-1172","RNASeq"
"3612","X.1172.CL57","X-1172","RNASeq"
"3613","X.1172.erib","X-1172","RNASeq"
"3614","X.1172.HD01","X-1172","RNASeq"
"3615","X.1172.HS90","X-1172","RNASeq"
"3616","X.1172.IN80","X-1172","RNASeq"
"3617","X.1172.LC61.pael","X-1172","RNASeq"
"3618","X.1172.LE11","X-1172","RNASeq"
"3619","X.1172.LF27.biib","X-1172","RNASeq"
"3620","X.1172.LG47","X-1172","RNASeq"
"3621","X.1172.LL71","X-1172","RNASeq"
"3622","X.1172.pael","X-1172","RNASeq"
"3623","X.1172.uned","X-1172","RNASeq"
"3624","X.1173.5FFU","X-1173","RNASeq"
"3625","X.1173.biib","X-1173","RNASeq"
"3626","X.1173.BK20","X-1173","RNASeq"
"3627","X.1173.BK20.LJ49","X-1173","RNASeq"
"3628","X.1173.BY19","X-1173","RNASeq"
"3629","X.1173.BY19.biib","X-1173","RNASeq"
"3630","X.1173.BY19.ceab","X-1173","RNASeq"
"3631","X.1173.BY19.ceab.enib","X-1173","RNASeq"
"3632","X.1173.BY19.enib","X-1173","RNASeq"
"3633","X.1173.BY19.LJ16","X-1173","RNASeq"
"3634","X.1173.ceab","X-1173","RNASeq"
"3635","X.1173.ceab.enib","X-1173","RNASeq"
"3636","X.1173.CG97","X-1173","RNASeq"
"3637","X.1173.CK20","X-1173","RNASeq"
"3638","X.1173.CL57","X-1173","RNASeq"
"3639","X.1173.enib","X-1173","RNASeq"
"3640","X.1173.HD01","X-1173","RNASeq"
"3641","X.1173.LE11","X-1173","RNASeq"
"3642","X.1173.LJ49","X-1173","RNASeq"
"3643","X.1173.LK36","X-1173","RNASeq"
"3644","X.1173.uned","X-1173","RNASeq"
"3645","X.1199.abne","X-1199","RNASeq"
"3646","X.1199.biib","X-1199","RNASeq"
"3647","X.1199.bipk","X-1199","RNASeq"
"3648","X.1199.BK20","X-1199","RNASeq"
"3649","X.1199.BK20.biib","X-1199","RNASeq"
"3650","X.1199.BK20.LD25","X-1199","RNASeq"
"3651","X.1199.BY19","X-1199","RNASeq"
"3652","X.1199.BY19.LJ16","X-1199","RNASeq"
"3653","X.1199.CL57","X-1199","RNASeq"
"3654","X.1199.fiab","X-1199","RNASeq"
"3655","X.1199.fiab.biib","X-1199","RNASeq"
"3656","X.1199.gepk","X-1199","RNASeq"
"3657","X.1199.IN24","X-1199","RNASeq"
"3658","X.1199.IN24.biib","X-1199","RNASeq"
"3659","X.1199.LE11","X-1199","RNASeq"
"3660","X.1199.LK36","X-1199","RNASeq"
"3661","X.1199.trib","X-1199","RNASeq"
"3662","X.1199.uned","X-1199","RNASeq"
"3663","X.1199.WN74","X-1199","RNASeq"
"3664","X.1210.LF27.biib","X-1210","RNASeq"
"3665","X.1234.LF27.biib","X-1234","RNASeq"
"3666","X.1256.LF27.biib","X-1256","RNASeq"
"3667","X.1270.5FFU","X-1270","RNASeq"
"3668","X.1270.biib","X-1270","RNASeq"
"3669","X.1270.BK20","X-1270","RNASeq"
"3670","X.1270.BK20.LJ49","X-1270","RNASeq"
"3671","X.1270.BY19","X-1270","RNASeq"
"3672","X.1270.BY19.biib","X-1270","RNASeq"
"3673","X.1270.BY19.ceab","X-1270","RNASeq"
"3674","X.1270.BY19.ceab.enib","X-1270","RNASeq"
"3675","X.1270.BY19.enib","X-1270","RNASeq"
"3676","X.1270.BY19.LJ16","X-1270","RNASeq"
"3677","X.1270.ceab","X-1270","RNASeq"
"3678","X.1270.ceab.enib","X-1270","RNASeq"
"3679","X.1270.CG97","X-1270","RNASeq"
"3680","X.1270.CK20","X-1270","RNASeq"
"3681","X.1270.CL57","X-1270","RNASeq"
"3682","X.1270.enib","X-1270","RNASeq"
"3683","X.1270.HD01","X-1270","RNASeq"
"3684","X.1270.LE11","X-1270","RNASeq"
"3685","X.1270.LJ49","X-1270","RNASeq"
"3686","X.1270.LK36","X-1270","RNASeq"
"3687","X.1270.uned","X-1270","RNASeq"
"3688","X.1289.abne","X-1289","RNASeq"
"3689","X.1289.bipk","X-1289","RNASeq"
"3690","X.1289.BK20","X-1289","RNASeq"
"3691","X.1289.BY19","X-1289","RNASeq"
"3692","X.1289.BY19.LJ16","X-1289","RNASeq"
"3693","X.1289.CL57","X-1289","RNASeq"
"3694","X.1289.fiab","X-1289","RNASeq"
"3695","X.1289.fiab.biib","X-1289","RNASeq"
"3696","X.1289.gepk","X-1289","RNASeq"
"3697","X.1289.HD01","X-1289","RNASeq"
"3698","X.1289.IN24","X-1289","RNASeq"
"3699","X.1289.LE11","X-1289","RNASeq"
"3700","X.1289.LK36","X-1289","RNASeq"
"3701","X.1289.trib","X-1289","RNASeq"
"3702","X.1289.uned","X-1289","RNASeq"
"3703","X.1289.WN74","X-1289","RNASeq"
"3704","X.1290.5FFU","X-1290","RNASeq"
"3705","X.1290.biib","X-1290","RNASeq"
"3706","X.1290.BK20","X-1290","RNASeq"
"3707","X.1290.BK20.LJ49","X-1290","RNASeq"
"3708","X.1290.BY19","X-1290","RNASeq"
"3709","X.1290.BY19.biib","X-1290","RNASeq"
"3710","X.1290.BY19.ceab","X-1290","RNASeq"
"3711","X.1290.BY19.ceab.enib","X-1290","RNASeq"
"3712","X.1290.BY19.enib","X-1290","RNASeq"
"3713","X.1290.BY19.LJ16","X-1290","RNASeq"
"3714","X.1290.ceab","X-1290","RNASeq"
"3715","X.1290.ceab.enib","X-1290","RNASeq"
"3716","X.1290.CG97","X-1290","RNASeq"
"3717","X.1290.CK20","X-1290","RNASeq"
"3718","X.1290.CL57","X-1290","RNASeq"
"3719","X.1290.enib","X-1290","RNASeq"
"3720","X.1290.HD01","X-1290","RNASeq"
"3721","X.1290.LE11","X-1290","RNASeq"
"3722","X.1290.LF27.biib","X-1290","RNASeq"
"3723","X.1290.LJ49","X-1290","RNASeq"
"3724","X.1290.LK36","X-1290","RNASeq"
"3725","X.1290.uned","X-1290","RNASeq"
"3726","X.1298.BG98","X-1298","RNASeq"
"3727","X.1298.biib","X-1298","RNASeq"
"3728","X.1298.BK20","X-1298","RNASeq"
"3729","X.1298.BY19","X-1298","RNASeq"
"3730","X.1298.BY19.LE11","X-1298","RNASeq"
"3731","X.1298.BY19.LJ16","X-1298","RNASeq"
"3732","X.1298.CG97","X-1298","RNASeq"
"3733","X.1298.CL57","X-1298","RNASeq"
"3734","X.1298.HD01","X-1298","RNASeq"
"3735","X.1298.IN24","X-1298","RNASeq"
"3736","X.1298.LE11","X-1298","RNASeq"
"3737","X.1298.LE11.evus","X-1298","RNASeq"
"3738","X.1298.LF02","X-1298","RNASeq"
"3739","X.1298.LF27.evus","X-1298","RNASeq"
"3740","X.1298.LJ16","X-1298","RNASeq"
"3741","X.1298.LJ16.trab","X-1298","RNASeq"
"3742","X.1298.LK36","X-1298","RNASeq"
"3743","X.1298.LL71","X-1298","RNASeq"
"3744","X.1298.pael","X-1298","RNASeq"
"3745","X.1298.taen","X-1298","RNASeq"
"3746","X.1298.trab","X-1298","RNASeq"
"3747","X.1298.uned","X-1298","RNASeq"
"3748","X.1303.5FFU","X-1303","RNASeq"
"3749","X.1303.biib","X-1303","RNASeq"
"3750","X.1303.BK20","X-1303","RNASeq"
"3751","X.1303.BY19","X-1303","RNASeq"
"3752","X.1303.BY19.biib","X-1303","RNASeq"
"3753","X.1303.BY19.ceab","X-1303","RNASeq"
"3754","X.1303.BY19.ceab.enib","X-1303","RNASeq"
"3755","X.1303.BY19.LJ16","X-1303","RNASeq"
"3756","X.1303.ceab","X-1303","RNASeq"
"3757","X.1303.ceab.enib","X-1303","RNASeq"
"3758","X.1303.CG97","X-1303","RNASeq"
"3759","X.1303.CK20","X-1303","RNASeq"
"3760","X.1303.CL57","X-1303","RNASeq"
"3761","X.1303.enib","X-1303","RNASeq"
"3762","X.1303.HD01","X-1303","RNASeq"
"3763","X.1303.LE11","X-1303","RNASeq"
"3764","X.1303.LF27.biib","X-1303","RNASeq"
"3765","X.1303.LJ49","X-1303","RNASeq"
"3766","X.1303.LK36","X-1303","RNASeq"
"3767","X.1303.uned","X-1303","RNASeq"
"3768","X.1317.biib","X-1317","RNASeq"
"3769","X.1317.bipk","X-1317","RNASeq"
"3770","X.1317.BK20.biib","X-1317","RNASeq"
"3771","X.1317.BK20.LD25","X-1317","RNASeq"
"3772","X.1317.fiab","X-1317","RNASeq"
"3773","X.1317.gepk","X-1317","RNASeq"
"3774","X.1317.IN24.biib","X-1317","RNASeq"
"3775","X.1317.LE11","X-1317","RNASeq"
"3776","X.1317.uned","X-1317","RNASeq"
"3777","X.1323.BG98","X-1323","RNASeq"
"3778","X.1323.biib","X-1323","RNASeq"
"3779","X.1323.BK20","X-1323","RNASeq"
"3780","X.1323.BK20.biib","X-1323","RNASeq"
"3781","X.1323.BY19","X-1323","RNASeq"
"3782","X.1323.BY19.LG47","X-1323","RNASeq"
"3783","X.1323.BY19.LJ16","X-1323","RNASeq"
"3784","X.1323.ceab","X-1323","RNASeq"
"3785","X.1323.CG97","X-1323","RNASeq"
"3786","X.1323.CK20","X-1323","RNASeq"
"3787","X.1323.CL57","X-1323","RNASeq"
"3788","X.1323.erib","X-1323","RNASeq"
"3789","X.1323.HD01","X-1323","RNASeq"
"3790","X.1323.HS90","X-1323","RNASeq"
"3791","X.1323.IN80","X-1323","RNASeq"
"3792","X.1323.LC61.pael","X-1323","RNASeq"
"3793","X.1323.LE11","X-1323","RNASeq"
"3794","X.1323.LF27.biib","X-1323","RNASeq"
"3795","X.1323.LG47","X-1323","RNASeq"
"3796","X.1323.LL71","X-1323","RNASeq"
"3797","X.1323.pael","X-1323","RNASeq"
"3798","X.1323.uned","X-1323","RNASeq"
"3799","X.1329.5FFU","X-1329","RNASeq"
"3800","X.1329.biib","X-1329","RNASeq"
"3801","X.1329.BK20","X-1329","RNASeq"
"3802","X.1329.BK20.LJ49","X-1329","RNASeq"
"3803","X.1329.BY19","X-1329","RNASeq"
"3804","X.1329.BY19.biib","X-1329","RNASeq"
"3805","X.1329.BY19.ceab","X-1329","RNASeq"
"3806","X.1329.BY19.ceab.enib","X-1329","RNASeq"
"3807","X.1329.BY19.enib","X-1329","RNASeq"
"3808","X.1329.BY19.LJ16","X-1329","RNASeq"
"3809","X.1329.ceab","X-1329","RNASeq"
"3810","X.1329.ceab.enib","X-1329","RNASeq"
"3811","X.1329.CG97","X-1329","RNASeq"
"3812","X.1329.CK20","X-1329","RNASeq"
"3813","X.1329.CL57","X-1329","RNASeq"
"3814","X.1329.enib","X-1329","RNASeq"
"3815","X.1329.HD01","X-1329","RNASeq"
"3816","X.1329.LE11","X-1329","RNASeq"
"3817","X.1329.LF27.biib","X-1329","RNASeq"
"3818","X.1329.LJ49","X-1329","RNASeq"
"3819","X.1329.LK36","X-1329","RNASeq"
"3820","X.1329.uned","X-1329","RNASeq"
"3821","X.1349.LF27.evus","X-1349","RNASeq"
"3822","X.1362.abne","X-1362","RNASeq"
"3823","X.1362.biib","X-1362","RNASeq"
"3824","X.1362.bipk","X-1362","RNASeq"
"3825","X.1362.BK20","X-1362","RNASeq"
"3826","X.1362.BK20.biib","X-1362","RNASeq"
"3827","X.1362.BK20.LD25","X-1362","RNASeq"
"3828","X.1362.BY19","X-1362","RNASeq"
"3829","X.1362.BY19.LJ16","X-1362","RNASeq"
"3830","X.1362.CL57","X-1362","RNASeq"
"3831","X.1362.fiab","X-1362","RNASeq"
"3832","X.1362.fiab.biib","X-1362","RNASeq"
"3833","X.1362.gepk","X-1362","RNASeq"
"3834","X.1362.HD01","X-1362","RNASeq"
"3835","X.1362.IN24","X-1362","RNASeq"
"3836","X.1362.IN24.biib","X-1362","RNASeq"
"3837","X.1362.LE11","X-1362","RNASeq"
"3838","X.1362.LK36","X-1362","RNASeq"
"3839","X.1362.trib","X-1362","RNASeq"
"3840","X.1362.uned","X-1362","RNASeq"
"3841","X.1362.WN74","X-1362","RNASeq"
"3842","X.1371.BG98","X-1371","RNASeq"
"3843","X.1371.biib","X-1371","RNASeq"
"3844","X.1371.BK20","X-1371","RNASeq"
"3845","X.1371.BY19","X-1371","RNASeq"
"3846","X.1371.BY19.LE11","X-1371","RNASeq"
"3847","X.1371.BY19.LJ16","X-1371","RNASeq"
"3848","X.1371.CG97","X-1371","RNASeq"
"3849","X.1371.CL57","X-1371","RNASeq"
"3850","X.1371.HD01","X-1371","RNASeq"
"3851","X.1371.IN24","X-1371","RNASeq"
"3852","X.1371.LE11","X-1371","RNASeq"
"3853","X.1371.LF02","X-1371","RNASeq"
"3854","X.1371.LF27.evus","X-1371","RNASeq"
"3855","X.1371.LJ16","X-1371","RNASeq"
"3856","X.1371.LJ16.trab","X-1371","RNASeq"
"3857","X.1371.LK36","X-1371","RNASeq"
"3858","X.1371.LL71","X-1371","RNASeq"
"3859","X.1371.pael","X-1371","RNASeq"
"3860","X.1371.taen","X-1371","RNASeq"
"3861","X.1371.trab","X-1371","RNASeq"
"3862","X.1371.uned","X-1371","RNASeq"
"3863","X.1383.BG98","X-1383","RNASeq"
"3864","X.1383.biib","X-1383","RNASeq"
"3865","X.1383.BK20","X-1383","RNASeq"
"3866","X.1383.BY19","X-1383","RNASeq"
"3867","X.1383.BY19.LE11","X-1383","RNASeq"
"3868","X.1383.BY19.LJ16","X-1383","RNASeq"
"3869","X.1383.CG97","X-1383","RNASeq"
"3870","X.1383.CL57","X-1383","RNASeq"
"3871","X.1383.HD01","X-1383","RNASeq"
"3872","X.1383.IN24","X-1383","RNASeq"
"3873","X.1383.LE11","X-1383","RNASeq"
"3874","X.1383.LE11.evus","X-1383","RNASeq"
"3875","X.1383.LF02","X-1383","RNASeq"
"3876","X.1383.LF27.evus","X-1383","RNASeq"
"3877","X.1383.LJ16","X-1383","RNASeq"
"3878","X.1383.LJ16.trab","X-1383","RNASeq"
"3879","X.1383.LK36","X-1383","RNASeq"
"3880","X.1383.LL71","X-1383","RNASeq"
"3881","X.1383.pael","X-1383","RNASeq"
"3882","X.1383.taen","X-1383","RNASeq"
"3883","X.1383.trab","X-1383","RNASeq"
"3884","X.1383.uned","X-1383","RNASeq"
"3885","X.1407.BG98","X-1407","RNASeq"
"3886","X.1407.biib","X-1407","RNASeq"
"3887","X.1407.BK20","X-1407","RNASeq"
"3888","X.1407.BY19","X-1407","RNASeq"
"3889","X.1407.BY19.LE11","X-1407","RNASeq"
"3890","X.1407.BY19.LJ16","X-1407","RNASeq"
"3891","X.1407.CG97","X-1407","RNASeq"
"3892","X.1407.CL57","X-1407","RNASeq"
"3893","X.1407.HD01","X-1407","RNASeq"
"3894","X.1407.IN24","X-1407","RNASeq"
"3895","X.1407.LE11","X-1407","RNASeq"
"3896","X.1407.LE11.evus","X-1407","RNASeq"
"3897","X.1407.LF02","X-1407","RNASeq"
"3898","X.1407.LF27.evus","X-1407","RNASeq"
"3899","X.1407.LJ16","X-1407","RNASeq"
"3900","X.1407.LJ16.trab","X-1407","RNASeq"
"3901","X.1407.LK36","X-1407","RNASeq"
"3902","X.1407.LL71","X-1407","RNASeq"
"3903","X.1407.pael","X-1407","RNASeq"
"3904","X.1407.taen","X-1407","RNASeq"
"3905","X.1407.trab","X-1407","RNASeq"
"3906","X.1407.uned","X-1407","RNASeq"
"3907","X.1441.5FFU","X-1441","RNASeq"
"3908","X.1441.biib","X-1441","RNASeq"
"3909","X.1441.BK20","X-1441","RNASeq"
"3910","X.1441.BK20.LJ49","X-1441","RNASeq"
"3911","X.1441.BY19","X-1441","RNASeq"
"3912","X.1441.BY19.biib","X-1441","RNASeq"
"3913","X.1441.BY19.ceab","X-1441","RNASeq"
"3914","X.1441.BY19.ceab.enib","X-1441","RNASeq"
"3915","X.1441.BY19.enib","X-1441","RNASeq"
"3916","X.1441.BY19.LJ16","X-1441","RNASeq"
"3917","X.1441.ceab","X-1441","RNASeq"
"3918","X.1441.ceab.enib","X-1441","RNASeq"
"3919","X.1441.CG97","X-1441","RNASeq"
"3920","X.1441.CK20","X-1441","RNASeq"
"3921","X.1441.CL57","X-1441","RNASeq"
"3922","X.1441.enib","X-1441","RNASeq"
"3923","X.1441.HD01","X-1441","RNASeq"
"3924","X.1441.LE11","X-1441","RNASeq"
"3925","X.1441.LJ49","X-1441","RNASeq"
"3926","X.1441.LK36","X-1441","RNASeq"
"3927","X.1441.uned","X-1441","RNASeq"
"3928","X.1442.BG98","X-1442","RNASeq"
"3929","X.1442.biib","X-1442","RNASeq"
"3930","X.1442.BK20","X-1442","RNASeq"
"3931","X.1442.BK20.biib","X-1442","RNASeq"
"3932","X.1442.BY19","X-1442","RNASeq"
"3933","X.1442.BY19.LG47","X-1442","RNASeq"
"3934","X.1442.BY19.LJ16","X-1442","RNASeq"
"3935","X.1442.ceab","X-1442","RNASeq"
"3936","X.1442.CG97","X-1442","RNASeq"
"3937","X.1442.CK20","X-1442","RNASeq"
"3938","X.1442.CL57","X-1442","RNASeq"
"3939","X.1442.erib","X-1442","RNASeq"
"3940","X.1442.HD01","X-1442","RNASeq"
"3941","X.1442.HS90","X-1442","RNASeq"
"3942","X.1442.IN80","X-1442","RNASeq"
"3943","X.1442.LC61.pael","X-1442","RNASeq"
"3944","X.1442.LE11","X-1442","RNASeq"
"3945","X.1442.LG47","X-1442","RNASeq"
"3946","X.1442.LL71","X-1442","RNASeq"
"3947","X.1442.pael","X-1442","RNASeq"
"3948","X.1442.uned","X-1442","RNASeq"
"3949","X.1443.5FFU","X-1443","RNASeq"
"3950","X.1443.biib","X-1443","RNASeq"
"3951","X.1443.BK20","X-1443","RNASeq"
"3952","X.1443.BK20.LJ49","X-1443","RNASeq"
"3953","X.1443.BY19","X-1443","RNASeq"
"3954","X.1443.BY19.biib","X-1443","RNASeq"
"3955","X.1443.BY19.ceab","X-1443","RNASeq"
"3956","X.1443.BY19.ceab.enib","X-1443","RNASeq"
"3957","X.1443.BY19.enib","X-1443","RNASeq"
"3958","X.1443.BY19.LJ16","X-1443","RNASeq"
"3959","X.1443.ceab","X-1443","RNASeq"
"3960","X.1443.ceab.enib","X-1443","RNASeq"
"3961","X.1443.CG97","X-1443","RNASeq"
"3962","X.1443.CK20","X-1443","RNASeq"
"3963","X.1443.CL57","X-1443","RNASeq"
"3964","X.1443.enib","X-1443","RNASeq"
"3965","X.1443.HD01","X-1443","RNASeq"
"3966","X.1443.LE11","X-1443","RNASeq"
"3967","X.1443.LF27.biib","X-1443","RNASeq"
"3968","X.1443.LJ49","X-1443","RNASeq"
"3969","X.1443.LK36","X-1443","RNASeq"
"3970","X.1443.uned","X-1443","RNASeq"
"3971","X.1468.BG98","X-1468","RNASeq"
"3972","X.1468.biib","X-1468","RNASeq"
"3973","X.1468.BK20","X-1468","RNASeq"
"3974","X.1468.BY19","X-1468","RNASeq"
"3975","X.1468.BY19.LE11","X-1468","RNASeq"
"3976","X.1468.BY19.LJ16","X-1468","RNASeq"
"3977","X.1468.CG97","X-1468","RNASeq"
"3978","X.1468.CL57","X-1468","RNASeq"
"3979","X.1468.HD01","X-1468","RNASeq"
"3980","X.1468.IN24","X-1468","RNASeq"
"3981","X.1468.LE11","X-1468","RNASeq"
"3982","X.1468.LE11.evus","X-1468","RNASeq"
"3983","X.1468.LF02","X-1468","RNASeq"
"3984","X.1468.LF27.evus","X-1468","RNASeq"
"3985","X.1468.LJ16","X-1468","RNASeq"
"3986","X.1468.LJ16.trab","X-1468","RNASeq"
"3987","X.1468.LK36","X-1468","RNASeq"
"3988","X.1468.LL71","X-1468","RNASeq"
"3989","X.1468.pael","X-1468","RNASeq"
"3990","X.1468.taen","X-1468","RNASeq"
"3991","X.1468.trab","X-1468","RNASeq"
"3992","X.1468.uned","X-1468","RNASeq"
"3993","X.1479.5FFU","X-1479","RNASeq"
"3994","X.1479.biib","X-1479","RNASeq"
"3995","X.1479.BK20","X-1479","RNASeq"
"3996","X.1479.BK20.LJ49","X-1479","RNASeq"
"3997","X.1479.BY19","X-1479","RNASeq"
"3998","X.1479.BY19.biib","X-1479","RNASeq"
"3999","X.1479.BY19.ceab","X-1479","RNASeq"
"4000","X.1479.BY19.ceab.enib","X-1479","RNASeq"
"4001","X.1479.BY19.enib","X-1479","RNASeq"
"4002","X.1479.BY19.LJ16","X-1479","RNASeq"
"4003","X.1479.ceab","X-1479","RNASeq"
"4004","X.1479.ceab.enib","X-1479","RNASeq"
"4005","X.1479.CG97","X-1479","RNASeq"
"4006","X.1479.CK20","X-1479","RNASeq"
"4007","X.1479.CL57","X-1479","RNASeq"
